 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:2007
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110030 Vilhena";16;4;3;7;11;14;18;32;31;31;167
"120001 Acrelândia";1;-;1;2;1;3;4;6;7;6;31
"120005 Assis Brasil";1;-;-;1;-;2;1;2;1;1;9
"120010 Brasiléia";3;2;2;7;3;1;4;5;16;10;53
"120017 Capixaba";-;-;2;1;1;1;1;-;-;2;8
"120020 Cruzeiro do Sul";46;1;13;28;17;25;21;35;58;67;311
"120025 Epitaciolândia";2;-;2;1;2;1;5;6;7;4;30
"120030 Feijó";19;3;2;5;4;4;6;7;16;14;80
"120032 Jordão";4;1;-;1;-;-;-;-;2;-;8
"120033 Mâncio Lima";-;-;-;1;2;-;1;-;2;4;10
"120034 Manoel Urbano";4;-;1;2;-;-;1;3;2;3;16
"120035 Marechal Thaumaturgo";-;-;-;2;-;-;-;3;-;1;6
"120038 Plácido de Castro";2;2;1;3;3;2;4;7;6;10;40
"120080 Porto Acre";-;2;-;2;1;1;1;1;2;3;13
"120039 Porto Walter";2;-;-;1;-;-;1;-;4;4;12
"120040 Rio Branco";233;33;40;136;120;163;221;245;281;329;1801
"120042 Rodrigues Alves";-;-;-;1;-;3;1;2;2;2;11
"120043 Santa Rosa do Purus";10;4;-;1;1;1;-;-;3;1;21
"120050 Sena Madureira";6;-;3;8;5;6;10;7;15;21;81
"120045 Senador Guiomard";1;-;2;2;4;2;5;2;8;8;34
"120060 Tarauacá";27;3;2;2;4;5;12;11;12;13;91
"120070 Xapuri";4;-;1;1;4;1;3;11;11;14;50
"130002 Alvarães";2;-;-;1;-;-;1;3;3;6;16
"130006 Amaturá";3;4;1;4;3;-;2;5;2;3;27
"130008 Anamã";2;1;-;1;2;3;-;2;4;5;20
"130010 Anori";6;2;-;2;1;6;1;2;6;9;35
"130014 Apuí";1;-;1;4;6;8;9;5;5;2;41
"130020 Atalaia do Norte";1;-;-;1;-;-;-;1;1;1;5
"130030 Autazes";8;8;2;1;2;4;3;13;14;23;78
"130040 Barcelos";4;-;-;3;4;2;1;4;8;5;31
"130050 Barreirinha";6;3;-;4;4;1;4;6;7;20;55
"130060 Benjamin Constant";7;-;4;5;8;8;4;7;11;6;60
"130063 Beruri";1;2;-;1;2;2;-;2;3;3;16
"130068 Boa Vista do Ramos";4;2;-;3;3;3;1;4;8;12;40
"130070 Boca do Acre";1;1;2;5;6;4;1;5;7;18;50
"130080 Borba";15;6;2;5;2;4;8;10;11;20;83
"130083 Caapiranga";5;-;-;-;-;-;2;3;2;5;17
"130090 Canutama";3;1;-;2;-;1;1;3;8;4;23
"130100 Carauari";17;2;1;9;7;3;2;8;11;14;74
"130110 Careiro";2;1;-;6;2;-;9;4;4;6;34
"130115 Careiro da Várzea";4;2;1;1;2;2;3;1;7;4;27
"130120 Coari";28;2;3;16;8;14;23;27;37;47;205
"130130 Codajás";7;-;1;6;2;2;1;6;1;10;36
"130140 Eirunepé";25;10;3;7;8;6;6;8;14;19;106
"130150 Envira";7;-;1;3;4;3;2;1;6;3;30
"130160 Fonte Boa";9;-;-;2;2;8;4;2;5;10;42
"130165 Guajará";2;1;-;2;1;1;-;1;1;4;13
"130170 Humaitá";6;1;3;4;3;6;7;16;15;18;79
"130180 Ipixuna";9;-;2;4;2;3;2;1;1;11;35
"130185 Iranduba";4;5;2;11;8;2;6;13;13;12;76
"130190 Itacoatiara";13;8;4;16;10;27;30;27;43;59;237
"130195 Itamarati";5;-;-;5;2;1;1;-;4;1;19
"130200 Itapiranga";1;-;-;1;1;1;3;2;-;10;19
"130210 Japurá";3;1;1;1;1;3;1;1;2;2;16
"130220 Juruá";3;-;-;2;1;2;1;1;1;1;12
"130230 Jutaí";4;2;2;2;-;2;1;1;1;4;19
"130240 Lábrea";16;7;6;5;3;3;6;6;22;24;98
"130250 Manacapuru";19;6;5;17;8;12;20;18;31;50;186
"130255 Manaquiri";4;3;1;4;1;2;3;2;4;12;36
"130260 Manaus";694;132;213;642;609;752;992;1126;1262;1328;7750
"130270 Manicoré";11;1;1;5;1;2;8;5;11;10;55
"130280 Maraã";5;-;-;-;2;1;1;-;3;2;14
"130290 Maués";20;4;6;9;7;9;10;12;23;41;141
"130300 Nhamundá";2;-;1;1;4;1;5;3;12;12;41
"130310 Nova Olinda do Norte";4;2;1;6;3;3;3;4;7;30;63
"130320 Novo Airão";3;-;-;2;3;2;2;4;7;3;26
"130330 Novo Aripuanã";4;-;1;-;-;1;2;-;3;3;14
"130340 Parintins";54;5;5;15;13;22;23;30;63;99;329
"130350 Pauini";8;3;1;1;3;-;2;2;3;3;26
"130353 Presidente Figueiredo";2;-;-;2;6;9;3;3;7;4;36
"130356 Rio Preto da Eva";3;1;2;5;1;1;4;4;1;4;26
"130360 Santa Isabel do Rio Negro";15;9;1;4;3;1;5;4;8;9;59
"130370 Santo Antônio do Içá";5;6;2;2;4;-;1;3;4;7;34
"130380 São Gabriel da Cachoeira";39;15;8;14;18;7;9;19;36;28;193
"130390 São Paulo de Olivença";3;3;4;10;3;6;-;4;9;13;55
"130395 São Sebastião do Uatumã";3;-;-;-;-;1;-;3;3;4;14
"130400 Silves";1;1;-;1;2;2;1;4;1;6;19
"130406 Tabatinga";33;10;10;16;13;11;9;19;17;20;158
"130410 Tapauá";7;4;1;9;4;2;4;3;2;8;44
"130420 Tefé";36;14;4;9;10;11;11;16;21;18;150
"130423 Tonantins";8;1;1;-;-;2;1;3;2;6;24
"130426 Uarini";2;-;-;2;1;2;-;-;4;2;13
"130430 Urucará";3;1;1;4;2;2;3;2;3;11;32
"130440 Urucurituba";3;1;-;2;-;1;4;2;4;16;33
"140005 Alto Alegre";13;7;5;7;2;1;4;1;2;5;47
"140002 Amajari";1;-;1;4;2;2;4;-;2;2;18
"140010 Boa Vista";130;17;32;120;100;115;137;148;158;176;1133
"140015 Bonfim";3;-;1;4;4;5;-;2;2;2;23
"140017 Cantá";1;-;-;-;2;1;-;-;-;-;4
"140020 Caracaraí";5;2;-;1;6;8;2;3;4;4;35
"140023 Caroebe";-;-;1;1;2;2;1;2;4;1;14
"140028 Iracema";-;-;1;2;4;1;-;1;1;1;11
"140030 Mucajaí";-;-;4;2;2;5;4;3;1;4;25
"140040 Normandia";3;2;2;2;1;1;-;-;1;3;15
"140045 Pacaraima";2;1;2;10;3;2;1;1;-;-;22
"140047 Rorainópolis";5;1;-;3;2;7;5;3;12;4;42
"140050 São João da Baliza";-;-;-;3;-;-;-;1;4;3;11
"140060 São Luiz";1;1;-;1;-;3;-;1;-;-;7
"140070 Uiramutã";2;3;1;1;-;1;-;1;-;2;11
"150010 Abaetetuba";18;6;7;30;13;22;30;43;67;99;335
"150013 Abel Figueiredo";-;-;-;2;1;1;5;2;3;3;17
"150020 Acará";7;-;4;4;6;6;4;15;15;20;81
"150030 Afuá";5;1;1;2;-;4;3;1;2;4;23
"150034 Água Azul do Norte";-;-;-;6;2;4;6;3;2;2;25
"150040 Alenquer";22;3;1;16;6;8;8;31;44;46;185
"150050 Almeirim";27;1;1;6;8;3;6;7;17;21;97
"150060 Altamira";46;10;20;49;45;45;62;76;67;62;482
"150070 Anajás";4;6;1;3;-;1;1;6;9;6;37
"150080 Ananindeua";83;10;66;181;101;90;111;142;152;149;1085
"150085 Anapu";8;-;2;4;3;8;2;5;5;1;38
"150090 Augusto Corrêa";7;-;1;4;3;7;9;10;13;17;71
"150095 Aurora do Pará";1;-;3;6;3;2;4;3;6;8;36
"150100 Aveiro";2;-;2;1;4;3;1;3;4;6;26
"150110 Bagre";3;6;-;1;2;1;2;-;1;12;28
"150120 Baião";7;-;2;4;-;2;3;3;6;6;33
"150125 Bannach";-;1;-;3;3;4;1;-;-;1;13
"150130 Barcarena";6;1;6;11;15;11;14;17;23;36;140
"150140 Belém";947;167;240;651;696;877;1273;1610;1869;1862;10192
"150145 Belterra";4;-;-;-;1;-;3;4;6;6;24
"150150 Benevides";2;2;1;12;4;3;8;9;14;13;68
"150157 Bom Jesus do Tocantins";1;-;1;3;2;2;4;8;3;7;31
"150170 Bragança";88;10;11;37;38;27;44;72;110;132;569
"150172 Brasil Novo";3;-;4;4;4;7;8;5;4;6;45
"150175 Brejo Grande do Araguaia";-;-;-;-;1;-;1;5;1;4;12
"150178 Breu Branco";7;3;6;12;7;6;9;6;10;11;77
"150180 Breves";45;11;16;15;12;13;16;20;22;30;200
"150190 Bujaru";-;1;1;3;2;2;4;3;9;9;34
"150200 Cachoeira do Arari";3;1;1;2;2;1;1;3;9;6;29
"150195 Cachoeira do Piriá";-;-;2;2;7;1;2;5;2;2;23
"150210 Cametá";65;7;9;15;7;16;20;29;41;87;296
"150215 Canaã dos Carajás";5;-;3;4;10;4;6;9;8;9;58
"150220 Capanema";24;2;3;8;7;24;25;42;58;44;237
"150230 Capitão Poço";11;1;2;11;6;6;18;11;23;29;118
"150240 Castanhal";41;8;25;50;49;47;74;107;120;142;663
"150250 Chaves";2;-;-;-;1;2;1;-;2;-;8
"150260 Colares";-;-;1;-;1;1;2;-;4;11;20
"150270 Conceição do Araguaia";16;1;5;11;11;12;11;11;26;32;136
"150275 Concórdia do Pará";3;1;2;4;2;4;9;8;12;10;55
"150276 Cumaru do Norte";-;-;-;-;1;3;3;3;1;-;11
"150277 Curionópolis";2;-;3;9;8;6;8;12;13;12;73
"150280 Curralinho";3;1;1;1;-;4;2;1;2;4;19
"150285 Curuá";7;1;2;2;-;2;1;8;9;2;34
"150290 Curuçá";2;-;-;6;11;6;7;12;7;14;65
"150293 Dom Eliseu";15;-;7;14;7;13;11;14;12;8;101
"150295 Eldorado do Carajás";6;5;4;14;15;9;13;12;13;10;101
"150300 Faro";-;-;-;1;2;1;1;2;7;6;20
"150304 Floresta do Araguaia";1;-;2;8;3;9;1;7;6;9;46
"150307 Garrafão do Norte";4;2;2;6;3;5;5;8;10;10;55
"150309 Goianésia do Pará";5;3;10;21;16;20;17;12;13;5;122
"150310 Gurupá";5;-;-;2;-;1;3;2;8;6;27
"150320 Igarapé-Açu";1;-;2;1;4;6;8;17;19;17;75
"150330 Igarapé-Miri";6;3;1;15;4;9;15;10;17;45;125
"150340 Inhangapi";-;1;-;1;-;1;-;3;3;9;18
"150345 Ipixuna do Pará";3;3;2;6;6;1;5;9;9;6;50
"150350 Irituia";3;2;4;7;2;2;5;10;10;22;67
"150360 Itaituba";58;11;13;31;40;42;48;47;72;36;398
"150370 Itupiranga";15;5;6;15;21;16;13;16;25;24;156
"150375 Jacareacanga";6;4;1;2;3;5;5;5;2;3;36
"150380 Jacundá";18;6;7;28;26;22;14;20;28;28;197
"150390 Juruti";16;6;2;4;5;2;3;9;14;9;70
"150400 Limoeiro do Ajuru";2;1;-;1;-;3;1;2;1;3;14
"150405 Mãe do Rio";13;1;1;3;5;9;10;13;13;24;92
"150410 Magalhães Barata";-;-;-;-;-;3;3;2;9;7;24
"150420 Marabá";163;27;84;179;136;124;127;190;141;152;1323
"150430 Maracanã";-;-;-;-;1;4;7;9;13;15;49
"150440 Marapanim";3;-;-;3;4;4;4;7;10;16;51
"150442 Marituba";20;5;14;37;31;30;43;48;48;64;340
"150445 Medicilândia";5;-;1;7;8;5;8;7;8;11;60
"150450 Melgaço";5;7;1;1;1;4;-;-;1;4;24
"150460 Mocajuba";12;6;2;5;2;-;6;4;15;11;63
"150470 Moju";6;5;1;12;9;6;4;7;9;14;73
"150480 Monte Alegre";25;4;1;7;10;12;16;26;42;40;183
"150490 Muaná";13;3;-;2;6;5;2;8;12;15;66
"150495 Nova Esperança do Piriá";7;-;2;4;6;3;2;5;11;6;46
"150497 Nova Ipixuna";4;-;-;12;7;6;1;2;3;4;39
"150500 Nova Timboteua";-;-;-;-;3;2;2;2;7;9;25
"150503 Novo Progresso";11;3;-;7;13;21;16;10;12;1;94
"150506 Novo Repartimento";6;1;4;10;7;13;9;10;9;11;80
"150510 Óbidos";12;5;2;6;8;8;11;17;32;42;143
"150520 Oeiras do Pará";17;3;2;3;2;4;4;8;9;19;71
"150530 Oriximiná";24;7;5;13;10;17;21;16;43;45;201
"150540 Ourém";-;1;-;4;1;1;2;4;5;7;25
"150543 Ourilândia do Norte";7;3;3;8;10;5;5;11;16;2;70
"150548 Pacajá";8;3;4;11;12;9;4;8;11;11;81
"150549 Palestina do Pará";-;2;-;6;2;2;-;3;4;10;29
"150550 Paragominas";17;7;13;54;38;24;30;26;32;26;267
"150553 Parauapebas";84;8;22;46;46;43;45;50;36;34;414
"150555 Pau D'Arco";2;-;-;-;2;1;1;1;5;2;14
"150560 Peixe-Boi";1;-;-;-;2;2;1;2;1;4;13
"150563 Piçarra";2;-;-;2;3;5;2;4;4;6;28
"150565 Placas";2;-;1;3;1;4;5;4;2;3;25
"150570 Ponta de Pedras";4;1;-;2;3;1;-;5;9;10;35
"150580 Portel";18;6;3;8;4;2;4;4;7;9;65
"150590 Porto de Moz";5;1;1;1;1;3;5;4;6;2;29
"150600 Prainha";10;-;1;4;3;2;5;4;9;6;44
"150610 Primavera";1;-;1;1;-;-;5;5;6;10;29
"150611 Quatipuru";-;-;-;-;-;1;-;1;6;5;13
"150613 Redenção";50;8;8;38;31;33;43;31;34;28;304
"150616 Rio Maria";3;1;1;3;2;5;8;13;10;10;56
"150618 Rondon do Pará";22;6;5;29;13;10;20;20;19;33;177
"150619 Rurópolis";12;2;2;6;3;6;8;16;11;7;73
"150620 Salinópolis";6;1;1;9;7;5;17;19;26;27;118
"150630 Salvaterra";7;1;3;3;3;5;6;11;20;19;78
"150635 Santa Bárbara do Pará";-;-;1;3;1;3;1;4;8;9;30
"150640 Santa Cruz do Arari";-;-;-;3;-;1;1;3;2;1;11
"150650 Santa Izabel do Pará";5;1;2;23;12;9;10;14;28;30;134
"150655 Santa Luzia do Pará";-;2;-;2;1;2;2;5;7;11;32
"150658 Santa Maria das Barreiras";1;1;1;1;1;2;6;1;-;-;14
"150660 Santa Maria do Pará";4;-;-;3;1;10;2;10;10;27;67
"150670 Santana do Araguaia";12;3;7;8;12;13;15;15;8;9;102
"150680 Santarém";174;29;28;76;65;91;111;166;203;256;1199
"150690 Santarém Novo";-;-;-;-;-;1;-;1;4;-;6
"150700 Santo Antônio do Tauá";-;1;3;5;3;4;11;15;23;13;78
"150710 São Caetano de Odivelas";-;1;1;-;5;5;3;3;9;6;33
"150715 São Domingos do Araguaia";2;1;2;6;6;7;5;9;11;5;54
"150720 São Domingos do Capim";2;-;2;6;6;4;7;4;11;11;53
"150730 São Félix do Xingu";13;4;6;20;27;9;13;14;16;12;134
"150740 São Francisco do Pará";-;-;-;1;2;1;3;4;8;11;30
"150745 São Geraldo do Araguaia";7;2;2;7;8;3;5;8;12;6;60
"150746 São João da Ponta";-;-;-;-;-;-;-;1;3;6;10
"150747 São João de Pirabas";-;-;-;1;3;2;5;5;5;13;34
"150750 São João do Araguaia";-;1;1;4;1;2;3;4;1;2;19
"150760 São Miguel do Guamá";2;1;3;5;3;5;10;20;15;24;88
"150770 São Sebastião da Boa Vista";9;-;-;2;2;3;-;2;6;15;39
"150775 Sapucaia";-;-;-;-;1;1;2;-;1;1;6
"150780 Senador José Porfírio";-;1;-;2;-;1;2;1;2;-;9
"150790 Soure";6;-;-;3;1;9;4;8;13;15;59
"150795 Tailândia";23;8;22;38;35;20;24;14;21;11;216
"150796 Terra Alta";1;-;1;4;4;-;2;6;2;7;27
"150797 Terra Santa";4;2;-;3;3;1;3;9;15;9;49
"150800 Tomé-Açu";7;4;2;21;9;14;15;12;21;14;119
"150803 Tracuateua";1;-;-;-;1;4;4;5;10;12;37
"150805 Trairão";-;1;2;7;5;4;1;5;9;2;36
"150808 Tucumã";16;1;2;11;9;8;11;7;7;11;83
"150810 Tucuruí";122;15;29;57;57;70;68;80;76;58;632
"150812 Ulianópolis";9;2;4;14;14;8;6;4;2;2;65
"150815 Uruará";8;2;4;8;10;13;10;9;17;17;98
"150820 Vigia";4;4;3;9;7;5;23;16;20;40;131
"150830 Viseu";10;1;3;7;8;7;5;18;19;26;104
"150835 Vitória do Xingu";-;-;-;2;2;2;1;-;4;5;16
"150840 Xinguara";10;2;7;19;10;22;18;14;24;29;155
"160010 Amapá";-;-;1;1;1;2;1;1;1;2;10
"160020 Calçoene";1;2;1;3;4;2;2;1;3;1;20
"160021 Cutias";1;-;-;1;-;1;-;-;1;1;5
"160023 Ferreira Gomes";1;-;1;2;3;1;2;3;-;3;16
"160025 Itaubal";-;-;-;-;-;-;-;-;1;2;3
"160027 Laranjal do Jari";19;3;3;9;9;3;6;11;14;6;83
"160030 Macapá";262;11;49;154;118;119;149;157;173;198;1390
"160040 Mazagão";-;2;-;-;1;2;2;-;-;1;8
"160050 Oiapoque";4;-;1;4;7;4;8;3;3;7;41
"160015 Pedra Branca do Amapari";-;1;1;2;-;1;-;1;1;-;7
"160053 Porto Grande";-;-;-;3;3;6;-;2;1;1;16
"160055 Pracuúba";-;-;-;-;3;1;1;2;-;-;7
"160060 Santana";20;6;8;21;14;13;10;14;26;26;158
"160005 Serra do Navio";-;-;-;-;-;-;1;1;-;-;2
"160070 Tartarugalzinho";-;-;1;2;1;3;2;3;2;-;14
"160080 Vitória do Jari";-;-;-;3;-;1;-;2;4;2;12
"170025 Abreulândia";-;-;-;-;-;-;-;-;-;3;3
"170030 Aguiarnópolis";-;-;-;1;1;-;-;1;-;1;4
"170035 Aliança do Tocantins";1;-;-;2;1;1;1;3;1;3;13
"170040 Almas";-;-;1;2;1;2;5;5;2;11;29
"170070 Alvorada";-;-;2;1;3;4;4;5;2;6;27
"170100 Ananás";1;2;1;-;1;6;4;2;2;5;24
"170105 Angico";-;-;-;-;-;1;1;2;2;1;7
"170110 Aparecida do Rio Negro";-;-;-;1;-;1;1;2;1;3;9
"170130 Aragominas";-;-;1;1;-;3;4;1;2;-;12
"170190 Araguacema";2;-;1;1;4;-;2;3;4;2;19
"170200 Araguaçu";-;-;-;-;4;4;6;4;7;9;34
"170210 Araguaína";134;32;25;86;99;126;183;223;249;191;1348
"170215 Araguanã";-;-;-;3;1;4;1;-;2;1;12
"170220 Araguatins";2;1;3;6;4;3;6;14;18;9;66
"170230 Arapoema";-;-;1;1;1;2;6;4;2;5;22
"170240 Arraias";2;1;4;2;5;2;2;6;8;16;48
"170255 Augustinópolis";34;7;3;16;14;17;32;44;45;33;245
"170270 Aurora do Tocantins";-;1;-;1;3;3;2;4;7;2;23
"170290 Axixá do Tocantins";-;-;-;1;1;1;2;7;2;4;18
"170300 Babaçulândia";-;1;1;3;1;3;-;5;5;7;26
"170305 Bandeirantes do Tocantins";-;-;-;-;1;-;-;-;-;1;2
"170307 Barra do Ouro";-;-;-;-;-;1;-;2;2;4;9
"170310 Barrolândia";-;-;-;1;1;1;6;-;5;1;15
"170320 Bernardo Sayão";-;1;-;2;1;-;1;-;2;-;7
"170330 Bom Jesus do Tocantins";-;-;1;-;1;-;-;-;-;-;2
"170360 Brasilândia do Tocantins";-;-;-;-;3;1;-;-;-;1;5
"170370 Brejinho de Nazaré";1;-;-;4;-;1;2;3;6;6;23
"170380 Buriti do Tocantins";-;-;-;-;2;1;1;5;2;5;16
"170382 Cachoeirinha";-;-;-;-;-;1;-;-;2;2;5
"170384 Campos Lindos";-;-;-;1;2;1;3;6;3;5;21
"170386 Cariri do Tocantins";-;-;-;1;1;-;-;1;2;1;6
"170388 Carmolândia";-;-;-;2;-;-;-;-;2;2;6
"170389 Carrasco Bonito";1;1;-;-;-;1;1;1;2;1;8
"170390 Caseara";-;1;-;1;2;1;1;1;3;2;12
"170410 Centenário";1;-;-;1;-;1;-;-;3;1;7
"170510 Chapada da Natividade";-;-;-;-;1;1;1;3;2;3;11
"170460 Chapada de Areia";-;-;1;-;-;-;-;-;-;-;1
"170550 Colinas do Tocantins";6;1;5;4;6;7;15;13;20;27;104
"171670 Colméia";-;-;1;1;1;2;5;4;7;10;31
"170555 Combinado";-;1;-;1;-;-;2;1;4;2;11
"170560 Conceição do Tocantins";1;-;-;-;1;-;2;2;-;1;7
"170600 Couto Magalhães";-;-;-;-;2;-;-;2;5;3;12
"170610 Cristalândia";-;1;-;-;-;1;6;1;8;9;26
"170650 Darcinópolis";-;-;-;-;1;1;2;3;3;2;12
"170700 Dianópolis";6;2;2;9;9;5;3;5;10;14;65
"170710 Divinópolis do Tocantins";-;-;-;3;1;2;2;1;4;6;19
"170720 Dois Irmãos do Tocantins";1;-;1;-;-;1;1;1;1;6;12
"170730 Dueré";-;-;-;-;1;1;3;2;1;3;11
"170740 Esperantina";1;1;-;-;1;1;1;4;5;5;19
"170755 Fátima";-;-;-;2;1;1;1;1;1;3;10
"170765 Figueirópolis";-;-;1;1;1;-;-;3;1;3;10
"170770 Filadélfia";2;-;1;1;1;3;3;1;3;5;20
"170820 Formoso do Araguaia";2;-;-;2;2;3;3;10;10;13;45
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;1;1;1;-;3
"170830 Goianorte";-;-;-;1;-;-;-;4;2;5;12
"170900 Goiatins";1;2;2;-;1;2;2;3;11;7;31
"170930 Guaraí";3;2;1;6;7;7;6;8;19;27;86
"170950 Gurupi";33;9;7;28;32;37;51;55;68;90;410
"170980 Ipueiras";-;1;-;-;2;1;1;1;2;2;10
"171050 Itacajá";2;1;1;2;1;3;2;2;4;10;28
"171070 Itaguatins";-;-;-;1;-;1;2;1;-;7;12
"171090 Itapiratins";-;-;-;-;1;-;-;-;1;2;4
"171110 Itaporã do Tocantins";-;-;-;-;1;1;-;-;2;1;5
"171150 Jaú do Tocantins";1;1;-;2;1;-;1;2;2;2;12
"171180 Juarina";-;-;-;1;-;-;-;-;2;1;4
"171190 Lagoa da Confusão";1;-;-;2;1;1;4;6;-;2;17
"171195 Lagoa do Tocantins";-;-;-;-;1;-;1;-;-;1;3
"171200 Lajeado";-;-;-;-;1;-;-;-;1;1;3
"171215 Lavandeira";-;-;-;-;-;-;-;1;-;2;3
"171240 Lizarda";-;-;-;2;-;1;1;4;4;1;13
"171245 Luzinópolis";-;-;-;-;-;-;-;-;1;-;1
"171250 Marianópolis do Tocantins";-;-;-;-;-;-;-;1;2;1;4
"171280 Maurilândia do Tocantins";-;-;-;-;1;-;-;-;1;1;3
"171320 Miracema do Tocantins";4;1;2;6;7;3;9;5;10;25;72
"171330 Miranorte";-;-;-;7;5;2;3;7;6;15;45
"171360 Monte do Carmo";-;-;-;-;-;2;2;3;-;1;8
"171370 Monte Santo do Tocantins";-;-;-;-;1;-;1;1;1;-;4
"171395 Muricilândia";-;-;-;-;-;1;-;2;1;-;4
"171420 Natividade";-;-;1;3;1;-;3;4;6;7;25
"171430 Nazaré";1;-;-;-;1;1;1;2;4;-;10
"171488 Nova Olinda";-;-;-;4;3;3;1;4;6;7;28
"171500 Nova Rosalândia";-;-;-;-;1;-;3;1;1;2;8
"171510 Novo Acordo";-;-;-;-;-;-;-;-;1;2;3
"171515 Novo Alegre";-;-;-;1;-;-;1;-;2;4;8
"171525 Novo Jardim";-;-;-;1;-;-;-;-;1;3;5
"171550 Oliveira de Fátima";-;-;-;-;-;-;-;-;-;1;1
"172100 Palmas";121;26;32;88;93;94;121;158;173;150;1056
"171570 Palmeirante";-;-;1;-;1;2;1;1;2;-;8
