 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:2011
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"130280 Maraã";3;2;1;-;1;-;1;2;2;6;18
"130290 Maués";11;3;4;11;6;8;8;20;37;55;163
"130300 Nhamundá";4;1;-;2;1;-;1;3;8;15;35
"130310 Nova Olinda do Norte";9;2;-;4;4;7;4;9;11;28;78
"130320 Novo Airão";4;1;1;-;2;3;1;2;6;10;30
"130330 Novo Aripuanã";1;-;1;2;4;4;3;4;4;12;35
"130340 Parintins";43;4;3;13;17;15;36;44;53;108;336
"130350 Pauini";3;-;-;-;-;-;4;-;2;1;10
"130353 Presidente Figueiredo";2;1;3;10;12;7;3;12;10;7;67
"130356 Rio Preto da Eva";1;1;1;5;3;8;5;4;8;3;39
"130360 Santa Isabel do Rio Negro";7;3;2;2;2;1;1;7;6;8;39
"130370 Santo Antônio do Içá";4;2;3;-;1;1;1;5;6;14;37
"130380 São Gabriel da Cachoeira";33;16;11;19;16;16;11;12;20;28;182
"130390 São Paulo de Olivença";22;6;7;6;2;1;3;4;5;16;72
"130395 São Sebastião do Uatumã";4;-;-;-;2;1;1;2;1;8;19
"130400 Silves";1;-;1;-;-;3;1;2;3;2;13
"130406 Tabatinga";36;11;5;27;11;20;6;18;22;25;181
"130410 Tapauá";4;2;1;2;1;3;-;3;7;10;33
"130420 Tefé";32;6;12;15;10;16;18;18;22;35;184
"130423 Tonantins";-;-;-;4;1;2;1;4;7;5;24
"130426 Uarini";5;1;-;5;-;1;2;2;-;7;23
"130430 Urucará";1;1;3;2;2;2;6;2;7;20;46
"130440 Urucurituba";1;2;-;2;1;-;2;4;4;10;26
"140005 Alto Alegre";3;1;-;3;2;4;3;4;3;6;29
"140002 Amajari";-;1;-;3;1;-;-;1;2;1;9
"140010 Boa Vista";106;24;41;101;115;109;165;202;187;222;1272
"140015 Bonfim";1;1;-;2;3;-;1;3;2;1;14
"140017 Cantá";1;-;2;5;4;4;4;3;1;2;26
"140020 Caracaraí";1;2;-;3;7;4;2;1;5;7;32
"140023 Caroebe";-;2;-;-;1;1;3;2;4;2;15
"140028 Iracema";-;-;1;1;2;1;-;-;1;-;6
"140030 Mucajaí";2;-;2;5;6;3;6;4;5;4;37
"140040 Normandia";-;-;2;-;2;-;-;1;-;2;7
"140045 Pacaraima";1;1;-;3;1;1;1;1;3;1;13
"140047 Rorainópolis";7;1;2;5;4;3;4;8;5;9;48
"140050 São João da Baliza";-;-;-;-;-;-;2;1;3;1;7
"140060 São Luiz";1;-;1;-;1;-;-;1;3;3;10
"140070 Uiramutã";1;1;-;1;2;1;-;1;2;2;11
"150010 Abaetetuba";11;3;11;25;27;28;44;49;60;105;363
"150013 Abel Figueiredo";-;1;-;2;2;2;2;3;1;9;22
"150020 Acará";3;-;2;10;7;8;4;8;17;18;77
"150030 Afuá";2;1;2;8;3;4;3;3;8;4;38
"150034 Água Azul do Norte";1;-;2;5;2;6;4;7;4;1;32
"150040 Alenquer";31;2;4;15;5;8;10;27;38;57;197
"150050 Almeirim";9;1;2;9;3;3;8;3;11;12;61
"150060 Altamira";80;19;26;64;48;51;72;100;113;88;661
"150070 Anajás";5;3;2;2;1;4;2;4;4;6;33
"150080 Ananindeua";85;18;173;328;220;193;156;207;216;272;1868
"150085 Anapu";6;2;2;5;2;5;5;3;4;5;39
"150090 Augusto Corrêa";2;1;3;5;8;4;10;16;16;27;92
"150095 Aurora do Pará";4;1;3;6;4;4;4;5;9;7;47
"150100 Aveiro";3;-;1;2;1;2;4;1;5;6;25
"150110 Bagre";-;1;2;4;3;1;5;6;2;8;32
"150120 Baião";6;2;-;4;6;10;10;9;9;17;73
"150125 Bannach";-;1;-;1;1;1;2;1;2;3;12
"150130 Barcarena";8;5;11;23;24;12;27;18;32;52;212
"150140 Belém";882;124;275;650;708;946;1440;1837;2063;2378;11303
"150145 Belterra";1;1;4;3;1;3;7;7;9;13;49
"150150 Benevides";2;2;6;14;15;14;15;16;23;33;140
"150157 Bom Jesus do Tocantins";-;1;1;3;1;2;5;5;7;7;32
"150160 Bonito";-;-;-;1;-;1;2;1;1;1;7
"150170 Bragança";71;7;11;21;29;32;60;77;121;119;548
"150172 Brasil Novo";1;-;2;3;2;8;7;8;9;9;49
"150175 Brejo Grande do Araguaia";2;-;-;2;3;1;3;4;3;4;22
"150178 Breu Branco";1;1;2;18;9;8;4;9;7;17;76
"150180 Breves";67;22;7;28;12;16;36;24;58;82;352
"150190 Bujaru";2;1;-;2;5;4;2;13;11;16;56
"150200 Cachoeira do Arari";3;3;-;3;2;3;3;3;6;9;35
"150195 Cachoeira do Piriá";3;1;2;2;3;2;1;7;8;8;37
"150210 Cametá";56;13;5;23;19;22;29;30;64;110;371
"150215 Canaã dos Carajás";7;2;4;16;8;15;16;8;16;13;105
"150220 Capanema";28;2;7;19;18;20;35;54;73;94;350
"150230 Capitão Poço";7;2;6;17;11;16;10;22;22;32;145
"150240 Castanhal";47;7;29;97;58;69;92;106;147;181;833
"150250 Chaves";-;-;-;3;1;2;2;4;1;5;18
"150260 Colares";-;-;-;1;2;2;-;3;11;6;25
"150270 Conceição do Araguaia";7;3;6;12;29;20;23;25;49;50;224
"150275 Concórdia do Pará";3;1;7;10;3;4;6;8;10;22;74
"150276 Cumaru do Norte";1;-;-;3;3;1;1;2;3;-;14
"150277 Curionópolis";-;1;5;11;8;7;9;11;21;18;91
"150280 Curralinho";6;2;-;2;-;1;2;5;5;4;27
"150285 Curuá";1;-;1;3;3;-;-;4;7;2;21
"150290 Curuçá";2;-;1;10;4;5;8;10;24;32;96
"150293 Dom Eliseu";4;2;5;19;16;10;10;19;15;6;106
"150295 Eldorado do Carajás";2;3;5;13;13;9;13;13;17;17;105
"150300 Faro";1;1;1;-;1;1;6;4;6;7;28
"150304 Floresta do Araguaia";3;1;2;4;7;7;8;4;12;8;56
"150307 Garrafão do Norte";2;-;2;8;9;1;5;9;14;15;65
"150309 Goianésia do Pará";5;1;4;15;9;7;12;14;13;9;89
"150310 Gurupá";5;1;4;5;4;2;2;5;7;8;43
"150320 Igarapé-Açu";2;2;-;3;5;12;6;22;19;44;115
"150330 Igarapé-Miri";8;3;6;19;9;5;9;17;26;49;151
"150340 Inhangapi";-;-;-;-;5;-;1;4;1;5;16
"150345 Ipixuna do Pará";3;1;2;7;5;10;7;10;10;12;67
"150350 Irituia";-;-;-;6;4;1;9;11;9;27;67
"150360 Itaituba";35;8;17;33;32;45;58;53;58;57;396
"150370 Itupiranga";5;3;6;13;15;20;17;25;29;31;164
"150375 Jacareacanga";4;3;-;3;7;6;5;4;6;3;41
"150380 Jacundá";7;2;7;19;20;10;13;27;24;35;164
"150390 Juruti";16;1;3;1;2;3;1;9;11;17;64
"150400 Limoeiro do Ajuru";4;2;1;-;3;-;1;5;9;12;37
"150405 Mãe do Rio";6;1;3;3;5;6;10;26;26;23;109
"150410 Magalhães Barata";-;-;-;1;-;-;1;4;1;17;24
"150420 Marabá";106;14;66;204;155;127;167;159;184;195;1377
"150430 Maracanã";2;-;-;3;2;5;7;7;11;32;69
"150440 Marapanim";1;-;-;4;2;4;6;15;14;23;69
"150442 Marituba";17;4;36;66;49;42;35;51;67;66;433
"150445 Medicilândia";2;-;-;7;3;5;3;16;19;8;63
"150450 Melgaço";6;1;3;-;2;1;2;-;2;4;21
"150460 Mocajuba";10;2;2;5;4;3;2;11;13;21;73
"150470 Moju";7;2;12;28;12;17;8;14;12;12;124
"150480 Monte Alegre";13;-;7;8;4;6;14;23;28;18;121
"150490 Muaná";8;5;1;3;2;9;9;14;17;25;93
"150495 Nova Esperança do Piriá";1;1;-;6;10;6;1;2;14;9;50
"150497 Nova Ipixuna";-;-;-;5;4;2;3;7;3;11;35
"150500 Nova Timboteua";-;-;-;1;3;2;4;5;6;10;31
"150503 Novo Progresso";9;1;2;6;19;13;17;8;13;9;97
"150506 Novo Repartimento";4;1;3;12;17;6;17;10;17;12;99
"150510 Óbidos";15;-;4;5;7;12;19;23;32;54;171
"150520 Oeiras do Pará";16;5;1;4;1;4;1;8;9;12;61
"150530 Oriximiná";22;8;3;12;12;12;18;35;42;66;230
"150540 Ourém";1;-;-;1;1;2;5;11;8;10;39
"150543 Ourilândia do Norte";9;6;3;7;8;13;7;12;10;9;84
"150548 Pacajá";8;2;2;22;13;7;8;17;7;10;96
"150549 Palestina do Pará";-;-;-;1;-;4;4;5;5;8;27
"150550 Paragominas";24;5;13;34;34;33;27;36;38;33;277
"150553 Parauapebas";42;10;20;95;57;53;54;71;68;61;531
"150555 Pau D'Arco";1;-;1;3;1;2;-;4;2;6;20
"150560 Peixe-Boi";-;-;-;-;2;1;-;2;4;4;13
"150563 Piçarra";-;-;3;3;1;3;4;7;7;3;31
"150565 Placas";1;-;1;2;3;6;4;2;5;3;27
"150570 Ponta de Pedras";2;1;-;1;-;2;6;4;6;8;30
"150580 Portel";15;1;3;10;8;14;18;9;15;19;112
"150590 Porto de Moz";6;1;1;3;5;6;7;1;6;12;48
"150600 Prainha";10;1;1;6;-;3;8;3;7;10;49
"150610 Primavera";-;-;-;2;1;1;5;3;8;10;30
"150611 Quatipuru";-;-;-;-;-;1;4;-;7;5;17
"150613 Redenção";58;9;14;42;43;61;72;81;97;85;562
"150616 Rio Maria";2;-;1;3;7;5;6;9;9;12;54
"150618 Rondon do Pará";11;3;5;20;17;15;19;20;31;35;176
"150619 Rurópolis";7;-;3;8;7;5;3;10;19;11;73
"150620 Salinópolis";2;3;6;13;10;11;11;24;28;40;148
"150630 Salvaterra";7;2;-;4;1;9;7;13;17;17;77
"150635 Santa Bárbara do Pará";-;-;-;6;4;2;3;6;7;5;33
"150640 Santa Cruz do Arari";-;-;1;2;2;1;1;2;5;5;19
"150650 Santa Izabel do Pará";3;1;8;21;20;10;18;23;34;44;182
"150655 Santa Luzia do Pará";1;-;-;-;-;2;2;5;8;13;31
"150658 Santa Maria das Barreiras";1;2;2;6;10;6;10;5;8;5;55
"150660 Santa Maria do Pará";3;-;2;13;8;3;14;7;10;19;79
"150670 Santana do Araguaia";6;-;4;10;8;14;17;17;15;14;105
"150680 Santarém";147;34;42;106;100;117;175;241;289;339;1590
"150690 Santarém Novo";-;-;-;-;-;-;1;1;3;1;6
"150700 Santo Antônio do Tauá";2;2;-;4;5;4;7;12;17;21;74
"150710 São Caetano de Odivelas";1;-;-;-;3;4;7;6;16;20;57
"150715 São Domingos do Araguaia";-;-;2;5;4;4;8;6;9;15;53
"150720 São Domingos do Capim";2;1;-;6;1;7;6;7;13;20;63
"150730 São Félix do Xingu";11;-;3;18;27;23;15;14;22;14;147
"150740 São Francisco do Pará";-;1;2;3;5;1;3;3;13;16;47
"150745 São Geraldo do Araguaia";2;-;4;4;10;6;9;11;15;24;85
"150746 São João da Ponta";-;-;1;1;1;2;3;1;-;-;9
"150747 São João de Pirabas";2;-;-;7;5;1;4;3;8;19;49
"150750 São João do Araguaia";-;-;-;-;4;4;4;4;1;6;23
"150760 São Miguel do Guamá";7;3;3;17;16;12;7;19;25;35;144
"150770 São Sebastião da Boa Vista";7;1;1;5;2;1;2;4;3;2;28
"150775 Sapucaia";-;-;1;2;1;3;3;3;-;2;15
"150780 Senador José Porfírio";1;1;1;-;4;2;1;2;1;4;17
"150790 Soure";6;1;2;4;3;5;8;8;9;9;55
"150795 Tailândia";24;3;14;33;29;32;17;24;23;25;224
"150796 Terra Alta";-;-;-;-;2;-;3;3;2;5;15
"150797 Terra Santa";3;-;1;1;4;-;3;7;10;14;43
"150800 Tomé-Açu";15;3;6;10;14;19;17;31;28;37;180
"150803 Tracuateua";2;-;-;5;7;4;6;10;20;16;70
"150805 Trairão";5;1;2;4;3;11;7;4;5;8;50
"150808 Tucumã";15;-;4;13;17;14;18;16;24;17;138
"150810 Tucuruí";92;15;26;60;47;69;70;93;98;81;651
"150812 Ulianópolis";1;1;7;15;6;5;7;6;6;3;57
"150815 Uruará";7;3;6;20;13;7;11;13;19;21;120
"150820 Vigia";4;2;3;10;14;7;19;24;29;38;150
"150830 Viseu";6;2;2;6;6;11;15;13;15;19;95
"150835 Vitória do Xingu";1;-;-;1;2;-;1;-;2;2;9
"150840 Xinguara";9;1;4;9;11;8;23;20;28;22;135
"160010 Amapá";2;-;1;1;1;1;1;1;5;6;19
"160020 Calçoene";-;3;1;7;4;3;4;2;7;2;33
"160021 Cutias";1;1;-;1;-;-;-;1;2;-;6
"160023 Ferreira Gomes";-;-;-;3;-;4;1;1;-;2;11
"160025 Itaubal";-;-;-;2;1;1;-;3;-;-;7
"160027 Laranjal do Jari";17;3;8;9;14;14;9;13;17;12;116
"160030 Macapá";260;45;63;161;140;154;208;221;303;292;1847
"160040 Mazagão";2;-;1;1;2;2;2;2;3;3;18
"160050 Oiapoque";5;1;-;8;9;6;8;-;-;5;42
"160015 Pedra Branca do Amapari";2;-;1;1;2;3;2;-;-;1;12
"160053 Porto Grande";2;1;1;2;6;5;5;6;4;5;37
"160055 Pracuúba";-;-;1;-;-;-;-;-;-;1;2
"160060 Santana";27;4;11;22;23;15;27;33;57;62;281
"160005 Serra do Navio";-;-;-;1;-;-;1;-;1;-;3
"160070 Tartarugalzinho";-;2;-;3;5;1;2;1;2;1;17
"160080 Vitória do Jari";-;-;-;-;-;-;-;1;3;-;4
"170025 Abreulândia";-;1;-;-;-;1;-;2;-;-;4
"170030 Aguiarnópolis";-;-;-;2;-;-;-;-;5;4;11
"170035 Aliança do Tocantins";-;1;-;1;3;1;2;3;6;4;21
"170040 Almas";1;-;-;3;1;3;3;6;6;5;28
"170070 Alvorada";-;-;2;3;-;3;2;6;2;4;22
"170100 Ananás";1;-;-;-;-;-;1;4;7;9;22
"170105 Angico";-;-;-;1;-;1;-;1;1;5;9
"170110 Aparecida do Rio Negro";-;-;1;1;2;3;-;-;4;3;14
"170130 Aragominas";-;-;2;2;-;-;2;2;3;2;13
"170190 Araguacema";1;-;-;-;2;1;2;1;3;6;16
"170200 Araguaçu";-;-;-;1;3;1;3;9;9;7;33
"170210 Araguaína";108;13;35;84;113;133;196;243;281;261;1467
"170215 Araguanã";-;-;-;2;1;-;-;1;3;4;11
"170220 Araguatins";4;1;2;5;8;9;10;7;12;16;74
"170230 Arapoema";-;-;-;1;1;1;2;4;2;6;17
"170240 Arraias";-;-;-;3;4;9;2;5;11;11;45
"170255 Augustinópolis";19;3;7;13;13;23;20;52;59;59;268
"170270 Aurora do Tocantins";-;-;-;1;-;1;3;-;2;1;8
"170290 Axixá do Tocantins";1;-;-;1;1;1;5;3;9;4;25
"170300 Babaçulândia";-;1;1;-;-;3;3;4;3;4;19
"170305 Bandeirantes do Tocantins";-;-;2;-;1;-;-;-;1;-;4
"170307 Barra do Ouro";1;-;1;1;1;2;-;-;1;-;7
"170310 Barrolândia";1;-;3;2;3;4;3;3;2;2;23
"170320 Bernardo Sayão";-;-;1;1;2;-;1;3;2;2;12
"170330 Bom Jesus do Tocantins";-;-;-;1;1;-;2;-;1;2;7
"170360 Brasilândia do Tocantins";-;-;-;-;-;2;-;1;1;3;7
"170370 Brejinho de Nazaré";-;-;1;-;2;4;2;3;1;5;18
"170380 Buriti do Tocantins";-;-;-;1;2;1;2;3;9;14;32
"170382 Cachoeirinha";-;-;-;1;-;-;-;-;-;-;1
"170384 Campos Lindos";-;1;-;2;1;1;4;1;1;4;15
"170386 Cariri do Tocantins";-;1;1;3;1;-;1;-;2;2;11
"170388 Carmolândia";-;1;-;-;1;-;-;1;3;1;7
"170389 Carrasco Bonito";-;-;-;-;2;1;2;-;6;3;14
"170390 Caseara";-;-;1;2;-;2;2;2;1;5;15
"170410 Centenário";1;-;-;1;-;-;3;1;1;2;9
"170510 Chapada da Natividade";2;-;-;-;3;1;-;2;1;1;10
"170460 Chapada de Areia";-;-;-;-;-;-;-;-;2;1;3
"170550 Colinas do Tocantins";3;1;-;13;5;8;12;19;21;37;119
"171670 Colméia";1;1;2;3;6;2;-;2;5;9;31
"170555 Combinado";-;-;-;2;-;1;4;1;1;2;11
"170560 Conceição do Tocantins";-;-;1;-;-;-;1;1;-;1;4
"170600 Couto Magalhães";-;2;-;1;-;1;1;1;1;-;7
"170610 Cristalândia";-;-;-;2;-;3;1;2;6;11;25
"170625 Crixás do Tocantins";-;-;-;3;-;1;1;1;2;1;9
"170650 Darcinópolis";-;-;-;2;4;1;2;3;5;6;23
"170700 Dianópolis";6;-;1;3;5;8;5;10;13;21;72
"170710 Divinópolis do Tocantins";-;-;2;2;1;-;-;3;3;6;17
"170720 Dois Irmãos do Tocantins";-;-;-;1;4;2;-;2;4;7;20
"170730 Dueré";-;-;1;2;1;4;2;1;3;2;16
"170740 Esperantina";-;1;-;-;2;3;1;2;7;7;23
"170755 Fátima";-;-;1;-;1;-;1;2;1;5;11
"170765 Figueirópolis";-;-;-;1;-;1;1;4;5;2;14
"170770 Filadélfia";-;-;1;-;-;3;5;2;4;1;16
"170820 Formoso do Araguaia";-;1;-;-;3;3;6;3;6;14;36
"170825 Fortaleza do Tabocão";2;-;-;1;-;1;1;1;2;1;9
"170830 Goianorte";-;-;-;4;1;-;-;2;1;2;10
"170900 Goiatins";3;2;1;-;5;6;2;5;2;5;31
"170930 Guaraí";6;3;2;10;9;10;5;10;15;30;100
"170950 Gurupi";25;3;15;35;41;45;51;85;106;136;542
"170980 Ipueiras";-;-;-;-;-;1;1;-;1;1;4
"171050 Itacajá";5;-;2;2;3;-;3;3;3;6;27
"171070 Itaguatins";-;-;-;-;1;-;2;1;3;4;11
"171090 Itapiratins";1;-;1;-;1;1;-;-;1;4;9
"171110 Itaporã do Tocantins";-;-;-;-;1;-;-;2;1;2;6
"171150 Jaú do Tocantins";-;-;-;-;-;1;1;1;-;2;5
"171180 Juarina";-;-;1;1;-;-;-;-;1;2;5
"171190 Lagoa da Confusão";1;1;1;3;4;1;3;1;3;4;22
"171195 Lagoa do Tocantins";-;1;-;-;-;-;1;-;-;-;2
"171200 Lajeado";-;-;-;-;1;2;-;1;2;2;8
"171240 Lizarda";-;-;-;1;-;-;-;2;-;1;4
"171245 Luzinópolis";-;-;-;-;-;-;-;1;3;-;4
"171250 Marianópolis do Tocantins";-;-;-;2;-;1;-;-;4;3;10
"171270 Mateiros";-;1;-;-;2;-;1;2;-;2;8
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;1;2;6;9
"171320 Miracema do Tocantins";8;-;1;8;7;7;17;14;11;22;95
"171330 Miranorte";1;1;1;5;4;4;1;8;14;12;51
"171360 Monte do Carmo";2;-;1;-;1;2;3;2;1;3;15
"171370 Monte Santo do Tocantins";-;-;-;1;-;-;1;-;-;1;3
"171395 Muricilândia";-;-;-;-;1;-;-;1;-;1;3
"171420 Natividade";1;1;1;1;4;3;4;5;4;11;35
"171430 Nazaré";-;-;-;-;-;-;1;-;2;4;7
"171488 Nova Olinda";-;1;1;-;2;4;5;3;8;11;35
"171500 Nova Rosalândia";-;-;-;2;1;-;1;1;2;3;10
"171510 Novo Acordo";-;-;-;-;-;-;-;-;1;-;1
"171515 Novo Alegre";-;-;-;-;-;-;1;4;-;-;5
