 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:2012
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110026 Rio Crespo";-;-;-;-;1;1;1;1;2;1;7
"110028 Rolim de Moura";3;2;3;6;17;13;24;29;54;50;201
"110029 Santa Luzia D'Oeste";-;-;-;2;3;2;5;6;7;1;26
"110148 São Felipe D'Oeste";-;-;-;-;2;-;-;-;-;-;2
"110149 São Francisco do Guaporé";-;1;1;8;2;3;5;-;7;4;31
"110032 São Miguel do Guaporé";2;-;1;2;5;4;3;17;12;10;56
"110150 Seringueiras";-;-;1;1;4;5;1;6;2;6;26
"110155 Teixeirópolis";-;-;-;-;1;1;2;1;-;1;6
"110160 Theobroma";-;-;-;-;2;2;2;4;2;6;18
"110170 Urupá";-;1;1;2;2;3;6;4;6;2;27
"110175 Vale do Anari";-;-;1;5;1;7;5;-;2;3;24
"110180 Vale do Paraíso";-;-;-;-;-;-;-;4;5;-;9
"110030 Vilhena";26;3;3;35;47;46;57;75;100;95;487
"120001 Acrelândia";2;-;-;4;2;4;3;4;5;3;27
"120005 Assis Brasil";1;-;-;-;-;1;-;3;1;10;16
"120010 Brasiléia";7;1;-;7;9;7;2;12;21;21;87
"120013 Bujari";-;1;1;2;2;2;2;2;4;2;18
"120017 Capixaba";1;-;2;3;2;1;3;1;1;2;16
"120020 Cruzeiro do Sul";37;6;7;29;33;28;42;41;65;97;385
"120025 Epitaciolândia";1;1;1;1;3;4;-;1;1;6;19
"120030 Feijó";11;5;2;4;7;-;8;8;8;22;75
"120032 Jordão";9;5;1;5;5;-;1;2;1;-;29
"120033 Mâncio Lima";1;-;1;2;1;-;7;4;5;3;24
"120034 Manoel Urbano";4;1;1;3;1;1;-;1;3;2;17
"120035 Marechal Thaumaturgo";3;2;-;1;-;1;1;1;1;1;11
"120038 Plácido de Castro";-;2;1;2;1;3;4;3;4;4;24
"120080 Porto Acre";-;-;3;1;3;1;5;4;4;3;24
"120039 Porto Walter";3;1;1;-;-;2;1;1;1;1;11
"120040 Rio Branco";169;22;45;161;150;189;285;354;362;460;2197
"120042 Rodrigues Alves";2;-;-;-;1;-;-;1;2;3;9
"120043 Santa Rosa do Purus";5;-;1;1;-;-;-;1;-;1;9
"120050 Sena Madureira";9;-;4;6;8;3;11;17;14;20;92
"120045 Senador Guiomard";-;2;1;2;3;1;8;7;7;10;41
"120060 Tarauacá";23;2;3;14;13;5;3;4;10;20;97
"120070 Xapuri";1;1;3;-;1;3;6;7;11;17;50
"130002 Alvarães";4;-;1;1;-;3;3;1;2;5;20
"130006 Amaturá";5;1;-;3;4;-;1;1;2;4;21
"130008 Anamã";1;1;-;1;3;3;5;3;2;4;23
"130010 Anori";3;1;-;4;-;5;6;2;9;13;43
"130014 Apuí";5;-;1;5;7;4;9;4;9;8;52
"130020 Atalaia do Norte";6;5;1;1;4;-;1;2;3;5;28
"130030 Autazes";5;2;4;5;-;8;6;8;14;25;77
"130040 Barcelos";16;1;-;3;4;3;2;4;8;12;53
"130050 Barreirinha";4;2;2;1;5;5;6;7;11;28;71
"130060 Benjamin Constant";22;4;7;6;6;6;7;10;22;21;111
"130063 Beruri";3;1;1;1;-;2;4;2;4;6;24
"130068 Boa Vista do Ramos";-;2;1;2;4;3;2;4;7;16;41
"130070 Boca do Acre";6;1;2;9;8;10;3;7;11;17;74
"130080 Borba";5;6;3;3;2;6;3;11;19;22;80
"130083 Caapiranga";-;1;-;2;2;2;4;5;2;2;20
"130090 Canutama";1;-;-;-;3;3;2;5;6;5;25
"130100 Carauari";22;2;2;5;7;14;4;7;20;17;100
"130110 Careiro";4;1;2;3;4;5;4;5;7;18;53
"130115 Careiro da Várzea";1;1;-;-;-;2;2;1;3;10;20
"130120 Coari";16;2;4;18;18;16;13;21;45;51;204
"130130 Codajás";6;-;-;3;1;3;1;8;6;10;38
"130140 Eirunepé";32;14;5;11;10;6;5;7;17;15;122
"130150 Envira";6;3;1;2;4;2;-;-;5;6;29
"130160 Fonte Boa";8;2;1;1;2;2;2;3;5;8;34
"130165 Guajará";3;1;-;2;3;5;3;2;3;5;27
"130170 Humaitá";4;-;1;12;7;7;14;24;21;30;120
"130180 Ipixuna";1;-;2;1;-;2;1;2;3;-;12
"130185 Iranduba";2;1;4;9;8;13;7;9;9;14;76
"130190 Itacoatiara";17;2;6;18;22;19;32;28;55;71;270
"130195 Itamarati";3;-;1;2;-;2;2;-;5;3;18
"130200 Itapiranga";4;-;1;1;2;1;1;6;5;10;31
"130210 Japurá";3;-;-;1;-;1;1;-;1;2;9
"130220 Juruá";3;-;1;1;1;1;1;4;5;3;20
"130230 Jutaí";7;6;1;5;1;3;3;2;4;10;42
"130240 Lábrea";18;3;1;1;9;11;10;17;21;23;114
"130250 Manacapuru";14;4;6;21;11;15;17;27;49;62;226
"130255 Manaquiri";-;1;1;2;1;2;2;7;3;15;34
"130260 Manaus";689;121;312;914;818;901;1278;1469;1654;1826;9982
"130270 Manicoré";10;1;2;4;9;10;8;12;22;36;114
"130280 Maraã";3;3;1;1;2;-;1;2;5;2;20
"130290 Maués";21;5;9;11;7;8;12;19;25;58;175
"130300 Nhamundá";1;-;-;1;3;7;2;7;13;13;47
"130310 Nova Olinda do Norte";7;2;3;3;7;5;6;4;11;26;74
"130320 Novo Airão";1;-;2;4;1;4;5;4;6;5;32
"130330 Novo Aripuanã";4;2;-;4;4;3;4;4;10;7;42
"130340 Parintins";33;8;11;10;15;17;32;50;66;110;352
"130350 Pauini";5;-;-;1;1;1;1;4;4;1;18
"130353 Presidente Figueiredo";-;4;4;4;5;13;9;9;11;4;63
"130356 Rio Preto da Eva";4;-;3;7;5;10;2;4;10;5;50
"130360 Santa Isabel do Rio Negro";9;3;1;2;1;2;4;3;12;6;43
"130370 Santo Antônio do Içá";22;1;2;2;1;4;4;4;7;17;64
"130380 São Gabriel da Cachoeira";30;11;9;19;12;15;19;13;24;35;187
"130390 São Paulo de Olivença";33;7;5;6;8;12;5;5;9;14;104
"130395 São Sebastião do Uatumã";2;-;-;-;1;-;-;1;1;9;14
"130400 Silves";2;-;-;1;1;4;1;2;3;8;22
"130406 Tabatinga";38;10;8;23;22;12;19;21;29;29;211
"130410 Tapauá";7;5;2;2;3;1;4;2;5;12;43
"130420 Tefé";38;9;11;10;10;17;13;29;23;53;213
"130423 Tonantins";5;1;-;-;-;2;2;4;6;3;23
"130426 Uarini";6;1;1;-;1;3;2;2;9;4;29
"130430 Urucará";3;-;2;4;5;2;4;3;10;10;43
"130440 Urucurituba";1;1;1;-;1;1;3;2;4;11;25
"140005 Alto Alegre";12;5;3;10;6;4;2;5;5;3;55
"140002 Amajari";8;6;1;3;3;5;1;3;2;3;35
"140010 Boa Vista";126;25;40;121;98;114;153;187;234;249;1347
"140015 Bonfim";-;3;3;1;2;-;1;2;-;2;14
"140017 Cantá";1;-;4;5;6;2;4;4;1;2;29
"140020 Caracaraí";40;3;1;3;2;6;6;6;3;9;79
"140023 Caroebe";-;-;2;3;-;2;3;-;4;2;16
"140028 Iracema";1;-;-;-;1;3;1;3;-;2;11
"140030 Mucajaí";1;-;3;5;4;4;5;4;3;3;32
"140040 Normandia";-;-;1;2;-;1;1;2;-;2;9
"140045 Pacaraima";-;2;-;2;1;-;1;-;1;2;9
"140047 Rorainópolis";2;2;3;11;8;8;7;6;6;12;65
"140050 São João da Baliza";2;1;-;1;1;2;2;5;3;5;22
"140060 São Luiz";-;-;-;-;2;1;2;1;2;1;9
"140070 Uiramutã";2;1;-;-;-;-;-;-;-;1;4
"150010 Abaetetuba";23;4;12;30;35;33;25;44;61;112;379
"150013 Abel Figueiredo";-;-;-;5;3;1;3;1;4;6;23
"150020 Acará";1;3;6;9;11;7;4;14;16;17;88
"150030 Afuá";6;2;3;6;3;2;3;3;5;9;42
"150034 Água Azul do Norte";-;1;-;4;3;2;7;6;4;2;29
"150040 Alenquer";26;3;2;11;12;11;12;25;45;47;194
"150050 Almeirim";10;6;3;7;8;5;7;5;12;27;90
"150060 Altamira";70;7;28;70;78;59;78;93;91;112;686
"150070 Anajás";6;3;-;4;2;3;1;10;9;6;44
"150080 Ananindeua";65;24;171;394;235;168;204;233;241;278;2013
"150085 Anapu";5;2;2;6;10;3;7;8;9;3;55
"150090 Augusto Corrêa";2;-;3;3;9;7;5;8;18;19;74
"150095 Aurora do Pará";1;-;1;3;1;2;3;4;9;14;38
"150100 Aveiro";-;-;2;4;-;1;5;2;5;7;26
"150110 Bagre";-;-;1;2;1;3;-;3;6;4;20
"150120 Baião";5;1;1;8;5;2;2;8;8;18;58
"150125 Bannach";-;-;-;2;2;1;-;-;1;1;7
"150130 Barcarena";5;4;14;32;20;20;24;28;25;46;218
"150140 Belém";822;171;287;717;775;1027;1500;1942;2253;2607;12101
"150145 Belterra";-;-;-;1;-;2;4;5;10;14;36
"150150 Benevides";3;1;6;11;16;12;16;13;24;35;137
"150157 Bom Jesus do Tocantins";3;-;-;8;4;6;7;4;5;6;43
"150160 Bonito";-;1;-;4;1;-;-;-;-;-;6
"150170 Bragança";70;9;11;33;47;41;69;106;127;153;666
"150172 Brasil Novo";2;-;1;8;4;1;5;8;7;11;47
"150175 Brejo Grande do Araguaia";-;-;1;2;-;3;4;4;2;6;22
"150178 Breu Branco";2;2;3;10;11;4;8;8;10;16;74
"150180 Breves";73;15;9;20;18;15;30;46;58;91;375
"150190 Bujaru";1;3;1;4;4;4;1;7;11;15;51
"150200 Cachoeira do Arari";3;-;1;1;1;3;2;5;11;9;36
"150195 Cachoeira do Piriá";-;-;2;5;5;4;5;4;4;6;35
"150210 Cametá";46;9;11;19;17;28;22;48;69;113;382
"150215 Canaã dos Carajás";7;3;5;14;9;10;5;8;8;15;84
"150220 Capanema";28;4;5;24;27;26;43;66;91;95;409
"150230 Capitão Poço";4;1;3;10;10;5;11;22;32;30;128
"150240 Castanhal";38;6;24;77;49;81;104;147;163;159;848
"150250 Chaves";-;-;1;1;-;3;1;-;4;4;14
"150260 Colares";-;-;1;1;1;-;2;4;9;9;27
"150270 Conceição do Araguaia";8;1;5;8;11;12;15;33;37;47;177
"150275 Concórdia do Pará";7;2;2;11;5;5;7;8;17;25;89
"150276 Cumaru do Norte";3;3;-;3;3;4;-;5;3;2;26
"150277 Curionópolis";6;-;6;13;5;10;16;11;19;15;101
"150280 Curralinho";6;3;-;4;-;1;1;5;2;9;31
"150285 Curuá";-;1;-;2;-;4;4;1;10;11;33
"150290 Curuçá";1;2;3;5;6;3;7;13;19;39;98
"150293 Dom Eliseu";2;-;2;16;15;11;16;14;16;12;104
"150295 Eldorado do Carajás";6;2;2;15;14;8;17;22;21;19;126
"150300 Faro";2;-;2;-;-;-;1;2;5;9;21
"150304 Floresta do Araguaia";2;2;1;8;5;7;2;3;9;10;49
"150307 Garrafão do Norte";-;-;-;9;9;8;-;11;14;13;64
"150309 Goianésia do Pará";2;3;5;19;10;13;12;15;14;12;105
"150310 Gurupá";4;3;1;1;1;1;4;6;5;9;35
"150320 Igarapé-Açu";2;-;-;6;3;16;10;15;16;44;112
"150330 Igarapé-Miri";7;3;9;16;11;6;10;17;21;40;140
"150340 Inhangapi";-;-;1;2;1;3;-;3;3;8;21
"150345 Ipixuna do Pará";4;4;-;7;9;9;9;7;12;15;76
"150350 Irituia";1;-;4;2;2;6;6;5;12;32;70
"150360 Itaituba";38;1;7;44;29;42;56;55;76;84;432
"150370 Itupiranga";5;1;3;18;13;11;20;29;35;32;167
"150375 Jacareacanga";9;2;2;-;9;4;4;4;5;10;49
"150380 Jacundá";8;1;1;12;17;17;15;16;32;33;152
"150390 Juruti";15;4;-;3;-;1;5;9;10;16;63
"150400 Limoeiro do Ajuru";8;2;1;1;4;3;-;6;8;17;50
"150405 Mãe do Rio";5;1;1;7;6;11;13;12;19;48;123
"150410 Magalhães Barata";-;-;-;3;1;2;-;6;2;13;27
"150420 Marabá";96;19;62;187;143;119;175;160;196;162;1319
"150430 Maracanã";-;-;1;3;3;5;5;11;11;36;75
"150440 Marapanim";1;1;1;4;3;4;6;13;18;24;75
"150442 Marituba";16;6;31;56;22;26;40;46;69;67;379
"150445 Medicilândia";3;-;4;5;6;6;7;7;10;11;59
"150450 Melgaço";3;-;-;2;1;1;1;1;1;3;13
"150460 Mocajuba";4;1;2;5;2;2;4;6;12;17;55
"150470 Moju";6;4;14;19;10;16;13;6;15;8;111
"150480 Monte Alegre";19;3;1;5;8;12;16;21;34;48;167
"150490 Muaná";10;3;3;2;5;6;9;8;8;12;66
"150495 Nova Esperança do Piriá";4;2;2;4;6;7;3;5;4;11;48
"150497 Nova Ipixuna";1;-;2;5;9;3;1;3;5;6;35
"150500 Nova Timboteua";-;-;-;-;1;2;5;8;7;22;45
"150503 Novo Progresso";8;3;2;9;12;17;15;15;10;5;96
"150506 Novo Repartimento";5;-;6;24;20;11;7;13;17;6;109
"150510 Óbidos";13;-;3;9;10;15;11;29;36;41;167
"150520 Oeiras do Pará";10;2;1;1;1;1;2;6;6;18;48
"150530 Oriximiná";28;3;-;9;8;9;11;33;36;65;202
"150540 Ourém";-;-;2;6;2;2;2;3;5;10;32
"150543 Ourilândia do Norte";9;2;3;8;10;13;9;8;16;10;88
"150548 Pacajá";6;1;5;15;12;11;10;15;10;19;104
"150549 Palestina do Pará";-;1;-;4;3;3;4;6;7;8;36
"150550 Paragominas";21;3;11;47;30;28;36;35;47;30;288
"150553 Parauapebas";45;10;33;107;74;52;55;54;70;60;560
"150555 Pau D'Arco";1;2;-;-;1;-;1;3;3;7;18
"150560 Peixe-Boi";-;-;3;-;1;1;2;3;5;3;18
"150563 Piçarra";2;-;1;3;2;2;1;8;2;1;22
"150565 Placas";2;-;2;8;4;7;3;3;1;7;37
"150570 Ponta de Pedras";5;-;1;2;5;1;3;4;9;15;45
"150580 Portel";5;8;8;9;10;7;9;12;10;26;104
"150590 Porto de Moz";6;3;1;6;4;3;3;6;11;16;59
"150600 Prainha";11;-;1;3;5;4;3;5;7;20;59
"150610 Primavera";-;-;-;-;2;-;1;3;4;8;18
"150611 Quatipuru";1;-;-;3;1;2;2;4;5;6;24
"150613 Redenção";58;10;22;38;68;63;85;85;101;79;609
"150616 Rio Maria";2;-;3;5;9;3;5;5;12;18;62
"150618 Rondon do Pará";6;-;7;19;17;20;14;23;28;31;165
"150619 Rurópolis";7;-;3;4;7;1;8;18;17;20;85
"150620 Salinópolis";4;-;4;7;11;12;12;12;23;37;122
"150630 Salvaterra";6;-;1;4;3;5;9;12;19;27;86
"150635 Santa Bárbara do Pará";-;1;-;-;2;2;4;5;7;13;34
"150640 Santa Cruz do Arari";-;-;-;-;1;2;1;3;6;4;17
"150650 Santa Izabel do Pará";3;4;10;22;10;21;29;34;27;46;206
"150655 Santa Luzia do Pará";1;1;1;1;6;6;3;8;10;11;48
"150658 Santa Maria das Barreiras";1;2;3;6;13;6;8;5;7;5;56
"150660 Santa Maria do Pará";1;2;6;6;10;4;7;9;22;21;88
"150670 Santana do Araguaia";2;-;4;13;8;13;11;20;17;14;102
"150680 Santarém";148;13;35;96;96;115;159;242;317;342;1563
"150690 Santarém Novo";-;-;-;1;-;1;-;3;2;3;10
"150700 Santo Antônio do Tauá";1;1;3;2;7;4;9;16;22;10;75
"150710 São Caetano de Odivelas";1;-;1;10;3;3;3;7;12;9;49
"150715 São Domingos do Araguaia";-;2;1;6;6;7;7;14;16;11;70
"150720 São Domingos do Capim";2;1;-;3;4;4;6;9;9;20;58
"150730 São Félix do Xingu";16;2;7;17;19;21;19;15;18;16;150
"150740 São Francisco do Pará";-;-;1;3;-;7;4;3;5;11;34
"150745 São Geraldo do Araguaia";3;1;2;9;6;8;10;17;11;20;87
"150746 São João da Ponta";-;1;-;1;-;1;-;2;3;7;15
"150747 São João de Pirabas";1;-;3;4;3;4;5;5;17;18;60
"150750 São João do Araguaia";-;-;1;6;5;1;1;1;9;8;32
"150760 São Miguel do Guamá";4;1;6;21;12;9;11;16;24;42;146
"150770 São Sebastião da Boa Vista";5;2;1;1;2;2;1;3;8;6;31
"150775 Sapucaia";1;-;-;2;1;-;4;4;1;2;15
"150780 Senador José Porfírio";4;1;-;5;4;2;5;3;3;2;29
"150790 Soure";9;1;1;1;5;6;1;6;11;7;48
"150795 Tailândia";13;2;9;35;30;20;23;30;21;21;204
"150796 Terra Alta";-;-;4;1;1;4;2;1;5;10;28
"150797 Terra Santa";2;1;-;1;1;2;1;3;12;15;38
"150800 Tomé-Açu";20;4;7;27;20;14;19;26;23;38;198
"150803 Tracuateua";-;1;-;4;3;6;6;3;15;25;63
"150805 Trairão";4;-;2;5;5;2;2;10;6;5;41
"150808 Tucumã";12;1;5;9;13;12;20;19;14;15;120
"150810 Tucuruí";80;12;13;49;49;40;62;75;99;99;578
"150812 Ulianópolis";5;-;4;13;15;7;7;8;7;4;70
"150815 Uruará";8;2;3;23;11;8;10;12;15;14;106
"150820 Vigia";4;-;2;21;11;7;13;16;33;44;151
"150830 Viseu";5;-;1;12;7;9;10;8;27;31;110
"150835 Vitória do Xingu";1;-;1;4;1;3;2;6;6;6;30
"150840 Xinguara";8;1;3;11;13;20;11;18;19;30;134
"160010 Amapá";1;-;-;1;4;1;5;1;2;4;19
"160020 Calçoene";2;1;-;2;1;5;3;2;1;1;18
"160021 Cutias";-;-;-;-;-;1;2;2;3;1;9
"160023 Ferreira Gomes";-;-;4;-;1;-;1;1;1;-;8
"160025 Itaubal";-;-;-;-;2;-;-;-;1;-;3
"160027 Laranjal do Jari";24;2;6;12;8;9;8;16;15;20;120
"160030 Macapá";259;27;76;163;125;179;241;282;263;307;1922
"160040 Mazagão";-;3;-;1;3;1;-;4;3;1;16
"160050 Oiapoque";6;2;-;6;6;11;5;7;4;4;51
"160015 Pedra Branca do Amapari";3;-;1;9;2;4;-;3;-;5;27
"160053 Porto Grande";2;-;2;7;5;3;3;5;2;4;33
"160055 Pracuúba";-;-;-;-;1;-;-;-;1;-;2
"160060 Santana";31;1;15;25;23;11;32;35;64;71;308
"160005 Serra do Navio";-;-;-;-;-;-;-;-;-;2;2
"160070 Tartarugalzinho";1;-;1;3;4;1;-;2;1;1;14
"160080 Vitória do Jari";-;-;2;2;2;2;2;1;1;-;12
"160000 Município ignorado - AP";-;-;-;-;1;-;-;-;-;-;1
"170025 Abreulândia";-;-;-;-;1;-;-;-;-;-;1
"170030 Aguiarnópolis";3;-;-;1;-;2;-;2;-;4;12
"170035 Aliança do Tocantins";1;-;-;1;5;2;1;4;3;1;18
"170040 Almas";1;-;1;1;-;2;2;5;4;8;24
"170070 Alvorada";1;-;1;-;1;-;4;5;8;10;30
"170100 Ananás";-;-;2;2;2;-;2;1;9;4;22
"170105 Angico";-;-;1;1;-;1;-;-;1;2;6
"170110 Aparecida do Rio Negro";1;1;2;-;1;1;1;1;-;2;10
"170130 Aragominas";1;-;1;1;2;2;-;3;1;1;12
"170190 Araguacema";3;-;1;2;2;-;1;-;2;9;20
"170200 Araguaçu";-;1;-;1;6;3;4;5;4;8;32
"170210 Araguaína";89;9;31;94;113;130;200;269;309;309;1553
"170215 Araguanã";1;-;-;-;1;3;1;2;4;1;13
"170220 Araguatins";-;1;-;2;11;8;8;8;13;15;66
"170230 Arapoema";-;-;2;-;4;1;1;1;9;3;21
"170240 Arraias";2;-;3;2;4;4;9;4;4;15;47
"170255 Augustinópolis";11;2;3;12;3;10;22;40;63;51;217
"170270 Aurora do Tocantins";1;-;1;-;-;1;1;-;3;2;9
"170290 Axixá do Tocantins";1;-;2;4;1;1;2;5;6;8;30
"170300 Babaçulândia";-;-;1;2;3;2;3;2;4;7;24
"170305 Bandeirantes do Tocantins";-;-;-;-;-;2;-;1;-;1;4
"170307 Barra do Ouro";-;-;1;1;2;-;1;3;1;1;10
"170310 Barrolândia";-;-;-;-;1;2;3;6;3;5;20
"170320 Bernardo Sayão";-;1;-;1;1;-;1;1;1;-;6
"170330 Bom Jesus do Tocantins";-;-;-;1;1;-;-;1;-;1;4
"170360 Brasilândia do Tocantins";-;-;-;-;-;-;1;-;2;2;5
"170370 Brejinho de Nazaré";-;-;-;2;1;5;1;1;5;4;19
"170380 Buriti do Tocantins";-;-;-;-;-;1;4;2;2;5;14
"170382 Cachoeirinha";-;-;-;2;-;-;1;-;3;1;7
"170384 Campos Lindos";-;-;-;4;-;1;2;3;4;7;21
"170386 Cariri do Tocantins";-;-;-;1;6;2;1;1;1;3;15
"170388 Carmolândia";-;-;1;1;1;3;-;-;1;-;7
"170389 Carrasco Bonito";-;-;-;-;-;1;-;-;2;3;6
"170390 Caseara";-;-;-;1;1;2;3;1;1;1;10
"170410 Centenário";-;-;-;1;-;1;-;1;1;4;8
"170510 Chapada da Natividade";-;-;1;1;1;1;1;-;3;3;11
"170460 Chapada de Areia";-;-;1;-;-;-;1;-;-;1;3
"170550 Colinas do Tocantins";5;1;2;10;15;12;10;16;18;26;115
"171670 Colméia";-;2;1;1;2;-;3;7;5;8;29
"170555 Combinado";-;-;-;-;2;-;1;2;1;4;10
"170560 Conceição do Tocantins";-;-;-;1;2;-;2;1;1;-;7
"170600 Couto Magalhães";-;-;-;-;-;-;3;2;2;2;9
"170610 Cristalândia";-;-;1;2;3;6;2;1;5;18;38
"170625 Crixás do Tocantins";-;-;-;-;1;1;-;-;1;-;3
"170650 Darcinópolis";-;-;-;1;2;1;2;4;4;-;14
"170700 Dianópolis";2;-;1;4;7;4;5;15;17;24;79
"170710 Divinópolis do Tocantins";1;-;1;-;-;2;2;4;8;5;23
"170720 Dois Irmãos do Tocantins";-;-;-;2;-;3;-;2;4;3;14
"170730 Dueré";-;-;-;2;2;1;-;-;-;1;6
"170740 Esperantina";-;-;-;-;-;-;3;5;4;6;18
"170755 Fátima";-;-;1;-;1;-;1;-;-;1;4
"170765 Figueirópolis";-;-;-;2;-;-;2;5;1;2;12
"170770 Filadélfia";-;-;1;1;-;5;5;3;6;9;30
"170820 Formoso do Araguaia";-;1;3;7;1;3;3;5;4;8;35
"170825 Fortaleza do Tabocão";-;-;-;2;3;1;1;1;2;1;11
"170830 Goianorte";-;-;-;-;-;-;-;3;2;4;9
"170900 Goiatins";3;-;-;1;1;2;-;6;4;8;25
"170930 Guaraí";7;-;2;6;10;10;9;19;23;33;119
"170950 Gurupi";30;7;20;53;42;42;54;82;93;152;575
"170980 Ipueiras";-;-;-;-;-;-;-;-;1;1;2
"171050 Itacajá";2;-;1;1;1;1;1;2;7;11;27
"171070 Itaguatins";-;-;-;-;2;2;-;1;2;6;13
"171090 Itapiratins";-;-;-;-;-;2;1;-;1;1;5
"171110 Itaporã do Tocantins";-;-;-;-;-;1;1;-;1;-;3
"171150 Jaú do Tocantins";1;-;-;1;2;3;1;-;3;3;14
"171180 Juarina";-;-;-;1;-;1;-;-;4;1;7
"171190 Lagoa da Confusão";1;-;3;1;4;3;3;3;3;1;22
"171195 Lagoa do Tocantins";-;-;-;-;-;-;1;1;-;-;2
"171200 Lajeado";-;-;-;-;-;3;1;-;-;-;4
"171215 Lavandeira";-;-;-;-;-;1;-;1;1;1;4
"171240 Lizarda";-;-;1;-;1;1;-;-;1;4;8
"171245 Luzinópolis";-;-;-;-;1;-;1;1;2;2;7
"171250 Marianópolis do Tocantins";-;-;-;-;2;-;4;2;2;1;11
"171270 Mateiros";-;-;-;-;-;1;-;1;-;2;4
"171280 Maurilândia do Tocantins";1;-;-;-;1;2;-;-;4;5;13
"171320 Miracema do Tocantins";2;2;-;4;9;8;13;10;14;25;87
"171330 Miranorte";-;-;-;2;4;7;4;9;3;14;43
"171360 Monte do Carmo";1;-;-;-;-;1;-;4;4;2;12
"171370 Monte Santo do Tocantins";-;-;-;1;1;1;-;-;1;1;5
"171395 Muricilândia";-;-;-;-;-;-;-;1;1;1;3
"171420 Natividade";1;-;-;3;1;-;4;6;5;15;35
"171430 Nazaré";-;1;-;-;-;1;1;1;4;5;13
"171488 Nova Olinda";-;-;1;3;1;4;4;2;7;5;27
"171500 Nova Rosalândia";-;-;-;1;-;1;1;2;2;5;12
"171510 Novo Acordo";-;-;-;1;-;1;1;2;1;3;9
