 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:2003
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110160 Theobroma";1;1;-;4;2;1;2;3;6;2;22
"110170 Urupá";1;1;-;1;4;5;-;8;3;4;27
"110175 Vale do Anari";-;1;-;2;7;4;2;4;-;4;24
"110180 Vale do Paraíso";-;-;1;1;1;2;-;3;3;2;13
"110030 Vilhena";27;4;12;19;27;25;33;46;58;30;281
"120001 Acrelândia";-;1;1;-;2;3;1;-;1;-;9
"120005 Assis Brasil";-;-;1;1;-;-;2;1;1;1;7
"120010 Brasiléia";11;4;1;5;2;2;8;12;8;14;67
"120013 Bujari";1;-;-;1;1;-;-;-;-;-;3
"120017 Capixaba";-;-;-;-;1;-;-;-;1;-;2
"120020 Cruzeiro do Sul";47;6;9;27;21;26;27;31;45;55;294
"120025 Epitaciolândia";2;2;2;4;2;3;4;3;4;6;32
"120030 Feijó";17;2;1;5;4;5;10;7;11;16;78
"120033 Mâncio Lima";-;-;2;1;1;4;3;2;3;3;19
"120034 Manoel Urbano";1;2;1;1;1;1;1;-;-;1;9
"120035 Marechal Thaumaturgo";-;-;-;-;1;3;-;-;1;1;6
"120038 Plácido de Castro";1;1;-;2;3;1;5;2;5;5;25
"120080 Porto Acre";-;-;-;-;-;1;-;-;2;-;3
"120039 Porto Walter";3;2;1;1;-;-;-;2;2;-;11
"120040 Rio Branco";208;20;46;137;114;134;162;218;277;281;1597
"120042 Rodrigues Alves";1;1;-;1;2;1;1;-;2;2;11
"120043 Santa Rosa do Purus";2;-;-;-;-;-;-;-;-;-;2
"120050 Sena Madureira";8;3;4;5;3;6;5;13;11;19;77
"120045 Senador Guiomard";-;-;-;1;-;1;3;2;6;7;20
"120060 Tarauacá";26;6;5;7;7;7;8;14;22;23;125
"120070 Xapuri";1;1;2;3;1;5;5;3;5;7;33
"130002 Alvarães";7;-;-;1;1;2;-;2;2;1;16
"130006 Amaturá";2;1;-;2;1;2;1;1;2;1;13
"130008 Anamã";2;2;-;-;2;3;1;4;1;2;17
"130010 Anori";7;3;-;3;2;1;1;6;7;9;39
"130014 Apuí";4;1;-;1;2;3;3;5;2;1;22
"130020 Atalaia do Norte";13;3;7;1;2;1;2;4;3;-;36
"130030 Autazes";10;1;1;2;2;5;3;4;6;14;48
"130040 Barcelos";9;3;4;2;1;1;1;8;6;4;39
"130050 Barreirinha";9;3;1;3;1;5;-;4;4;10;40
"130060 Benjamin Constant";15;3;2;5;6;5;5;8;17;10;76
"130063 Beruri";3;1;-;1;2;2;1;3;2;8;23
"130068 Boa Vista do Ramos";8;3;-;2;1;2;2;1;8;10;37
"130070 Boca do Acre";-;-;-;3;2;2;5;6;10;9;37
"130080 Borba";10;2;1;2;8;-;5;5;9;19;61
"130083 Caapiranga";2;-;-;-;1;-;-;1;1;1;6
"130090 Canutama";5;-;3;2;2;4;2;3;5;3;29
"130100 Carauari";27;2;2;7;3;8;3;5;10;8;75
"130110 Careiro";3;3;-;5;6;5;2;5;6;6;41
"130115 Careiro da Várzea";4;2;3;-;2;5;3;4;5;3;31
"130120 Coari";48;6;5;11;7;13;9;17;27;30;173
"130130 Codajás";4;2;1;1;2;1;3;6;5;9;34
"130140 Eirunepé";25;10;6;10;6;4;5;9;12;12;99
"130150 Envira";10;4;2;1;3;2;1;2;4;7;36
"130160 Fonte Boa";14;4;8;4;2;6;3;5;6;11;63
"130165 Guajará";1;3;-;-;1;3;-;6;2;6;22
"130170 Humaitá";14;4;3;5;10;10;12;20;24;21;123
"130180 Ipixuna";8;2;-;3;1;5;2;3;1;8;33
"130185 Iranduba";4;10;1;5;4;5;6;8;5;14;62
"130190 Itacoatiara";21;7;6;19;13;26;26;31;47;39;235
"130195 Itamarati";12;2;1;3;-;-;2;-;1;4;25
"130200 Itapiranga";2;-;1;-;1;2;5;4;3;3;21
"130210 Japurá";5;1;-;-;-;1;-;2;-;1;10
"130220 Juruá";1;-;1;1;-;1;1;1;-;1;7
"130230 Jutaí";1;3;-;-;1;-;2;2;4;4;17
"130240 Lábrea";3;4;2;5;3;4;2;9;13;9;54
"130250 Manacapuru";39;7;3;12;10;12;14;26;35;48;206
"130255 Manaquiri";-;3;-;1;1;2;1;5;1;6;20
"130260 Manaus";865;165;214;563;497;679;767;959;1103;1049;6861
"130270 Manicoré";10;2;1;1;1;8;7;7;10;17;64
"130280 Maraã";10;3;1;1;1;-;1;1;1;6;25
"130290 Maués";21;6;4;10;8;14;11;18;36;52;180
"130300 Nhamundá";7;1;1;2;1;1;4;4;10;13;44
"130310 Nova Olinda do Norte";9;2;-;1;1;3;2;4;7;18;47
"130320 Novo Airão";3;2;-;3;1;2;-;-;5;5;21
"130330 Novo Aripuanã";2;1;-;3;-;3;1;4;1;2;17
"130340 Parintins";52;12;8;14;15;16;18;38;56;72;301
"130350 Pauini";10;2;2;2;3;4;2;5;1;3;34
"130353 Presidente Figueiredo";2;-;-;3;4;2;8;3;6;4;32
"130356 Rio Preto da Eva";2;-;1;4;1;2;4;-;1;4;19
"130360 Santa Isabel do Rio Negro";14;4;2;2;4;1;3;5;6;6;47
"130370 Santo Antônio do Içá";7;1;3;3;4;3;6;5;4;7;43
"130380 São Gabriel da Cachoeira";30;16;8;12;7;10;13;11;18;16;141
"130390 São Paulo de Olivença";9;-;1;5;2;3;2;6;9;8;45
"130395 São Sebastião do Uatumã";5;1;-;-;4;-;1;1;2;1;15
"130400 Silves";4;2;-;-;-;-;1;3;6;6;22
"130406 Tabatinga";36;8;3;9;6;11;9;10;15;21;128
"130410 Tapauá";8;4;-;3;-;1;4;3;3;8;34
"130420 Tefé";26;4;-;9;4;13;8;6;12;13;95
"130423 Tonantins";9;2;1;-;-;1;-;2;2;5;22
"130426 Uarini";1;2;-;-;-;1;-;-;-;3;7
"130430 Urucará";5;1;-;-;2;1;1;2;3;10;25
"130440 Urucurituba";10;4;1;2;3;-;4;4;2;16;46
"140005 Alto Alegre";4;-;-;4;4;3;1;1;4;4;25
"140002 Amajari";1;-;-;-;1;1;1;2;1;-;7
"140010 Boa Vista";113;22;39;100;83;114;114;130;140;126;981
"140015 Bonfim";6;2;3;3;2;3;-;5;4;7;35
"140017 Cantá";2;-;1;-;5;1;2;2;1;1;15
"140020 Caracaraí";1;2;1;6;2;3;5;1;1;4;26
"140023 Caroebe";1;1;-;1;-;3;2;3;1;2;14
"140028 Iracema";1;2;-;2;3;2;-;4;1;4;19
"140030 Mucajaí";1;-;3;5;6;8;5;6;8;2;44
"140040 Normandia";5;-;-;2;-;1;1;2;-;3;14
"140045 Pacaraima";6;1;2;-;1;3;2;3;4;-;22
"140047 Rorainópolis";6;-;-;1;-;3;7;4;3;1;25
"140050 São João da Baliza";-;-;1;-;1;1;1;2;-;1;7
"140060 São Luiz";-;-;-;3;-;3;-;1;1;1;9
"140070 Uiramutã";13;2;-;-;-;2;-;1;1;1;20
"150010 Abaetetuba";49;9;6;19;16;26;30;39;70;102;366
"150013 Abel Figueiredo";-;-;-;1;2;1;2;2;1;3;12
"150020 Acará";4;6;1;4;2;2;6;9;15;16;65
"150030 Afuá";2;1;-;1;-;2;-;1;1;4;12
"150034 Água Azul do Norte";-;-;1;1;3;5;5;1;2;-;18
"150040 Alenquer";3;-;6;2;6;10;15;15;39;42;138
"150050 Almeirim";30;3;3;10;2;9;13;9;9;10;98
"150060 Altamira";97;18;17;41;44;40;59;54;72;52;494
"150070 Anajás";8;8;-;4;6;1;2;1;10;4;44
"150080 Ananindeua";74;14;23;71;51;53;69;89;86;107;637
"150085 Anapu";8;3;1;7;8;2;4;2;3;3;41
"150090 Augusto Corrêa";3;1;3;1;-;5;7;7;17;9;53
"150095 Aurora do Pará";3;1;-;1;-;4;-;1;4;4;18
"150100 Aveiro";2;1;-;2;1;3;2;1;2;5;19
"150110 Bagre";5;5;-;2;1;1;2;5;6;9;36
"150120 Baião";9;1;2;1;-;3;3;3;2;5;29
"150125 Bannach";-;-;1;1;1;-;5;1;-;2;11
"150130 Barcarena";13;8;4;22;12;14;11;14;16;21;135
"150140 Belém";1162;205;308;661;649;867;1102;1471;1607;1589;9621
"150145 Belterra";2;-;-;1;-;-;4;4;5;6;22
"150150 Benevides";6;2;3;8;5;6;10;18;18;13;89
"150157 Bom Jesus do Tocantins";2;-;1;2;4;9;7;6;16;6;53
"150160 Bonito";-;-;-;-;1;-;-;-;-;-;1
"150170 Bragança";58;18;11;23;23;24;36;69;76;99;437
"150172 Brasil Novo";4;-;1;2;2;3;-;4;4;3;23
"150175 Brejo Grande do Araguaia";1;-;-;5;2;2;1;3;3;2;19
"150178 Breu Branco";-;3;3;9;7;5;4;10;7;8;56
"150180 Breves";52;14;6;8;10;10;15;19;24;51;209
"150190 Bujaru";9;2;-;-;3;3;4;9;12;13;55
"150200 Cachoeira do Arari";4;4;-;1;-;2;6;3;5;4;29
"150195 Cachoeira do Piriá";3;2;-;1;-;1;3;-;1;-;11
"150210 Cametá";55;17;2;8;4;13;20;20;29;35;203
"150215 Canaã dos Carajás";4;3;1;6;6;3;9;5;4;1;42
"150220 Capanema";47;4;7;6;7;13;28;26;51;57;246
"150230 Capitão Poço";4;3;2;6;9;10;11;13;19;26;103
"150240 Castanhal";29;6;11;32;28;46;63;92;134;131;572
"150250 Chaves";-;-;-;-;-;-;-;-;-;3;3
"150260 Colares";-;-;1;-;1;4;1;2;6;9;24
"150270 Conceição do Araguaia";8;3;1;3;9;9;4;16;27;14;94
"150275 Concórdia do Pará";4;9;4;3;3;7;10;10;15;22;87
"150276 Cumaru do Norte";3;-;1;1;1;3;4;-;1;-;14
"150277 Curionópolis";5;5;2;6;3;5;5;15;18;7;71
"150280 Curralinho";8;2;-;2;1;4;2;2;4;6;31
"150285 Curuá";5;1;-;1;-;-;-;2;1;5;15
"150290 Curuçá";1;1;-;2;1;4;1;8;7;8;33
"150293 Dom Eliseu";16;2;4;18;13;10;11;12;13;8;107
"150295 Eldorado do Carajás";15;2;3;10;10;4;6;10;11;6;77
"150300 Faro";7;-;3;1;1;-;2;3;2;7;26
"150304 Floresta do Araguaia";5;2;2;2;8;3;4;3;2;1;32
"150307 Garrafão do Norte";12;4;-;3;3;2;7;6;6;7;50
"150309 Goianésia do Pará";9;1;5;11;10;9;9;8;6;12;80
"150310 Gurupá";5;2;-;1;1;3;5;5;2;18;42
"150320 Igarapé-Açu";1;2;2;3;4;9;5;14;14;25;79
"150330 Igarapé-Miri";12;5;2;8;6;12;13;17;17;52;144
"150340 Inhangapi";-;-;1;-;1;1;-;3;2;6;14
"150345 Ipixuna do Pará";12;-;-;2;6;4;2;8;9;6;49
"150350 Irituia";7;4;-;2;1;5;6;12;17;23;77
"150360 Itaituba";84;14;8;30;37;49;51;61;51;33;418
"150370 Itupiranga";14;5;8;12;13;12;7;20;18;18;127
"150375 Jacareacanga";12;2;1;2;1;5;3;2;1;-;29
"150380 Jacundá";40;7;4;23;20;21;21;23;25;26;210
"150390 Juruti";14;4;-;2;-;3;4;4;9;2;42
"150400 Limoeiro do Ajuru";6;3;-;1;2;1;3;4;6;11;37
"150405 Mãe do Rio";28;1;2;2;3;2;12;13;19;23;105
"150410 Magalhães Barata";1;1;-;-;2;5;1;3;8;9;30
"150420 Marabá";154;28;41;104;89;84;87;102;120;105;914
"150430 Maracanã";1;-;-;-;2;3;5;7;7;12;37
"150440 Marapanim";-;-;-;2;2;1;3;3;10;14;35
"150442 Marituba";18;8;9;28;28;35;34;61;46;49;316
"150445 Medicilândia";9;3;2;8;6;4;6;5;6;4;53
"150450 Melgaço";11;3;3;-;2;2;2;3;3;8;37
"150460 Mocajuba";5;9;2;2;3;1;4;3;8;14;51
"150470 Moju";7;3;1;9;17;11;9;13;18;24;112
"150480 Monte Alegre";17;6;5;6;9;7;12;21;33;42;158
"150490 Muaná";6;4;1;-;4;4;4;8;8;18;57
"150495 Nova Esperança do Piriá";7;2;2;3;1;-;3;5;2;3;28
"150497 Nova Ipixuna";2;-;-;2;4;4;6;2;5;4;29
"150500 Nova Timboteua";-;-;-;1;-;1;3;7;6;8;26
"150503 Novo Progresso";14;2;3;11;16;22;12;7;3;3;93
"150506 Novo Repartimento";7;8;5;21;25;21;21;22;12;6;148
"150510 Óbidos";12;-;1;9;4;13;13;26;30;29;137
"150520 Oeiras do Pará";13;9;1;2;4;5;4;4;7;22;71
"150530 Oriximiná";27;7;4;9;9;14;16;20;35;40;181
"150540 Ourém";3;-;2;1;2;5;1;1;2;2;19
"150543 Ourilândia do Norte";8;1;3;-;8;5;9;2;5;1;42
"150548 Pacajá";15;2;2;13;9;7;11;16;10;5;90
"150549 Palestina do Pará";-;-;-;-;1;1;-;1;5;5;13
"150550 Paragominas";41;7;12;31;18;20;36;21;20;18;224
"150553 Parauapebas";83;5;14;40;43;20;33;35;43;28;344
"150555 Pau D'Arco";-;-;-;1;4;3;3;2;-;1;14
"150560 Peixe-Boi";1;-;-;-;-;-;1;2;3;4;11
"150563 Piçarra";1;-;2;1;2;1;2;-;4;-;13
"150565 Placas";1;-;-;2;4;-;4;6;2;3;22
"150570 Ponta de Pedras";-;-;-;4;2;2;5;10;6;11;40
"150580 Portel";28;5;-;7;5;7;5;9;7;7;80
"150590 Porto de Moz";10;2;2;5;2;2;6;4;3;7;43
"150600 Prainha";5;1;-;2;1;1;1;3;2;2;18
"150610 Primavera";1;-;-;1;-;1;1;4;8;15;31
"150611 Quatipuru";-;-;-;-;-;3;2;2;8;11;26
"150613 Redenção";31;6;9;21;19;29;29;24;33;11;212
"150616 Rio Maria";4;-;3;3;3;2;10;10;12;4;51
"150618 Rondon do Pará";24;2;4;16;13;18;17;21;13;21;149
"150619 Rurópolis";15;2;2;3;4;7;7;7;11;12;70
"150620 Salinópolis";7;-;-;5;1;6;10;12;20;34;95
"150630 Salvaterra";3;-;2;1;2;1;3;11;8;8;39
"150635 Santa Bárbara do Pará";1;2;1;2;3;1;4;8;4;8;34
"150640 Santa Cruz do Arari";3;1;-;3;1;1;2;1;2;1;15
"150650 Santa Izabel do Pará";13;3;3;6;10;7;16;25;37;39;159
"150655 Santa Luzia do Pará";-;1;-;1;2;4;7;4;9;4;32
"150658 Santa Maria das Barreiras";-;3;-;2;2;1;4;2;1;3;18
"150660 Santa Maria do Pará";2;-;-;5;2;1;3;10;12;18;53
"150670 Santana do Araguaia";10;1;1;17;11;15;7;10;12;6;90
"150680 Santarém";137;32;28;66;60;78;80;124;182;178;965
"150690 Santarém Novo";-;1;-;1;1;1;3;1;3;4;15
"150700 Santo Antônio do Tauá";2;2;3;1;3;5;3;9;13;10;51
"150710 São Caetano de Odivelas";1;-;-;-;3;1;4;8;8;14;39
"150715 São Domingos do Araguaia";3;-;4;3;2;8;5;11;10;9;55
"150720 São Domingos do Capim";10;3;1;1;3;2;6;7;10;8;51
"150730 São Félix do Xingu";21;6;9;20;19;18;16;14;8;9;140
"150740 São Francisco do Pará";1;-;-;1;2;1;2;5;10;8;30
"150745 São Geraldo do Araguaia";3;1;3;6;-;1;4;4;3;12;37
"150746 São João da Ponta";-;-;-;-;1;1;1;1;2;5;11
"150747 São João de Pirabas";-;-;1;3;2;2;1;3;8;3;23
"150750 São João do Araguaia";3;-;-;1;2;7;5;3;3;4;28
"150760 São Miguel do Guamá";24;3;3;7;7;7;13;14;10;11;99
"150770 São Sebastião da Boa Vista";3;1;1;1;-;2;4;1;4;9;26
"150775 Sapucaia";2;1;1;1;1;-;1;-;1;1;9
"150780 Senador José Porfírio";2;2;1;2;4;5;2;1;3;5;27
"150790 Soure";23;2;1;2;3;9;11;9;26;20;106
"150795 Tailândia";28;9;15;30;32;16;16;14;19;15;194
"150796 Terra Alta";-;-;1;1;-;-;-;-;-;-;2
"150797 Terra Santa";4;1;-;2;1;2;3;8;12;16;49
"150800 Tomé-Açu";10;3;3;18;7;10;5;8;8;3;75
"150803 Tracuateua";-;-;-;3;1;2;2;7;9;12;36
"150805 Trairão";2;-;1;5;-;7;3;5;4;1;28
"150808 Tucumã";6;1;7;8;7;8;7;8;5;5;62
"150810 Tucuruí";120;16;24;58;44;51;49;62;51;38;513
"150812 Ulianópolis";9;1;3;7;7;9;7;2;1;2;48
"150815 Uruará";23;4;3;12;8;14;7;10;10;13;104
"150820 Vigia";7;1;1;9;8;10;8;20;23;46;133
"150830 Viseu";6;2;1;1;-;1;4;7;6;13;41
"150835 Vitória do Xingu";1;1;1;2;2;-;3;2;4;4;20
"150840 Xinguara";5;1;2;14;6;15;10;19;19;13;104
"160010 Amapá";2;-;1;-;-;1;1;3;3;5;16
"160020 Calçoene";1;-;-;1;1;2;1;-;-;1;7
"160021 Cutias";-;-;-;1;1;1;1;1;-;1;6
"160023 Ferreira Gomes";-;-;-;1;-;-;-;-;-;-;1
"160025 Itaubal";-;-;-;1;-;-;-;1;-;2;4
"160027 Laranjal do Jari";9;7;3;10;6;9;6;11;10;5;76
"160030 Macapá";260;29;76;150;110;137;132;152;165;232;1443
"160040 Mazagão";-;-;-;1;1;2;2;8;1;4;19
"160050 Oiapoque";1;-;1;7;9;6;6;2;2;5;39
"160015 Pedra Branca do Amapari";1;1;-;1;-;-;-;1;2;1;7
"160053 Porto Grande";1;1;3;1;2;5;1;1;1;1;17
"160055 Pracuúba";-;-;-;1;-;-;1;-;1;2;5
"160060 Santana";18;2;11;20;20;11;15;17;12;36;162
"160005 Serra do Navio";2;-;-;-;-;-;1;-;-;-;3
"160070 Tartarugalzinho";-;1;1;7;-;2;-;1;-;-;12
"160080 Vitória do Jari";1;-;1;1;-;1;1;-;-;-;5
"170025 Abreulândia";-;-;1;-;1;1;-;-;-;2;5
"170030 Aguiarnópolis";-;-;1;-;-;1;-;-;-;-;2
"170035 Aliança do Tocantins";-;-;-;-;2;-;-;1;1;1;5
"170040 Almas";1;-;-;-;4;2;1;1;4;2;15
"170070 Alvorada";-;-;-;1;2;-;4;4;4;8;23
"170100 Ananás";2;1;-;1;3;5;2;5;8;4;31
"170105 Angico";-;-;-;-;-;1;2;1;6;1;11
"170110 Aparecida do Rio Negro";-;-;-;-;-;2;-;1;1;2;6
"170130 Aragominas";3;-;-;-;1;-;1;-;1;1;7
"170190 Araguacema";-;-;-;1;2;2;-;3;2;5;15
"170200 Araguaçu";2;-;-;2;1;2;3;1;2;3;16
"170210 Araguaína";151;44;52;111;144;166;203;223;252;161;1507
"170215 Araguanã";1;-;-;1;1;2;-;1;1;1;8
"170220 Araguatins";1;1;-;2;1;3;5;11;16;11;51
"170230 Arapoema";5;-;1;1;2;2;1;1;4;3;20
"170240 Arraias";1;-;-;1;2;1;5;11;9;8;38
"170255 Augustinópolis";48;5;8;8;11;9;14;20;18;16;157
"170270 Aurora do Tocantins";-;-;-;1;-;1;1;1;-;-;4
"170290 Axixá do Tocantins";-;2;-;-;-;-;2;2;2;2;10
"170300 Babaçulândia";1;3;-;1;1;3;2;6;6;9;32
"170305 Bandeirantes do Tocantins";-;-;-;-;1;-;1;-;-;-;2
"170307 Barra do Ouro";-;-;-;-;-;-;3;4;1;7;15
"170310 Barrolândia";-;-;-;-;2;1;-;3;1;7;14
"170320 Bernardo Sayão";-;-;-;1;1;1;-;-;-;-;3
"170330 Bom Jesus do Tocantins";-;-;-;-;-;1;-;-;2;-;3
"170360 Brasilândia do Tocantins";-;-;-;1;-;-;2;1;-;1;5
"170370 Brejinho de Nazaré";-;-;-;-;-;-;-;1;1;-;2
"170380 Buriti do Tocantins";1;-;1;2;1;-;3;5;1;2;16
"170382 Cachoeirinha";-;-;1;-;1;-;1;-;3;1;7
"170384 Campos Lindos";-;2;-;-;-;-;2;1;3;4;12
"170386 Cariri do Tocantins";-;-;1;-;-;-;1;1;2;3;8
"170388 Carmolândia";-;2;-;2;2;1;-;-;6;2;15
"170389 Carrasco Bonito";3;2;-;1;-;-;1;3;-;-;10
"170390 Caseara";1;-;-;-;1;-;-;1;6;1;10
"170410 Centenário";1;-;-;-;-;1;-;-;1;1;4
"170510 Chapada da Natividade";-;-;-;-;-;-;-;-;1;1;2
"170460 Chapada de Areia";-;-;-;-;-;-;1;-;-;-;1
"170550 Colinas do Tocantins";13;-;1;4;5;11;13;12;19;24;102
"171670 Colméia";-;-;1;2;1;3;3;5;10;12;37
"170555 Combinado";-;-;-;-;1;-;1;4;3;3;12
"170560 Conceição do Tocantins";-;-;-;1;-;1;1;1;3;4;11
"170610 Cristalândia";2;-;-;1;1;3;2;6;5;15;35
"170650 Darcinópolis";-;-;-;1;2;-;2;2;4;1;12
"170700 Dianópolis";9;1;1;7;2;5;9;6;6;15;61
"170710 Divinópolis do Tocantins";-;1;-;-;-;-;1;3;2;2;9
"170720 Dois Irmãos do Tocantins";-;-;-;-;1;-;-;2;2;4;9
"170730 Dueré";1;1;-;2;-;-;1;-;2;2;9
"170740 Esperantina";1;-;-;1;-;-;4;2;5;4;17
"170755 Fátima";1;-;-;-;1;1;-;-;1;3;7
"170765 Figueirópolis";-;-;-;1;1;1;1;1;5;2;12
"170770 Filadélfia";-;1;-;1;1;-;4;6;1;7;21
"170820 Formoso do Araguaia";3;-;1;9;2;4;7;6;6;12;50
"170825 Fortaleza do Tabocão";-;-;1;-;1;-;-;3;1;2;8
"170830 Goianorte";-;-;-;-;-;1;2;5;5;2;15
"170900 Goiatins";2;-;1;1;1;-;2;2;10;3;22
"170930 Guaraí";14;4;-;3;5;6;3;14;15;10;74
"170950 Gurupi";49;2;14;28;35;31;46;58;91;80;434
"170980 Ipueiras";-;-;1;-;-;-;-;-;-;-;1
"171050 Itacajá";3;-;-;-;-;-;3;2;4;8;20
"171070 Itaguatins";-;1;-;1;-;1;-;3;2;8;16
"171090 Itapiratins";-;-;-;-;1;2;1;1;-;-;5
"171110 Itaporã do Tocantins";-;-;-;-;1;1;1;-;2;2;7
"171150 Jaú do Tocantins";-;-;-;-;-;-;1;-;-;-;1
"171180 Juarina";-;-;-;-;1;-;-;1;1;-;3
"171190 Lagoa da Confusão";1;-;1;2;2;2;4;-;2;-;14
"171195 Lagoa do Tocantins";-;-;1;-;-;1;-;1;-;-;3
"171200 Lajeado";-;-;-;-;-;-;1;1;-;2;4
"171215 Lavandeira";-;-;-;2;1;-;-;-;-;-;3
"171240 Lizarda";-;1;-;-;-;-;-;2;1;2;6
"171245 Luzinópolis";-;-;-;-;-;1;-;1;-;2;4
"171250 Marianópolis do Tocantins";1;-;1;1;-;3;2;-;1;2;11
"171270 Mateiros";-;-;-;-;-;-;-;-;-;1;1
"171280 Maurilândia do Tocantins";-;-;-;1;-;1;1;2;-;2;7
"171320 Miracema do Tocantins";17;-;-;3;-;4;10;8;16;22;80
"171330 Miranorte";-;1;-;3;1;2;1;4;7;17;36
"171360 Monte do Carmo";-;-;-;1;1;3;1;2;-;1;9
"171370 Monte Santo do Tocantins";-;-;-;-;-;-;1;-;-;1;2
"171395 Muricilândia";-;-;-;1;-;3;-;-;-;4;8
"171420 Natividade";1;1;-;1;-;-;3;2;7;8;23
"171430 Nazaré";5;-;-;1;2;-;3;3;5;7;26
"171488 Nova Olinda";2;-;-;1;3;2;-;10;6;4;28
"171500 Nova Rosalândia";1;-;-;1;1;-;-;2;5;5;15
"171510 Novo Acordo";-;1;-;-;1;-;-;1;1;2;6
"171515 Novo Alegre";-;-;-;-;-;1;-;2;1;1;5
"171525 Novo Jardim";-;-;-;-;-;-;1;2;-;-;3
"172100 Palmas";96;22;18;85;80;79;96;117;119;79;791
"171570 Palmeirante";-;-;-;-;-;1;-;-;-;1;2
"171380 Palmeiras do Tocantins";-;-;-;-;1;-;2;2;1;1;7
