 Mortalidade - Brasil
Óbitos p/Ocorrênc por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:2005
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110175 Vale do Anari";2;1;-;1;4;1;1;2;5;-;17
"110180 Vale do Paraíso";-;-;1;1;1;2;2;2;5;4;18
"110030 Vilhena";22;5;8;15;23;25;27;52;65;42;284
"120001 Acrelândia";1;-;1;4;4;2;-;2;5;2;21
"120005 Assis Brasil";1;-;-;-;-;4;1;2;-;5;13
"120010 Brasiléia";5;2;1;5;5;6;6;9;16;15;70
"120013 Bujari";-;-;-;-;1;1;1;1;3;2;9
"120017 Capixaba";1;-;1;1;2;4;1;-;4;-;14
"120020 Cruzeiro do Sul";53;15;9;21;22;26;24;25;28;48;271
"120025 Epitaciolândia";1;1;1;1;3;6;-;2;7;6;28
"120030 Feijó";21;2;3;7;6;4;5;9;15;20;92
"120032 Jordão";3;1;-;-;-;1;-;1;-;-;6
"120033 Mâncio Lima";-;3;2;2;1;2;2;2;8;8;30
"120034 Manoel Urbano";2;-;1;-;-;2;-;2;2;2;11
"120035 Marechal Thaumaturgo";-;-;-;2;-;1;-;-;2;-;5
"120038 Plácido de Castro";4;4;1;3;4;4;1;7;8;2;38
"120080 Porto Acre";1;2;1;1;-;2;2;4;3;4;20
"120039 Porto Walter";10;2;-;-;1;-;-;1;3;-;17
"120040 Rio Branco";213;42;35;120;115;161;183;218;324;354;1765
"120042 Rodrigues Alves";1;1;1;1;1;-;-;-;-;2;7
"120043 Santa Rosa do Purus";5;4;-;-;-;-;-;1;-;-;10
"120050 Sena Madureira";11;-;-;3;3;5;5;12;16;24;79
"120045 Senador Guiomard";3;-;-;1;3;6;4;6;5;13;41
"120060 Tarauacá";31;8;5;9;6;6;8;17;10;24;124
"120070 Xapuri";7;2;1;4;1;8;2;1;17;19;62
"130002 Alvarães";12;5;-;2;2;3;2;-;2;5;33
"130006 Amaturá";-;-;-;1;3;-;1;-;-;5;10
"130008 Anamã";3;-;-;3;1;1;-;2;3;4;17
"130010 Anori";6;1;1;2;1;1;6;2;2;7;29
"130014 Apuí";2;-;3;5;4;4;6;5;5;3;37
"130020 Atalaia do Norte";4;1;-;2;-;-;4;5;4;-;20
"130030 Autazes";12;4;-;2;6;9;1;10;8;20;72
"130040 Barcelos";16;2;-;4;4;4;2;6;7;2;47
"130050 Barreirinha";5;1;4;3;-;-;1;9;7;12;42
"130060 Benjamin Constant";6;1;3;3;4;8;5;6;13;10;59
"130063 Beruri";1;2;-;-;2;-;6;8;6;7;32
"130068 Boa Vista do Ramos";7;2;1;-;1;2;2;2;8;12;37
"130070 Boca do Acre";-;-;-;2;3;4;4;5;10;13;41
"130080 Borba";20;3;1;-;3;7;5;7;9;25;80
"130083 Caapiranga";2;1;-;-;1;2;2;2;2;2;14
"130090 Canutama";6;-;-;1;2;-;1;1;8;5;24
"130100 Carauari";19;9;6;10;4;5;5;5;13;19;95
"130110 Careiro";3;1;1;3;1;4;3;3;4;4;27
"130115 Careiro da Várzea";2;3;5;3;1;4;3;9;6;6;42
"130120 Coari";31;9;4;3;8;11;10;24;28;43;171
"130130 Codajás";6;-;-;2;3;4;4;4;5;8;36
"130140 Eirunepé";25;9;6;11;5;7;8;9;11;14;105
"130150 Envira";8;5;3;6;4;1;5;5;4;5;46
"130160 Fonte Boa";9;2;2;3;2;3;3;7;8;7;46
"130165 Guajará";7;1;-;3;3;4;2;4;3;4;31
"130170 Humaitá";5;2;3;3;5;9;12;15;26;21;101
"130180 Ipixuna";16;7;2;5;2;2;1;6;4;7;52
"130185 Iranduba";3;3;-;4;4;3;6;13;5;7;48
"130190 Itacoatiara";32;11;8;16;15;21;22;32;49;68;274
"130195 Itamarati";6;4;1;1;2;-;2;2;-;2;20
"130200 Itapiranga";3;1;-;-;-;-;1;4;2;7;18
"130210 Japurá";3;-;1;-;-;1;-;-;-;3;8
"130220 Juruá";9;-;-;3;4;2;-;1;1;1;21
"130230 Jutaí";1;1;-;1;1;2;1;4;-;2;13
"130240 Lábrea";16;5;1;5;4;4;9;15;14;8;81
"130250 Manacapuru";5;2;4;13;11;19;12;20;33;34;153
"130255 Manaquiri";6;2;2;2;4;1;1;4;9;7;38
"130260 Manaus";765;132;181;595;611;700;864;1051;1210;1225;7334
"130270 Manicoré";6;3;2;1;4;7;8;11;11;16;69
"130280 Maraã";2;2;-;-;1;-;3;1;2;4;15
"130290 Maués";14;8;5;12;6;5;11;16;15;25;117
"130300 Nhamundá";5;1;-;1;1;3;4;8;9;14;46
"130310 Nova Olinda do Norte";10;2;-;1;2;2;5;4;5;24;55
"130320 Novo Airão";5;1;-;1;1;2;1;2;1;4;18
"130330 Novo Aripuanã";3;2;3;1;2;-;2;2;-;6;21
"130340 Parintins";49;14;6;19;16;18;20;41;50;57;290
"130350 Pauini";4;2;1;1;2;1;1;1;10;5;28
"130353 Presidente Figueiredo";-;1;2;2;5;8;8;8;4;5;43
"130356 Rio Preto da Eva";3;-;2;3;5;1;2;4;3;-;23
"130360 Santa Isabel do Rio Negro";2;1;1;2;1;3;6;3;5;3;27
"130370 Santo Antônio do Içá";11;2;1;2;1;-;2;3;3;10;35
"130380 São Gabriel da Cachoeira";41;23;5;19;4;8;13;8;13;23;157
"130390 São Paulo de Olivença";5;4;1;1;4;4;6;1;5;6;37
"130395 São Sebastião do Uatumã";5;2;1;1;-;1;-;1;3;4;18
"130400 Silves";3;-;-;-;-;-;2;3;3;7;18
"130406 Tabatinga";23;8;7;14;13;7;7;16;14;18;127
"130410 Tapauá";4;3;1;5;7;1;1;6;8;11;47
"130420 Tefé";35;5;4;14;10;7;5;14;19;18;131
"130423 Tonantins";2;-;1;1;2;-;2;3;4;4;19
"130426 Uarini";4;-;-;-;-;2;-;1;3;5;15
"130430 Urucará";4;-;1;-;-;5;5;4;11;10;40
"130440 Urucurituba";4;2;2;4;4;5;4;2;7;15;49
"140005 Alto Alegre";1;2;-;5;1;1;4;3;7;5;29
"140002 Amajari";5;1;1;2;-;-;1;3;-;-;13
"140010 Boa Vista";134;33;31;93;74;92;138;144;163;134;1036
"140015 Bonfim";5;1;1;2;2;-;2;3;1;-;17
"140017 Cantá";-;1;2;4;3;5;1;-;-;1;17
"140020 Caracaraí";-;1;4;4;5;4;6;1;5;4;34
"140023 Caroebe";1;1;-;1;-;2;1;2;1;1;10
"140028 Iracema";-;-;1;3;-;1;1;1;5;1;13
"140030 Mucajaí";-;-;1;6;3;4;5;5;5;4;33
"140040 Normandia";5;2;-;3;-;1;2;2;1;3;19
"140045 Pacaraima";-;-;-;1;4;2;2;-;2;1;12
"140047 Rorainópolis";3;2;2;4;5;11;9;6;2;6;50
"140050 São João da Baliza";2;-;1;1;-;1;3;1;1;1;11
"140060 São Luiz";-;-;1;-;1;-;2;3;3;-;10
"140070 Uiramutã";15;8;4;4;3;1;2;1;-;3;41
"150010 Abaetetuba";12;8;8;17;13;14;26;29;51;114;292
"150013 Abel Figueiredo";-;-;-;6;2;2;-;1;-;2;13
"150020 Acará";5;2;1;3;6;4;7;10;13;23;74
"150030 Afuá";6;2;3;1;2;4;-;3;5;9;35
"150034 Água Azul do Norte";3;-;2;1;2;4;2;3;3;3;23
"150040 Alenquer";32;6;6;9;10;10;13;29;36;30;181
"150050 Almeirim";18;5;3;6;4;10;8;6;15;13;88
"150060 Altamira";96;11;17;37;35;42;69;66;79;55;507
"150070 Anajás";9;9;-;3;1;2;3;1;5;8;41
"150080 Ananindeua";45;7;46;95;74;67;75;108;112;143;772
"150085 Anapu";2;2;-;2;8;5;7;4;4;1;35
"150090 Augusto Corrêa";3;7;1;5;5;3;6;10;12;14;66
"150095 Aurora do Pará";2;1;3;3;2;-;-;6;2;6;25
"150100 Aveiro";5;3;2;2;-;3;2;1;-;4;22
"150110 Bagre";10;3;3;2;1;4;1;-;-;16;40
"150120 Baião";4;1;-;2;2;-;3;2;2;8;24
"150125 Bannach";-;-;1;3;1;4;1;2;-;-;12
"150130 Barcarena";7;5;7;14;14;12;15;11;20;29;134
"150140 Belém";1061;211;320;769;742;918;1238;1544;1765;1797;10365
"150145 Belterra";3;1;-;-;2;2;2;3;5;11;29
"150150 Benevides";2;2;5;7;5;3;15;15;15;17;86
"150157 Bom Jesus do Tocantins";2;1;2;3;6;4;-;4;4;6;32
"150160 Bonito";-;-;-;-;-;-;-;-;1;-;1
"150170 Bragança";87;16;10;17;22;28;39;62;103;103;487
"150172 Brasil Novo";1;1;3;2;6;3;4;4;10;3;37
"150175 Brejo Grande do Araguaia";2;1;1;1;-;-;-;1;-;3;9
"150178 Breu Branco";6;1;4;5;11;8;7;10;9;7;68
"150180 Breves";47;19;13;18;13;11;16;17;31;55;240
"150190 Bujaru";3;3;-;1;5;2;3;7;9;21;54
"150200 Cachoeira do Arari";4;-;1;1;1;1;1;4;7;11;31
"150195 Cachoeira do Piriá";1;-;-;1;1;-;5;4;3;1;16
"150210 Cametá";41;8;7;7;8;5;17;23;38;63;217
"150215 Canaã dos Carajás";1;4;-;8;6;5;6;6;6;3;45
"150220 Capanema";36;3;4;7;10;21;11;34;54;58;238
"150230 Capitão Poço";8;1;1;14;6;4;14;18;23;25;114
"150240 Castanhal";36;3;17;61;48;52;80;94;110;134;635
"150250 Chaves";4;2;-;1;3;-;2;-;4;2;18
"150260 Colares";1;-;-;-;1;3;1;7;9;10;32
"150270 Conceição do Araguaia";17;-;5;10;14;12;21;13;22;22;136
"150275 Concórdia do Pará";4;3;2;2;3;4;9;9;15;21;72
"150276 Cumaru do Norte";-;-;-;4;7;1;3;2;1;-;18
"150277 Curionópolis";2;1;-;4;3;6;10;12;6;4;48
"150280 Curralinho";5;3;1;-;1;-;1;5;1;8;25
"150285 Curuá";4;-;-;2;1;1;-;6;3;5;22
"150290 Curuçá";1;-;4;3;3;5;6;6;14;27;69
"150293 Dom Eliseu";12;2;5;7;8;7;9;4;7;3;64
"150295 Eldorado do Carajás";7;3;1;13;8;7;10;8;10;8;75
"150300 Faro";6;1;1;2;1;1;-;3;8;12;35
"150304 Floresta do Araguaia";3;-;2;1;1;3;6;7;4;2;29
"150307 Garrafão do Norte";4;3;1;3;3;1;7;10;6;9;47
"150309 Goianésia do Pará";7;1;1;16;10;9;9;11;5;9;78
"150310 Gurupá";5;3;-;1;6;1;3;1;5;6;31
"150320 Igarapé-Açu";3;-;1;7;-;9;6;5;22;18;71
"150330 Igarapé-Miri";7;3;3;3;7;10;10;8;14;40;105
"150340 Inhangapi";1;-;-;1;-;-;-;1;5;5;13
"150345 Ipixuna do Pará";4;1;2;4;3;2;3;8;10;6;43
"150350 Irituia";4;1;2;1;5;3;2;5;4;10;37
"150360 Itaituba";61;12;11;36;36;33;37;54;59;39;378
"150370 Itupiranga";17;7;3;12;13;22;9;29;22;32;166
"150375 Jacareacanga";20;1;-;1;1;1;2;3;-;3;32
"150380 Jacundá";38;10;14;38;23;29;29;16;28;35;260
"150390 Juruti";13;3;-;2;1;5;1;3;7;6;41
"150400 Limoeiro do Ajuru";6;6;-;-;2;2;1;3;-;4;24
"150405 Mãe do Rio";13;2;-;6;3;4;7;11;16;24;86
"150410 Magalhães Barata";4;-;-;2;-;-;2;4;4;10;26
"150420 Marabá";131;29;52;128;105;98;110;126;132;105;1016
"150430 Maracanã";1;1;1;3;3;1;2;15;12;25;64
"150440 Marapanim";-;1;1;2;-;-;6;9;6;18;43
"150442 Marituba";21;5;11;31;23;27;29;40;42;49;278
"150445 Medicilândia";10;1;1;6;9;8;7;4;3;11;60
"150450 Melgaço";5;2;1;-;-;-;2;-;3;10;23
"150460 Mocajuba";11;-;2;2;1;1;3;4;7;17;48
"150470 Moju";8;6;3;7;6;9;11;11;16;18;95
"150480 Monte Alegre";12;3;2;8;4;12;13;35;48;45;182
"150490 Muaná";17;3;2;2;2;1;2;8;8;16;61
"150495 Nova Esperança do Piriá";2;2;1;6;2;1;3;6;6;1;30
"150497 Nova Ipixuna";7;2;2;5;3;4;6;4;5;8;46
"150500 Nova Timboteua";-;-;-;-;2;-;3;4;7;10;26
"150503 Novo Progresso";11;4;5;12;11;21;13;3;3;3;86
"150506 Novo Repartimento";9;8;3;35;14;19;20;12;12;11;143
"150510 Óbidos";24;1;5;7;7;5;5;17;20;38;129
"150520 Oeiras do Pará";10;5;1;2;4;4;5;8;3;14;56
"150530 Oriximiná";44;6;4;14;7;12;17;24;32;42;202
"150540 Ourém";1;1;1;2;4;-;1;2;4;3;19
"150543 Ourilândia do Norte";9;-;10;9;4;7;10;11;7;3;70
"150548 Pacajá";12;7;3;17;4;14;9;10;11;17;104
"150549 Palestina do Pará";2;-;-;2;1;3;3;2;3;3;19
"150550 Paragominas";27;6;16;27;11;21;23;17;20;19;187
"150553 Parauapebas";83;13;17;53;42;39;42;38;28;26;381
"150555 Pau D'Arco";1;-;-;2;1;1;2;1;1;2;11
"150560 Peixe-Boi";-;-;-;-;-;1;2;1;1;3;8
"150563 Piçarra";1;1;2;1;-;4;1;5;4;6;25
"150565 Placas";2;2;-;3;1;1;3;5;7;2;26
"150570 Ponta de Pedras";6;1;3;1;2;4;3;9;14;12;55
"150580 Portel";14;5;4;5;7;3;6;6;13;12;75
"150590 Porto de Moz";7;5;2;7;3;2;4;4;5;9;48
"150600 Prainha";9;4;1;2;4;1;6;5;8;5;45
"150610 Primavera";1;-;1;2;1;1;2;2;7;6;23
"150611 Quatipuru";-;-;-;2;1;2;2;2;10;13;32
"150613 Redenção";47;5;7;23;19;30;29;39;26;22;247
"150616 Rio Maria";3;1;1;2;6;5;2;8;8;6;42
"150618 Rondon do Pará";29;4;6;15;8;11;17;25;28;13;156
"150619 Rurópolis";11;5;4;6;3;6;13;15;11;13;87
"150620 Salinópolis";10;2;4;8;5;9;14;13;16;19;100
"150630 Salvaterra";2;1;1;2;3;2;5;10;13;14;53
"150635 Santa Bárbara do Pará";1;1;-;-;-;2;3;7;7;6;27
"150640 Santa Cruz do Arari";3;1;-;2;1;-;1;2;4;4;18
"150650 Santa Izabel do Pará";3;4;1;8;12;8;16;18;32;23;125
"150655 Santa Luzia do Pará";-;1;-;1;1;2;3;4;5;7;24
"150658 Santa Maria das Barreiras";-;-;2;3;2;3;1;1;2;3;17
"150660 Santa Maria do Pará";6;-;-;3;4;4;1;5;6;14;43
"150670 Santana do Araguaia";19;4;1;10;17;17;15;14;8;8;113
"150680 Santarém";138;18;34;64;48;72;106;161;200;209;1050
"150690 Santarém Novo";-;-;-;-;-;-;-;1;2;4;7
"150700 Santo Antônio do Tauá";6;-;4;2;3;3;4;10;10;16;58
"150710 São Caetano de Odivelas";1;-;1;3;-;1;1;2;6;13;28
"150715 São Domingos do Araguaia";3;1;4;7;13;11;9;11;11;7;77
"150720 São Domingos do Capim";3;1;1;3;4;9;3;4;7;12;47
"150730 São Félix do Xingu";24;4;3;12;23;8;11;10;8;3;106
"150740 São Francisco do Pará";-;-;-;-;1;4;2;1;3;5;16
"150745 São Geraldo do Araguaia";3;-;4;5;4;4;3;4;18;7;52
"150746 São João da Ponta";1;-;-;1;-;-;1;5;10;3;21
"150747 São João de Pirabas";2;1;-;-;1;-;3;1;3;4;15
"150750 São João do Araguaia";1;-;-;1;5;1;3;5;4;2;22
"150760 São Miguel do Guamá";11;1;-;4;2;5;4;4;11;5;47
"150770 São Sebastião da Boa Vista";7;3;-;4;1;2;7;8;3;23;58
"150775 Sapucaia";1;-;-;1;1;-;1;3;3;-;10
"150780 Senador José Porfírio";1;1;1;3;1;-;2;1;2;-;12
"150790 Soure";12;-;1;3;6;2;8;14;18;17;81
"150795 Tailândia";18;7;9;41;29;22;19;20;14;9;188
"150796 Terra Alta";-;-;-;-;1;1;-;4;4;1;11
"150797 Terra Santa";4;1;-;-;2;6;5;5;9;16;48
"150800 Tomé-Açu";4;3;2;10;16;14;8;7;12;13;89
"150803 Tracuateua";3;1;1;4;3;2;6;14;15;12;61
"150805 Trairão";2;-;-;2;1;-;-;1;2;2;10
"150808 Tucumã";6;1;7;13;9;12;10;12;9;6;85
"150810 Tucuruí";139;31;32;63;58;66;53;77;73;60;652
"150812 Ulianópolis";15;3;1;9;7;5;8;4;2;-;54
"150815 Uruará";19;1;2;9;8;11;12;19;10;11;102
"150820 Vigia";2;1;5;7;7;11;12;25;24;33;127
"150830 Viseu";12;3;4;2;7;5;-;7;16;10;66
"150835 Vitória do Xingu";1;-;-;2;-;4;5;2;1;5;20
"150840 Xinguara";6;1;5;11;13;20;14;22;18;10;120
"160010 Amapá";2;1;-;-;3;2;2;1;4;9;24
"160020 Calçoene";3;1;1;1;2;1;7;-;2;2;20
"160021 Cutias";2;-;-;2;1;1;1;1;2;-;10
"160023 Ferreira Gomes";-;2;1;1;1;1;-;1;-;-;7
"160025 Itaubal";-;-;-;-;-;1;-;-;1;2;4
"160027 Laranjal do Jari";22;1;5;8;12;9;7;10;11;5;90
"160030 Macapá";224;21;52;140;115;95;119;146;164;166;1242
"160040 Mazagão";-;-;-;3;-;-;-;-;-;2;5
"160050 Oiapoque";7;-;1;6;6;10;5;4;4;4;47
"160015 Pedra Branca do Amapari";-;-;2;4;-;2;-;-;1;-;9
"160053 Porto Grande";2;1;-;3;1;4;3;3;2;3;22
"160055 Pracuúba";-;-;-;-;2;-;-;-;-;-;2
"160060 Santana";24;2;15;21;12;11;10;24;14;30;163
"160005 Serra do Navio";-;-;-;3;1;-;-;-;3;-;7
"160070 Tartarugalzinho";1;-;-;2;2;1;-;-;2;-;8
"160080 Vitória do Jari";-;-;1;1;-;-;1;2;4;-;9
"170025 Abreulândia";-;-;-;-;-;-;-;-;-;3;3
"170030 Aguiarnópolis";-;-;-;-;-;-;1;-;1;1;3
"170035 Aliança do Tocantins";-;-;-;2;1;1;2;-;3;2;11
"170040 Almas";-;-;1;-;-;-;2;1;2;2;8
"170070 Alvorada";-;-;-;1;1;4;3;1;3;5;18
"170100 Ananás";2;1;1;3;-;2;3;5;6;10;33
"170105 Angico";1;-;-;-;1;-;1;1;1;2;7
"170110 Aparecida do Rio Negro";-;-;-;-;-;1;-;-;-;-;1
"170130 Aragominas";-;1;-;6;2;1;-;3;4;1;18
"170190 Araguacema";1;-;1;3;-;4;1;2;4;4;20
"170200 Araguaçu";1;-;1;1;1;2;1;4;4;11;26
"170210 Araguaína";137;32;43;117;133;155;199;283;269;238;1606
"170215 Araguanã";1;-;-;-;1;1;-;1;-;1;5
"170220 Araguatins";1;-;-;1;-;-;-;-;-;3;5
"170230 Arapoema";2;-;-;-;1;1;-;4;2;4;14
"170240 Arraias";4;-;-;-;2;-;3;6;2;11;28
"170255 Augustinópolis";48;9;5;15;22;18;19;17;31;27;211
"170270 Aurora do Tocantins";-;-;-;1;1;2;-;1;2;2;9
"170290 Axixá do Tocantins";1;-;-;-;-;1;2;4;1;3;12
"170300 Babaçulândia";-;-;2;2;3;1;4;3;7;7;29
"170307 Barra do Ouro";-;-;-;-;-;-;-;2;2;1;5
"170310 Barrolândia";-;-;1;2;-;1;1;-;2;5;12
"170320 Bernardo Sayão";-;-;-;-;1;-;-;-;1;-;2
"170360 Brasilândia do Tocantins";-;-;-;-;2;-;1;-;1;-;4
"170370 Brejinho de Nazaré";-;-;-;-;-;1;-;2;2;1;6
"170380 Buriti do Tocantins";1;1;-;1;-;1;3;2;2;13;24
"170382 Cachoeirinha";-;-;-;-;-;1;1;3;-;1;6
"170384 Campos Lindos";2;-;-;-;-;1;-;4;-;-;7
"170386 Cariri do Tocantins";-;-;1;2;1;4;-;2;2;4;16
"170388 Carmolândia";-;-;-;1;-;-;-;2;1;1;5
"170389 Carrasco Bonito";1;-;-;-;-;-;-;-;2;4;7
"170390 Caseara";-;-;1;-;-;2;2;1;1;2;9
"170410 Centenário";1;-;-;-;-;-;1;1;2;3;8
"170510 Chapada da Natividade";-;-;-;1;-;4;1;-;-;1;7
"170460 Chapada de Areia";-;-;-;-;-;-;-;-;-;1;1
"170550 Colinas do Tocantins";13;1;3;8;5;5;11;12;14;19;91
"171670 Colméia";-;1;1;3;1;-;2;4;2;5;19
"170555 Combinado";1;-;-;-;1;-;-;1;1;-;4
"170560 Conceição do Tocantins";-;1;-;-;-;1;4;2;1;-;9
"170600 Couto Magalhães";-;-;-;1;2;-;-;-;-;-;3
"170610 Cristalândia";-;-;-;1;4;1;2;3;3;13;27
"170625 Crixás do Tocantins";-;-;-;-;1;-;-;-;1;1;3
"170650 Darcinópolis";-;-;-;1;1;-;1;-;3;1;7
"170700 Dianópolis";7;1;-;2;7;5;5;7;6;12;52
"170710 Divinópolis do Tocantins";-;1;1;4;2;-;-;2;1;4;15
"170720 Dois Irmãos do Tocantins";-;-;-;-;1;1;2;1;2;5;12
"170730 Dueré";-;-;-;1;-;1;1;1;1;1;6
"170740 Esperantina";-;1;-;2;-;2;2;3;2;3;15
"170755 Fátima";-;-;-;-;4;-;-;2;-;1;7
"170765 Figueirópolis";1;-;-;-;1;-;1;2;2;3;10
"170770 Filadélfia";1;-;-;-;3;1;1;2;3;7;18
"170820 Formoso do Araguaia";4;2;-;4;6;8;4;8;7;8;51
"170825 Fortaleza do Tabocão";-;-;-;1;-;-;-;1;-;1;3
"170830 Goianorte";-;1;-;-;1;-;1;2;3;4;12
"170900 Goiatins";-;-;2;3;1;1;3;2;8;4;24
"170930 Guaraí";7;-;1;1;7;9;13;12;11;22;83
"170950 Gurupi";29;7;5;26;32;43;26;61;63;85;377
"171050 Itacajá";3;1;-;1;1;1;2;4;4;5;22
"171070 Itaguatins";1;-;-;2;1;3;2;3;8;7;27
"171090 Itapiratins";-;-;-;-;-;1;-;-;-;2;3
"171110 Itaporã do Tocantins";-;-;-;-;-;-;-;1;3;1;5
"171150 Jaú do Tocantins";-;-;-;-;-;1;-;1;3;1;6
"171180 Juarina";-;-;-;1;-;-;-;3;-;-;4
"171190 Lagoa da Confusão";-;-;-;3;4;1;4;2;1;4;19
"171195 Lagoa do Tocantins";-;-;-;-;-;-;1;-;2;2;5
"171200 Lajeado";-;-;-;2;1;-;1;-;1;-;5
"171215 Lavandeira";-;-;-;-;-;-;1;-;-;-;1
"171240 Lizarda";1;1;-;-;1;3;3;2;2;2;15
"171245 Luzinópolis";-;-;-;1;-;-;-;1;2;1;5
"171250 Marianópolis do Tocantins";-;1;-;-;-;-;2;1;3;1;8
"171270 Mateiros";-;-;-;-;-;-;-;-;1;-;1
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;1;1;-;2
"171320 Miracema do Tocantins";3;-;2;11;6;3;8;5;6;21;65
"171330 Miranorte";-;2;1;5;1;3;4;6;4;11;37
"171360 Monte do Carmo";-;-;-;1;2;-;1;2;2;2;10
"171370 Monte Santo do Tocantins";-;-;-;-;-;1;-;1;-;-;2
"171395 Muricilândia";-;-;-;1;-;1;1;1;1;-;5
"171420 Natividade";1;-;1;2;-;2;5;2;11;10;34
"171430 Nazaré";1;1;-;-;1;1;-;-;7;5;16
"171488 Nova Olinda";-;-;-;3;5;4;10;7;3;4;36
"171500 Nova Rosalândia";-;-;-;2;-;1;-;1;3;5;12
"171510 Novo Acordo";-;-;-;1;-;2;2;-;-;1;6
"171515 Novo Alegre";-;-;-;1;-;-;-;2;2;1;6
"171525 Novo Jardim";-;-;-;-;1;-;-;-;1;1;3
"171550 Oliveira de Fátima";-;-;-;-;1;-;-;-;-;-;1
"172100 Palmas";117;14;26;67;67;83;113;110;140;121;858
"171570 Palmeirante";-;1;-;-;1;1;-;1;1;2;7
