 População Residente - Brasil
População residente por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1994
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110014 Nova Brasilândia D'Oeste";451;1813;2299;2934;2099;1441;913;504;151;36;12641
"110033 Nova Mamoré";216;870;743;1290;814;541;349;203;70;6;5102
"110050 Novo Horizonte do Oeste";366;1426;1561;2411;1687;1060;697;385;131;35;9759
"110015 Ouro Preto do Oeste";1619;6518;6927;10399;7307;4584;2974;1690;569;143;42730
"110018 Pimenta Bueno";1548;6210;6253;10459;7450;4565;2786;1539;489;115;41414
"110020 Porto Velho";8587;34652;33220;61996;44582;22644;12028;6984;2757;723;228173
"110025 Presidente Médici";933;3773;3899;6069;4404;2701;1912;1094;396;97;25278
"110026 Rio Crespo";151;584;607;1037;726;439;265;133;40;9;3991
"110028 Rolim de Moura";1410;5494;6015;9291;6503;4086;2682;1483;507;135;37606
"110029 Santa Luzia D'Oeste";452;1626;1602;2670;1672;1051;710;398;146;33;10360
"110032 São Miguel do Guaporé";515;1940;1915;2952;1972;1318;900;340;75;28;11955
"110150 Seringueiras";213;805;794;1224;819;547;373;142;31;12;4960
"110160 Theobroma";208;842;903;1351;950;605;379;208;70;18;5534
"110170 Urupá";338;1358;1445;2170;1525;957;621;353;119;30;8916
"110180 Vale do Paraíso";278;1120;1191;1788;1255;788;510;291;97;24;7342
"110030 Vilhena";1168;4715;4528;8725;6478;3502;1981;999;312;70;32478
"120001 Acrelândia";191;731;648;952;648;425;297;196;73;11;4172
"120005 Assis Brasil";131;457;357;545;310;232;121;101;33;3;2290
"120010 Brasiléia";452;1621;1688;2637;1863;1127;728;450;199;59;10824
"120013 Bujari";92;369;395;641;450;270;151;103;52;16;2539
"120017 Capixaba";73;285;257;401;276;193;136;93;42;11;1767
"120020 Cruzeiro do Sul";1775;6669;5966;7223;4903;3334;2011;1352;710;269;34212
"120025 Epitaciolândia";236;851;885;1382;977;591;381;236;106;31;5676
"120030 Feijó";614;2352;1953;2666;1711;1234;703;461;237;87;12018
"120032 Jordão";170;606;460;635;393;273;166;111;56;15;2885
"120033 Mâncio Lima";293;1180;922;1161;744;531;329;209;133;31;5533
"120034 Manoel Urbano";98;632;500;671;483;293;188;112;56;11;3044
"120035 Marechal Thaumaturgo";300;1127;1007;1219;828;563;340;228;120;45;5777
"120038 Plácido de Castro";433;1653;1463;2153;1463;961;672;443;164;26;9431
"120080 Porto Acre";267;1066;1139;1843;1291;777;435;298;150;46;7312
"120039 Porto Walter";239;899;804;974;661;449;271;182;96;37;4612
"120040 Rio Branco";5345;21335;22806;36912;25866;15549;8693;5990;3008;912;146416
"120042 Rodrigues Alves";247;995;777;979;628;447;277;177;113;27;4667
"120043 Santa Rosa do Purus";14;91;72;97;71;44;27;15;9;2;442
"120050 Sena Madureira";702;2928;2858;3496;2780;1751;952;653;326;107;16553
"120045 Senador Guiomard";488;1972;1760;2683;1878;1296;855;544;251;48;11775
"120060 Tarauacá";946;3375;2563;3536;2194;1521;923;625;311;82;16076
"120070 Xapuri";311;1219;1095;1712;1182;823;578;398;180;46;7544
"130002 Alvarães";310;1412;1145;1530;847;597;364;171;66;31;6473
"130006 Amaturá";120;791;495;707;469;344;205;113;84;15;3343
"130008 Anamã";241;874;675;963;606;385;281;159;62;15;4261
"130010 Anori";302;1261;984;1291;866;574;390;289;104;62;6123
"130014 Apuí";189;802;660;954;750;494;321;157;48;5;4380
"130020 Atalaia do Norte";284;1279;940;1366;849;499;294;172;71;24;5778
"130030 Autazes";481;2486;1856;2405;1798;1194;800;622;311;138;12091
"130040 Barcelos";353;1609;1231;2038;1334;824;573;333;125;43;8463
"130050 Barreirinha";557;2309;1871;2475;1604;1093;747;626;307;107;11696
"130060 Benjamin Constant";617;2736;2296;3023;2042;1398;910;608;239;93;13962
"130063 Beruri";327;1140;855;1138;693;463;298;209;94;27;5244
"130068 Boa Vista do Ramos";263;1287;760;1064;764;517;357;272;169;52;5505
"130070 Boca do Acre";817;3359;2869;3923;2649;1834;1193;723;396;136;17899
"130080 Borba";517;2450;1772;2232;1513;1085;766;677;352;133;11497
"130083 Caapiranga";297;1119;811;1053;688;491;292;219;47;33;5050
"130090 Canutama";525;2178;1251;1828;1499;812;517;229;72;21;8932
"130100 Carauari";658;3205;2141;2995;1942;1259;746;491;214;71;13722
"130110 Careiro";472;5506;3453;4236;4787;2091;977;527;181;42;22272
"130115 Careiro da Várzea";511;2110;2232;2886;2036;1377;1014;693;294;96;13249
"130120 Coari";1157;5331;4440;5358;3758;2763;1804;1150;531;170;26462
"130130 Codajás";359;2032;1558;1959;1284;888;645;425;223;52;9425
"130140 Eirunepé";725;3130;2408;3179;2052;1381;789;524;268;98;14554
"130150 Envira";390;2496;1981;2338;1544;1043;509;258;83;35;10677
"130160 Fonte Boa";473;2532;2110;2481;1633;1144;625;410;198;77;11683
"130165 Guajará";315;1518;1249;1599;1123;888;455;304;117;41;7609
"130170 Humaitá";857;5561;5220;6059;4364;2789;1590;904;384;95;27823
"130180 Ipixuna";376;1476;1111;1401;956;532;353;299;123;19;6646
"130185 Iranduba";607;2517;2289;3023;1991;1441;1080;645;276;87;13956
"130190 Itacoatiara";1726;7472;7285;9158;6365;4339;2951;1952;914;378;42540
"130195 Itamarati";374;1750;1040;1458;796;525;250;117;45;22;6377
"130200 Itapiranga";159;671;543;784;529;417;295;201;99;34;3732
"130210 Japurá";225;1496;1353;1971;1642;836;322;113;23;10;7991
"130220 Juruá";180;784;577;689;395;309;198;140;64;18;3354
"130230 Jutaí";551;2443;1738;2258;1763;961;579;232;78;20;10623
"130240 Lábrea";984;4755;4093;4769;3675;2337;1295;799;304;139;23150
"130250 Manacapuru";1993;8043;6699;8535;5858;4094;2818;1839;882;304;41065
"130255 Manaquiri";332;1279;1198;1763;1113;818;555;375;164;59;7656
"130260 Manaus";25698;105905;132357;220874;152947;85235;46760;28343;12790;4087;814996
"130270 Manicoré";1145;5498;4413;5562;3898;2887;1711;972;544;165;26795
"130280 Maraã";517;2292;1248;1812;1003;704;441;245;114;34;8410
"130290 Maués";959;4433;3252;4313;3520;2022;1443;1289;598;199;22028
"130300 Nhamundá";463;1945;1448;1757;1265;882;572;485;244;90;9151
"130310 Nova Olinda do Norte";378;1815;1340;1664;1294;790;575;660;290;93;8899
"130320 Novo Airão";379;1902;1762;2181;1991;1241;660;279;90;17;10502
"130330 Novo Aripuanã";332;1625;1254;1614;1346;938;602;383;234;65;8393
"130340 Parintins";1787;7929;7038;8551;6254;4091;2994;2114;1007;451;42216
"130350 Pauini";308;1972;2346;3149;2294;1481;770;320;121;28;12789
"130353 Presidente Figueiredo";226;932;810;1475;1250;606;308;138;34;6;5785
"130356 Rio Preto da Eva";246;899;842;1209;802;479;263;168;57;6;4971
"130360 Santa Isabel do Rio Negro";370;1925;1959;2487;1948;1764;890;435;141;25;11944
"130370 Santo Antônio do Içá";565;2710;2009;2774;2162;1428;702;400;232;43;13025
"130380 São Gabriel da Cachoeira";731;2963;2719;4216;2697;1895;1139;1004;406;101;17871
"130390 São Paulo de Olivença";487;2119;1687;2061;1403;899;631;412;239;53;9991
"130395 São Sebastião do Uatumã";193;702;558;668;495;299;205;156;71;20;3367
"130400 Silves";205;771;617;740;595;343;247;216;100;34;3868
"130406 Tabatinga";917;4298;3550;5394;3414;2096;1147;674;302;135;21927
"130410 Tapauá";746;3943;2849;3977;3044;1518;858;426;178;41;17580
"130420 Tefé";1793;7982;7069;8004;6184;4133;2319;1257;507;182;39430
"130423 Tonantins";304;1484;1233;1523;964;750;473;225;80;24;7060
"130426 Uarini";206;894;649;770;515;320;249;161;50;25;3839
"130430 Urucará";434;1631;1451;1880;1187;849;567;390;189;74;8652
"130440 Urucurituba";646;2703;2226;2745;1859;1206;751;486;304;103;13029
"140005 Alto Alegre";260;1289;1211;2603;2257;1117;577;308;136;86;9844
"140010 Boa Vista";4353;17709;17463;37924;25023;12153;5943;3572;1392;453;125985
"140015 Bonfim";350;1416;1115;1777;1368;835;560;278;137;33;7869
"140020 Caracaraí";315;1310;900;1629;1366;753;455;225;101;24;7078
"140030 Mucajaí";361;1728;1256;4390;2129;1055;637;307;118;21;12002
"140040 Normandia";378;1646;1284;2293;1462;935;476;247;124;57;8902
"140050 São João da Baliza";303;1206;1148;2276;1865;1211;571;243;92;17;8932
"140060 São Luiz";411;1328;1021;1468;1284;889;477;284;87;25;7274
"150010 Abaetetuba";3597;13575;12371;16439;11199;7383;4549;2997;1842;817;74769
"150030 Afuá";797;2962;2231;2759;1875;1232;797;502;276;140;13571
"150034 Água Azul do Norte";253;984;821;1525;1062;557;288;119;28;6;5643
"150040 Alenquer";1786;7243;6041;6846;5621;3850;2736;1840;969;349;37281
"150050 Almeirim";1075;4323;3636;6359;4466;2236;1152;633;319;99;24298
"150070 Anajás";661;2351;1598;2065;1415;866;584;358;193;63;10154
"150080 Ananindeua";2776;10800;10431;18806;13114;6696;3676;1951;875;370;69495
"150090 Augusto Corrêa";1148;4659;3179;4269;3108;2170;1494;1123;638;133;21921
"150100 Aveiro";423;1528;1251;1607;1235;789;624;345;162;40;8004
"150110 Bagre";605;2232;1796;2354;1369;930;553;386;218;58;10501
"150120 Baião";720;2918;2358;3044;2071;1464;973;689;355;125;14717
"150130 Barcarena";1800;6809;5392;8730;6465;3537;1891;1226;698;279;36827
"150140 Belém";26217;114088;161610;264997;186102;115237;70890;44664;21070;8130;1013005
"150150 Benevides";1815;7573;7636;12081;8130;5009;3154;1953;897;347;48595
"150160 Bonito";285;1150;952;1334;885;595;441;317;171;48;6178
"150170 Bragança";3299;12991;11562;14057;10259;7337;4990;3912;2030;715;71152
"150175 Brejo Grande do Araguaia";212;809;642;898;700;486;354;212;110;22;4445
"150178 Breu Branco";413;1797;1639;2374;1906;1109;604;299;119;31;10291
"150180 Breves";2836;11272;8830;10973;7577;4902;2818;1979;1330;501;53018
"150190 Bujaru";503;1887;1581;2149;1433;1144;777;614;237;118;10443
"150200 Cachoeira do Arari";437;1751;1500;2013;1305;947;773;563;285;130;9704
"150210 Cametá";3089;12302;9740;12013;8200;5938;3838;2928;1843;830;60721
"150220 Capanema";1301;5684;6404;8614;6380;4058;2810;1906;1023;430;38610
"150230 Capitão Poço";1631;6575;5411;7469;5065;3305;2201;1278;638;180;33753
"150240 Castanhal";2872;11952;13172;20126;13697;8472;5100;3240;1621;622;80874
"150250 Chaves";669;2394;1993;2706;1689;1296;881;525;328;97;12578
"150260 Colares";310;1196;858;1151;826;736;486;354;181;97;6195
"150270 Conceição do Araguaia";1392;6126;7186;9642;6774;4928;3047;1666;775;247;41783
"150275 Concórdia do Pará";502;2078;1827;2413;1518;1166;723;518;271;87;11103
"150276 Cumaru do Norte";176;651;707;1563;966;591;280;107;24;4;5069
"150277 Curionópolis";1081;4169;2985;5206;4032;2624;1577;649;177;39;22539
"150280 Curralinho";661;2477;1859;2168;1366;933;499;388;365;161;10877
"150290 Curuçá";590;2495;2173;2735;2042;1650;1262;994;570;248;14759
"150295 Eldorado do Carajás";456;1759;1258;2195;1700;1107;665;273;74;16;9503
"150300 Faro";97;434;364;427;328;245;172;139;71;24;2301
"150307 Garrafão do Norte";776;3083;2610;3260;2013;1597;889;508;212;80;15028
"150310 Gurupá";642;3013;2311;2892;1783;1364;792;510;278;121;13706
"150320 Igarapé-Açu";927;3491;3042;4190;2961;2136;1592;1133;654;243;20369
"150330 Igarapé-Miri";1309;5859;4992;6192;4249;2831;1793;1346;853;356;29780
"150340 Inhangapi";201;909;671;978;703;471;306;249;135;39;4662
"150350 Irituia";1057;4448;3652;4577;3127;2400;1371;1111;644;235;22622
"150360 Itaituba";3125;12315;10605;20531;15349;7857;3967;1995;723;175;76642
"150375 Jacareacanga";325;1281;1103;2134;1595;817;412;207;75;18;7967
"150380 Jacundá";1137;4415;3568;5042;3887;2552;1597;819;341;112;23470
"150390 Juruti";854;3611;2202;2665;2319;1696;1076;860;506;170;15959
"150400 Limoeiro do Ajuru";692;2573;2130;2465;1606;1025;632;489;337;130;12079
"150405 Mãe do Rio";878;3957;3813;5136;3233;2233;1364;782;438;106;21940
"150410 Magalhães Barata";244;965;808;929;696;577;384;333;246;84;5266
"150420 Marabá";4374;17282;15596;24505;17272;10249;6209;3434;1560;463;100944
"150430 Maracanã";910;3546;2683;3449;2505;2053;1448;1058;679;298;18629
"150440 Marapanim";628;2552;2106;2688;1963;1575;1258;972;641;205;14588
"150450 Melgaço";579;2449;1644;2151;1414;908;435;415;248;68;10311
"150460 Mocajuba";674;2716;2231;2731;1943;1451;880;580;395;147;13748
"150470 Moju";1514;6049;4684;6702;4592;2994;1818;1180;504;139;30176
"150480 Monte Alegre";1491;6201;5629;6861;5043;3497;2436;1626;776;314;33874
"150490 Muaná";800;3170;2634;3284;2478;1567;1012;788;412;173;16318
"150495 Nova Esperança do Piriá";242;986;684;935;683;487;327;214;110;25;4693
"150500 Nova Timboteua";224;985;1036;1410;1031;795;535;399;244;101;6760
"150503 Novo Progresso";190;746;643;1247;931;476;241;121;45;11;4651
"150506 Novo Repartimento";1049;4075;3293;4653;3586;2356;1474;756;314;104;21660
"150510 Óbidos";1231;5435;4882;5807;4302;3340;2164;1469;829;357;29816
"150520 Oeiras do Pará";754;3223;2314;2764;1790;1326;694;519;400;122;13906
"150530 Oriximiná";1203;5404;4646;6244;5194;3280;1880;1208;676;240;29975
"150540 Ourém";430;1843;1551;1937;1330;936;655;429;220;82;9413
"150543 Ourilândia do Norte";715;2647;2874;6359;3930;2408;1139;431;99;16;20618
"150548 Pacajá";1180;4549;3727;5129;3828;2667;1760;827;241;54;23962
"150549 Palestina do Pará";182;698;552;774;603;420;306;183;94;19;3831
"150553 Parauapebas";1721;6688;5576;10362;7214;3782;1959;812;197;44;38355
"150555 Pau D'Arco";137;580;612;984;670;412;226;108;42;10;3781
"150560 Peixe-Boi";147;702;629;855;617;443;361;262;113;58;4187
"150570 Ponta de Pedras";546;2265;1878;2590;1878;1139;852;636;292;173;12249
"150580 Portel";1090;4664;3580;4108;2869;2060;1199;793;500;125;20988
"150590 Porto de Moz";737;2576;1773;2258;1399;997;588;291;226;86;10931
"150600 Prainha";1232;4539;2977;4259;2727;1708;1063;617;250;77;19449
"150610 Primavera";514;2175;1867;2267;1649;1292;982;694;411;208;12059
"150613 Redenção";1498;6367;6717;10811;7364;4536;2492;1190;461;114;41550
"150616 Rio Maria";820;3512;3491;5470;3738;2433;1330;686;261;60;21801
"150619 Rurópolis";750;2953;2203;3186;2513;1642;1072;524;208;57;15108
"150620 Salinópolis";753;3101;2801;3686;2457;1751;1197;730;391;195;17062
"150630 Salvaterra";395;1525;1341;1788;1266;989;765;556;312;135;9072
"150635 Santa Bárbara do Pará";267;1112;1120;1773;1192;735;462;286;131;51;7129
"150640 Santa Cruz do Arari";106;527;570;779;493;392;290;217;87;36;3497
"150650 Santa Izabel do Pará";998;4163;4082;6208;4015;2645;1706;1184;611;256;25868
"150655 Santa Luzia do Pará";635;2715;2287;2855;1960;1380;966;634;325;121;13878
"150658 Santa Maria das Barreiras";197;831;768;1442;1085;634;441;211;85;31;5725
"150660 Santa Maria do Pará";483;2060;2165;3180;2080;1388;994;699;350;137;13536
"150670 Santana do Araguaia";454;1922;1939;2906;2382;1443;769;409;155;36;12415
"150680 Santarém";8075;33019;34519;44448;31300;20564;13174;8325;4159;1556;199139
"150690 Santarém Novo";167;635;442;545;446;320;222;164;89;26;3056
"150700 Santo Antônio do Tauá";506;2350;2003;2596;1905;1366;962;574;410;137;12809
"150710 São Caetano de Odivelas";613;2616;2366;3381;2461;1567;1226;827;433;187;15677
"150730 São Félix do Xingu";989;3674;3139;5316;3525;2114;1238;537;146;42;20720
"150740 São Francisco do Pará";345;1439;1235;1878;1361;860;635;452;218;88;8511
"150745 São Geraldo do Araguaia";1332;5718;4707;6606;4605;3304;2200;1224;466;150;30312
"150747 São João de Pirabas";609;2297;1753;2232;1677;1303;959;688;440;221;12179
"150760 São Miguel do Guamá";1081;4227;3957;5138;3516;2599;1617;1164;627;291;24217
"150770 São Sebastião da Boa Vista";502;2210;1921;2265;1500;949;602;438;298;122;10807
"150780 Senador José Porfírio";987;4321;3308;6342;5262;3190;1756;721;159;18;26064
"150790 Soure";503;2054;2005;2720;1970;1375;1078;683;395;157;12940
"150795 Tailândia";754;2938;2071;3525;2363;1318;772;373;123;28;14265
"150796 Terra Alta";151;642;559;703;526;425;324;256;147;64;3797
"150797 Terra Santa";321;1437;1204;1413;1086;812;570;460;237;81;7621
"150805 Trairão";299;1177;1015;1963;1467;751;379;191;70;17;7329
"150808 Tucumã";1142;4232;3823;7357;4910;2814;1404;579;122;53;26436
"150810 Tucuruí";1655;7194;6562;9509;7630;4438;2420;1200;476;125;41209
"150820 Vigia";1137;4814;4444;6396;4276;3140;2030;1279;910;332;28758
"150830 Viseu";2042;8297;5756;7863;5746;4098;2757;1806;924;217;39506
"150840 Xinguara";1507;5970;6176;9849;7046;4235;2523;1135;381;86;38908
"160010 Amapá";266;1028;747;1069;622;488;281;186;102;41;4830
"160020 Calçoene";238;812;545;881;653;396;242;128;66;28;3989
"160021 Cutias";53;215;219;318;220;126;76;43;21;11;1302
"160023 Ferreira Gomes";89;334;261;298;242;167;113;60;26;14;1604
"160025 Itaubal";38;153;157;228;158;90;54;31;14;8;931
"160027 Laranjal do Jari";892;3302;2402;4413;2736;1451;818;380;138;65;16597
"160030 Macapá";5305;21573;21963;32081;22156;12641;7588;4375;2084;1129;130895
"160040 Mazagão";394;1426;1001;1302;840;629;406;278;116;52;6444
"160050 Oiapoque";341;1125;926;1461;1020;495;272;170;116;26;5952
"160015 Pedra Branca do Amapari";46;186;190;278;192;110;67;39;18;10;1136
"160053 Porto Grande";165;671;684;999;689;393;236;136;64;35;4072
"160055 Pracuúba";57;218;159;228;133;104;60;40;22;9;1030
"160060 Santana";1947;7736;6755;9002;6070;3825;2249;1158;612;305;39659
"160005 Serra do Navio";60;242;247;361;250;142;86;49;23;13;1473
"160070 Tartarugalzinho";209;848;477;726;529;315;191;126;62;19;3502
"170025 Abreulândia";58;237;193;296;223;151;113;68;45;12;1396
"170035 Aliança do Tocantins";155;697;838;1123;785;570;396;236;110;40;4950
"170040 Almas";268;1041;853;1138;811;599;432;289;140;71;5642
"170070 Alvorada";274;937;1271;1934;1404;904;596;326;169;61;7876
"170100 Ananás";277;1107;968;1268;898;708;469;269;148;43;6155
"170105 Angico";84;365;284;415;289;231;185;133;71;24;2081
"170110 Aparecida do Rio Negro";93;371;380;446;362;256;200;114;51;17;2290
"170130 Aragominas";80;317;386;569;375;254;154;89;41;13;2278
"170190 Araguacema";136;556;453;695;524;354;267;157;107;29;3278
"170200 Araguaçu";225;906;1151;1628;1288;897;591;383;160;48;7277
"170210 Araguaína";2489;9920;12057;17758;11754;7921;4785;2749;1280;415;71128
"170215 Araguanã";60;238;290;427;283;191;115;67;30;10;1711
"170220 Araguatins";733;2912;2605;3396;2380;1840;1309;826;369;125;16495
"170230 Arapoema";266;1077;1231;1732;1163;844;524;285;149;40;7311
"170240 Arraias";315;1351;1192;1643;1274;899;611;425;279;102;8091
"170255 Augustinópolis";356;1350;1127;1540;1201;944;589;334;184;51;7676
"170270 Aurora do Tocantins";105;461;602;725;536;395;249;153;79;22;3327
"170290 Axixá do Tocantins";371;1378;1065;1368;987;850;625;341;215;68;7268
"170300 Babaçulândia";224;1010;970;1362;1007;712;610;486;214;86;6681
"170310 Barrolândia";125;662;696;1090;817;559;426;251;119;49;4794
"170320 Bernardo Sayão";119;480;536;814;517;384;253;122;36;7;3268
"170330 Bom Jesus do Tocantins";79;276;328;437;289;206;147;104;59;23;1948
"170360 Brasilândia do Tocantins";39;176;209;268;189;140;98;69;37;11;1236
"170370 Brejinho de Nazaré";217;823;785;1031;733;539;428;272;128;54;5010
"170380 Buriti do Tocantins";316;1083;819;1093;834;624;414;219;154;48;5604
"170382 Cachoeirinha";48;209;179;249;190;129;103;64;34;13;1218
"170384 Campos Lindos";116;443;370;510;356;276;191;127;82;23;2494
"170386 Cariri do Tocantins";84;332;320;510;359;240;196;104;67;16;2228
"170388 Carmolândia";50;197;240;352;234;157;95;54;25;8;1412
"170389 Carrasco Bonito";65;218;154;218;139;113;100;54;30;11;1102
"170390 Caseara";86;362;347;429;318;249;140;94;54;10;2089
"170410 Centenário";49;215;208;289;217;159;115;81;44;14;1391
"170550 Colinas do Tocantins";538;2208;2729;3812;2599;1944;1312;743;373;115;16373
"171670 Colméia";215;801;1037;1505;1070;800;517;297;188;62;6492
"170555 Combinado";111;517;569;770;588;408;251;185;82;14;3495
"170560 Conceição do Tocantins";150;586;419;787;520;329;224;118;66;30;3229
"170600 Couto Magalhães";149;587;554;817;622;440;286;170;70;17;3712
"170610 Cristalândia";192;906;1094;1465;1072;726;500;342;192;71;6560
"170650 Darcinópolis";95;414;356;491;374;255;204;128;66;25;2408
"170700 Dianópolis";341;1603;1408;2105;1615;1069;744;464;237;111;9697
"170710 Divinópolis do Tocantins";136;675;698;1043;773;584;391;239;118;44;4701
"170720 Dois Irmãos do Tocantins";160;796;964;1206;925;631;492;304;136;57;5671
"170730 Dueré";126;497;478;761;536;358;292;156;100;24;3328
"170740 Esperantina";182;683;533;757;537;409;285;179;96;31;3692
"170755 Fátima";114;492;606;754;549;376;288;186;90;38;3493
"170765 Figueirópolis";128;531;735;1037;675;537;366;236;119;45;4409
"170770 Filadélfia";223;836;829;1136;762;637;491;307;167;58;5446
"170820 Formoso do Araguaia";450;1917;2181;3066;2123;1401;915;500;220;57;12830
"170825 Fortaleza do Tabocão";37;137;185;259;182;129;86;50;27;11;1103
"170830 Goianorte";147;569;675;857;566;464;271;170;66;26;3811
"170900 Goiatins";500;1919;1607;2216;1551;1197;832;552;360;102;10836
"170930 Guaraí";499;1847;2512;3501;2461;1740;1166;680;370;146;14922
"170950 Gurupi";1398;5782;7111;11532;7936;4659;2910;1743;867;285;44223
"171050 Itacajá";182;797;770;1067;802;585;424;304;160;52;5143
"171070 Itaguatins";216;822;685;985;693;485;378;236;132;44;4676
"171090 Itapiratins";72;317;304;421;316;231;167;119;63;20;2030
"171110 Itaporã do Tocantins";96;398;399;644;385;311;200;122;47;13;2615
"171150 Jaú do Tocantins";71;286;323;452;344;260;174;97;50;16;2073
"171180 Juarina";57;224;211;311;236;168;109;65;26;7;1414
"171190 Lagoa da Confusão";48;226;274;366;268;183;125;85;48;18;1641
"171195 Lagoa do Tocantins";80;262;216;278;232;155;125;65;36;18;1467
"171200 Lajeado";28;101;83;130;95;57;40;27;21;6;588
"171240 Lizarda";146;597;341;611;531;336;261;180;78;35;3116
"171250 Marianópolis do Tocantins";67;267;256;425;306;177;154;78;33;9;1772
"171270 Mateiros";32;148;136;173;122;102;71;45;23;6;858
"171280 Maurilândia do Tocantins";57;244;211;291;221;150;121;76;38;15;1424
"171320 Miracema do Tocantins";554;2318;2326;3752;2573;1522;1071;740;338;116;15310
"171330 Miranorte";252;936;1349;1761;1403;953;637;404;232;82;8009
"171360 Monte do Carmo";227;813;704;1058;736;503;358;198;107;54;4758
"171395 Muricilândia";76;302;368;542;358;241;145;85;39;13;2169
"171420 Natividade";319;1387;1047;1573;1114;862;604;428;246;101;7681
"171430 Nazaré";176;771;600;877;611;488;389;279;150;50;4391
"171488 Nova Olinda";212;745;883;1166;826;671;450;272;133;35;5393
"171500 Nova Rosalândia";74;314;371;421;374;290;197;122;73;34;2270
"171510 Novo Acordo";89;312;223;331;294;205;125;105;54;12;1750
"171515 Novo Alegre";54;229;202;278;216;152;103;72;47;17;1370
"171525 Novo Jardim";38;181;160;201;175;133;92;64;35;16;1095
"172100 Palmas";1294;5484;5117;10286;7160;3854;2075;739;206;72;36287
"171570 Palmeirante";105;394;391;535;360;301;232;146;79;27;2570
"171380 Palmeiras do Tocantins";82;357;308;424;324;221;177;111;57;22;2083
"171575 Palmeirópolis";205;935;1187;1670;1173;809;510;297;137;54;6977
"171610 Paraíso do Tocantins";752;2783;3768;5893;4125;2663;1683;988;455;169;23279
"171620 Paranã";357;1519;1206;1569;1184;902;567;414;206;107;8031
"171630 Pau D'Arco";101;410;469;660;443;322;200;110;56;16;2787
"171650 Pedro Afonso";289;1004;1193;1588;1050;753;536;376;217;84;7090
"171660 Peixe";232;938;1060;1484;1127;857;569;319;166;54;6806
"171665 Pequizeiro";87;356;379;564;390;252;180;108;50;15;2381
"171700 Pindorama do Tocantins";163;626;576;727;554;423;273;172;90;34;3638
"171720 Piraquê";32;121;137;197;127;90;65;47;24;8;848
"171750 Pium";222;945;1085;1533;1082;766;474;237;145;45;6534
"171780 Ponte Alta do Bom Jesus";124;598;526;663;580;437;303;214;118;52;3615
"171790 Ponte Alta do Tocantins";162;755;694;884;619;517;361;228;121;33;4374
"171800 Porto Alegre do Tocantins";81;288;232;308;231;168;145;65;40;14;1572
"171820 Porto Nacional";1296;5049;5620;8171;5426;3526;2367;1362;775;330;33922
