 População Residente - Brasil
População residente por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:2009
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"150215 Canaã dos Carajás";491;2056;2806;5600;4454;3297;1925;1067;486;98;22280
"150220 Capanema";1040;4592;6248;13039;9168;6821;4836;2896;1880;878;51398
"150230 Capitão Poço";1162;4771;5853;10407;6694;4714;3224;2169;1271;509;40774
"150240 Castanhal";2660;11441;16240;33054;24964;17919;11476;6450;3301;1473;128978
"150250 Chaves";504;2040;2531;3746;2557;1628;1135;670;384;156;15351
"150260 Colares";250;998;1235;2369;1481;1044;719;534;315;135;9080
"150270 Conceição do Araguaia";795;3526;4607;8478;6364;5033;3665;2534;1366;544;36912
"150275 Concórdia do Pará";505;2080;2534;4320;2848;1895;1221;836;491;233;16963
"150276 Cumaru do Norte";261;1007;1495;2235;1457;1235;783;397;117;32;9019
"150277 Curionópolis";369;1486;1908;3285;2053;1790;1528;1033;546;152;14150
"150280 Curralinho";810;3231;3129;4872;2913;1777;1387;939;507;272;19837
"150285 Curuá";345;1416;1418;2422;1383;1037;728;472;285;128;9634
"150290 Curuçá";758;3203;3719;6882;4508;3371;2575;1753;1256;560;28585
"150293 Dom Eliseu";842;3559;4260;8001;5367;3688;2178;1006;471;139;29511
"150295 Eldorado do Carajás";730;2943;3145;5828;3802;2735;1704;886;360;83;22216
"150300 Faro";484;1961;2402;3868;2574;1611;934;463;312;127;14736
"150304 Floresta do Araguaia";310;1322;1582;2880;2277;1633;1039;693;327;109;12172
"150307 Garrafão do Norte";658;2695;2991;4673;2979;2029;1312;911;439;159;18846
"150309 Goianésia do Pará";658;2655;3277;6407;4329;2581;1616;713;358;86;22680
"150310 Gurupá";712;2860;2860;4520;2979;1917;1249;888;471;194;18650
"150320 Igarapé-Açu";686;2835;3742;7097;4720;3528;2521;1514;923;408;27974
"150330 Igarapé-Miri";1252;5220;6446;11096;7327;4755;3524;2224;1295;634;43773
"150340 Inhangapi";219;910;1048;2071;1300;972;734;488;263;137;8142
"150345 Ipixuna do Pará";1087;4435;5012;8762;6273;3646;2303;1248;496;171;33433
"150350 Irituia";653;2714;3235;5999;3824;2617;2003;1482;809;434;23770
"150360 Itaituba";2594;10757;13544;25644;17617;13357;8421;4509;2079;715;99237
"150370 Itupiranga";964;4015;4569;8111;5199;3569;2562;1569;723;213;31494
"150375 Jacareacanga";816;3297;4338;8758;6507;4688;2676;1112;322;77;32591
"150380 Jacundá";1090;4540;5831;11863;8498;5405;3491;1974;1034;357;44083
"150390 Juruti";1044;4171;3858;6542;3676;2539;2071;1310;755;409;26375
"150400 Limoeiro do Ajuru";677;2708;2796;4513;3039;1906;1320;791;445;266;18461
"150405 Mãe do Rio";560;2370;2920;5666;3972;2643;1959;1465;850;425;22830
"150410 Magalhães Barata";161;670;796;1455;915;692;635;442;313;159;6238
"150420 Marabá";3892;16323;21292;42709;30121;20971;12930;6467;3408;1188;159301
"150430 Maracanã";684;2738;3175;5337;3542;2668;1935;1451;899;431;22860
"150440 Marapanim";588;2412;2905;5102;3510;2713;2076;1435;924;443;22108
"150442 Marituba";1844;7789;10490;20159;17080;11070;6138;2909;1360;535;79374
"150445 Medicilândia";465;1990;2706;4677;3067;2244;1573;907;415;132;18176
"150450 Melgaço";540;2164;2136;3168;1932;1083;713;476;249;137;12598
"150460 Mocajuba";592;2453;2643;4609;2780;1980;1486;1127;660;298;18628
"150470 Moju";1704;6895;8301;13676;8388;5319;3648;2189;1103;434;51657
"150480 Monte Alegre";1434;5961;6814;11820;8013;5667;4265;2633;1586;684;48877
"150490 Muaná";697;2838;3386;5862;4012;2611;1872;1170;681;333;23462
"150495 Nova Esperança do Piriá";710;2755;2775;4866;3400;1735;965;449;168;39;17862
"150497 Nova Ipixuna";308;1302;1586;2817;1959;1421;1177;680;304;113;11667
"150500 Nova Timboteua";204;893;1228;2591;1759;1303;968;656;407;186;10195
"150503 Novo Progresso";252;1069;1994;4633;4770;3590;1502;356;106;23;18295
"150506 Novo Repartimento";1300;5396;6310;10922;7080;4994;3346;1844;819;209;42220
"150510 Óbidos";1014;4293;4925;9412;6120;4403;3222;2298;1262;595;37544
"150520 Oeiras do Pará";771;3086;2943;4908;2968;1860;1354;933;387;240;19450
"150530 Oriximiná";1295;5480;6151;11532;7280;5050;3579;2309;1249;576;44501
"150540 Ourém";321;1355;1684;3153;1948;1486;1068;716;415;206;12352
"150543 Ourilândia do Norte";387;1582;2592;4436;3019;2204;1550;822;356;75;17023
"150548 Pacajá";947;3927;4878;8175;5112;3695;2744;1555;795;223;32051
"150549 Palestina do Pará";148;598;829;1527;962;670;501;300;190;63;5788
"150550 Paragominas";2106;8775;10646;20239;14601;8830;5075;2462;978;322;74034
"150553 Parauapebas";3149;12735;17186;32775;22693;14921;8587;4201;1845;561;118653
"150555 Pau D'Arco";125;523;677;1266;929;686;431;302;163;56;5158
"150560 Peixe-Boi";137;589;742;1567;1058;859;643;387;261;110;6353
"150563 Piçarra";287;1170;1325;2571;2039;1424;810;398;172;52;10248
"150565 Placas";436;1855;2245;3866;2454;1891;1167;563;249;53;14779
"150570 Ponta de Pedras";556;2285;2851;5192;3509;2562;1704;985;653;319;20616
"150580 Portel";1464;5970;5438;8518;5289;3126;2224;1413;665;349;34456
"150590 Porto de Moz";824;3208;3260;5318;3547;2058;1161;778;401;158;20713
"150600 Prainha";739;2908;3026;5085;3220;2135;1372;778;433;158;19854
"150610 Primavera";222;954;1125;2013;1333;985;741;565;361;214;8513
"150611 Quatipuru";287;1188;1360;2652;1686;1299;936;609;394;152;10563
"150613 Redenção";1187;5111;6703;13487;10495;7434;4288;2365;1148;376;52594
"150616 Rio Maria";279;1196;1622;3446;2541;2020;1466;926;489;156;14141
"150618 Rondon do Pará";832;3607;5037;9915;6793;4822;3186;1985;1021;359;37557
"150619 Rurópolis";768;3211;3854;7302;4402;3536;2550;1386;756;238;28003
"150620 Salinópolis";830;3452;4163;7821;5486;3682;2420;1456;770;324;30404
"150630 Salvaterra";380;1539;1930;3333;2431;1802;1266;825;493;219;14218
"150635 Santa Bárbara do Pará";295;1230;1489;2926;2142;1485;923;587;330;133;11540
"150640 Santa Cruz do Arari";124;519;729;1202;825;615;391;246;141;61;4853
"150650 Santa Izabel do Pará";952;3994;5831;11600;9073;5916;3599;2081;1117;499;44662
"150655 Santa Luzia do Pará";425;1770;1905;3518;2308;1564;1112;741;454;201;13998
"150658 Santa Maria das Barreiras";328;1378;1747;3223;2309;2088;1658;829;322;112;13994
"150660 Santa Maria do Pará";380;1638;2377;4668;3465;2538;1649;1030;615;292;18652
"150670 Santana do Araguaia";1014;4312;5785;10772;9200;6396;3717;1394;534;142;43266
"150680 Santarém";5139;22031;28066;54290;37529;27411;19888;12169;6883;3126;216532
"150690 Santarém Novo";149;607;662;1262;759;547;406;287;168;75;4922
"150700 Santo Antônio do Tauá";533;2217;2740;5225;3690;2500;1948;1328;756;328;21265
"150710 São Caetano de Odivelas";346;1454;1861;3258;2011;1435;1216;746;510;186;13023
"150715 São Domingos do Araguaia";477;1988;2347;4342;3006;1938;1366;963;496;189;17112
"150720 São Domingos do Capim";716;2957;3035;5159;3231;2115;1487;1170;508;274;20652
"150730 São Félix do Xingu";1452;5964;7325;13002;8726;7007;4648;2377;1032;234;51767
"150740 São Francisco do Pará";208;870;1173;2467;1672;1172;872;559;319;145;9457
"150745 São Geraldo do Araguaia";514;2140;2476;5004;3514;2621;1652;962;510;193;19586
"150746 São João da Ponta";98;416;564;908;506;432;394;298;207;100;3923
"150747 São João de Pirabas";442;1774;2147;3741;2444;1864;1368;984;603;282;15649
"150750 São João do Araguaia";269;1130;1287;2349;1662;1147;722;345;172;59;9142
"150760 São Miguel do Guamá";935;3912;4596;8726;6180;4232;2797;1876;939;511;34704
"150770 São Sebastião da Boa Vista";520;2177;2463;4182;2518;1721;1240;824;511;258;16414
"150775 Sapucaia";101;432;601;1161;806;659;333;211;86;26;4416
"150780 Senador José Porfírio";422;1657;1903;2810;1841;896;464;335;152;50;10530
"150790 Soure";418;1760;2368;4294;3012;2312;1614;1005;663;292;17738
"150795 Tailândia";1811;7031;8460;15428;11156;6159;3243;1492;607;178;55565
"150796 Terra Alta";237;972;1089;2061;1399;966;663;438;258;112;8195
"150797 Terra Santa";364;1539;1684;3260;2070;1224;951;598;379;172;12241
"150800 Tomé-Açu";1107;4484;5472;9713;6635;4299;2721;1751;840;323;37345
"150803 Tracuateua";628;2563;2984;5442;3350;2501;1889;1224;722;317;21620
"150805 Trairão";407;1730;2020;3188;2291;1591;896;379;147;32;12681
"150808 Tucumã";502;2066;3099;5629;3777;3145;2037;1187;491;134;22067
"150810 Tucuruí";1751;7483;9776;20655;15157;9784;6279;2881;1364;516;75646
"150812 Ulianópolis";794;3161;4450;7522;5313;3385;1731;875;279;63;27573
"150815 Uruará";605;2541;3699;7356;5190;3414;2167;1222;585;151;26930
"150820 Vigia";837;3533;4886;9201;6287;4559;3448;2244;1216;533;36744
"150830 Viseu";1474;6002;6236;10195;5812;4357;3276;2011;1300;532;41195
"150835 Vitória do Xingu";197;819;1060;1920;1410;911;577;403;238;76;7611
"150840 Xinguara";683;2941;4074;8042;6321;4549;2874;1670;893;275;32322
"160010 Amapá";242;905;856;1431;894;662;419;256;149;82;5896
"160020 Calçoene";308;1097;987;1716;1164;904;493;257;120;58;7104
"160021 Cutias";161;616;596;831;610;286;106;80;45;22;3353
"160023 Ferreira Gomes";184;678;587;1006;692;414;264;149;95;48;4117
"160025 Itaubal";130;472;430;693;432;272;150;73;36;15;2703
"160027 Laranjal do Jari";1232;4494;4440;7689;5376;3683;1960;976;435;202;30487
"160030 Macapá";9220;35902;39074;71707;53876;35038;19279;9449;4702;2548;280795
"160040 Mazagão";529;1920;1646;2530;1563;1133;669;446;220;136;10792
"160050 Oiapoque";659;2393;2500;3848;2691;1899;957;382;154;103;15586
"160015 Pedra Branca do Amapari";267;958;838;1361;1085;825;519;252;116;59;6280
"160053 Porto Grande";447;1617;1601;2784;2134;1468;818;421;222;86;11598
"160055 Pracuúba";137;484;397;659;387;277;192;121;62;32;2748
"160060 Santana";2738;10391;10745;18824;13153;8446;4906;2866;1365;757;74191
"160005 Serra do Navio";127;455;441;850;545;290;185;114;47;28;3082
"160070 Tartarugalzinho";544;1911;1620;2383;1435;1068;624;324;146;60;10115
"160080 Vitória do Jari";399;1456;1414;2150;1282;808;435;287;134;66;8431
"170025 Abreulândia";41;174;186;431;312;282;221;141;59;36;1883
"170030 Aguiarnópolis";92;373;430;837;558;371;282;198;119;46;3306
"170035 Aliança do Tocantins";96;401;544;1015;811;687;502;354;203;91;4704
"170040 Almas";166;648;767;1423;1067;849;543;354;178;89;6084
"170070 Alvorada";111;490;771;1504;1196;1037;724;500;266;117;6716
"170100 Ananás";194;791;982;2003;1316;872;580;465;236;102;7541
"170105 Angico";67;273;321;649;422;366;248;160;103;44;2653
"170110 Aparecida do Rio Negro";67;287;404;840;541;461;393;257;157;52;3459
"170130 Aragominas";109;460;592;1019;704;620;464;247;102;33;4350
"170190 Araguacema";117;470;578;980;688;635;449;269;145;68;4399
"170200 Araguaçu";130;556;786;1628;1443;1114;877;591;384;151;7660
"170210 Araguaína";2011;8541;11975;24056;18625;13292;8282;4908;2609;1065;95364
"170215 Araguanã";120;470;613;993;690;555;297;199;103;42;4082
"170220 Araguatins";584;2436;2684;5022;3248;2565;1862;1220;752;298;20671
"170230 Arapoema";144;587;726;1308;962;728;481;304;164;64;5468
"170240 Arraias";212;859;1127;1920;1306;1201;940;671;383;187;8806
"170255 Augustinópolis";315;1305;1588;3103;1943;1482;1160;764;398;139;12197
"170270 Aurora do Tocantins";45;211;275;619;471;476;355;275;144;48;2919
"170290 Axixá do Tocantins";190;776;976;1832;1103;848;624;516;355;133;7353
"170300 Babaçulândia";184;751;1039;2069;1575;1160;847;552;402;188;8767
"170305 Bandeirantes do Tocantins";55;224;268;492;443;303;178;150;62;26;2201
"170307 Barra do Ouro";96;383;387;604;403;340;279;177;104;51;2824
"170310 Barrolândia";76;328;499;1057;763;658;457;290;187;73;4388
"170320 Bernardo Sayão";83;342;495;856;762;541;300;196;103;36;3714
"170330 Bom Jesus do Tocantins";57;240;284;478;317;339;224;129;87;40;2195
"170360 Brasilândia do Tocantins";42;172;209;374;343;251;148;105;70;27;1741
