 População Residente - Brasil
População residente por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:2012
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110012 Ji-Paraná";1858;7476;11607;22935;19020;15445;9999;5179;2725;1075;97319
"110013 Machadinho D'Oeste";595;2402;3274;5682;4953;3809;2709;1407;621;160;25612
"110120 Ministro Andreazza";174;669;1112;1679;1593;1251;803;503;281;87;8152
"110130 Mirante da Serra";144;738;1204;1987;1783;1331;998;584;382;135;9286
"110140 Monte Negro";226;987;1412;2378;2181;1662;1178;715;369;94;11202
"110014 Nova Brasilândia D'Oeste";283;1166;2176;3428;3222;2414;1699;1046;512;149;16095
"110033 Nova Mamoré";427;1881;2305;4158;3727;2710;1714;883;405;151;18361
"110143 Nova União";119;462;869;1198;1144;889;613;361;172;62;5889
"110050 Novo Horizonte do Oeste";154;586;1056;1539;1567;1324;919;579;303;88;8115
"110015 Ouro Preto do Oeste";565;2259;3683;7098;5740;4972;3099;1889;1044;394;30743
"110145 Parecis";93;366;528;902;716;638;399;230;101;27;4000
"110018 Pimenta Bueno";530;2129;3405;6605;5320;4467;2852;1563;735;304;27910
"110146 Pimenteiras do Oeste";47;176;211;349;371;281;181;125;41;21;1803
"110020 Porto Velho";7617;28913;43378;93851;73439;55578;34053;15387;6779;2786;361781
"110025 Presidente Médici";281;1247;2187;3649;3157;2900;2166;1263;718;300;17868
"110147 Primavera de Rondônia";48;180;308;535;512;459;323;193;102;47;2707
"110026 Rio Crespo";53;226;293;562;502;463;284;179;107;31;2700
"110028 Rolim de Moura";732;3108;5116;9901;8308;6548;4167;2398;1312;488;42078
"110029 Santa Luzia D'Oeste";135;483;862;1425;1305;1210;778;456;260;104;7018
"110148 São Felipe D'Oeste";78;325;550;929;930;786;589;372;188;59;4806
"110149 São Francisco do Guaporé";316;1226;1728;2953;2653;1903;1245;696;295;85;13100
"110032 São Miguel do Guaporé";361;1478;2339;3936;3432;2633;1702;981;477;104;17443
"110150 Seringueiras";154;764;1276;1962;1782;1432;964;457;263;68;9122
"110155 Teixeirópolis";73;264;492;820;677;649;380;296;165;72;3888
"110160 Theobroma";163;682;1064;1694;1643;1298;958;549;284;77;8412
"110170 Urupá";184;782;1293;2239;1905;1473;1227;726;332;114;10275
"110175 Vale do Anari";152;664;965;1580;1423;1166;880;494;236;60;7620
"110180 Vale do Paraíso";119;452;841;1324;1202;1040;730;426;216;74;6424
"110030 Vilhena";1349;5262;7599;15732;13096;10405;6272;3346;1642;486;65189
"120001 Acrelândia";272;1036;1361;2131;1869;1378;932;553;258;75;9865
"120005 Assis Brasil";166;634;674;1141;868;568;390;222;111;59;4833
"120010 Brasiléia";416;1724;2351;3943;3340;2355;1494;932;522;217;17294
"120013 Bujari";181;712;865;1456;1269;841;680;422;139;86;6651
"120017 Capixaba";186;766;950;1378;1296;1008;672;419;173;64;6912
"120020 Cruzeiro do Sul";1773;7032;8852;15193;11023;6568;4454;2834;1514;774;60017
"120025 Epitaciolândia";311;1237;1665;2837;2307;1683;1024;661;363;158;12246
"120030 Feijó";894;3504;3574;5636;3918;2617;1528;1097;498;249;23515
"120032 Jordão";247;952;772;1145;752;411;226;94;53;41;4693
"120033 Mâncio Lima";418;1556;1732;2881;2065;1216;892;547;274;125;11706
"120034 Manoel Urbano";217;837;895;1409;1059;645;450;239;159;63;5973
"120035 Marechal Thaumaturgo";496;1943;1846;2594;1587;910;531;304;162;49;10422
"120038 Plácido de Castro";358;1480;1800;2805;2392;1840;1271;788;425;173;13332
"120080 Porto Acre";295;1256;1601;2413;2165;1596;1106;732;386;138;11688
"120039 Porto Walter";331;1274;1002;1537;1089;590;387;188;96;53;6547
"120040 Rio Branco";6523;24975;35117;70254;56199;38328;24324;12820;6400;3193;278133
"120042 Rodrigues Alves";374;1661;1635;2582;1932;1106;704;464;196;77;10731
"120043 Santa Rosa do Purus";162;704;532;966;590;288;169;128;36;14;3589
"120050 Sena Madureira";844;3377;4374;7570;5395;3391;2334;1453;756;389;29883
"120045 Senador Guiomard";397;1633;2082;3579;2943;2097;1521;930;493;207;15882
"120060 Tarauacá";1056;4173;4181;6194;4203;2799;1752;1155;629;307;26449
"120070 Xapuri";328;1337;1761;2837;2303;1629;1129;773;405;200;12702
"130002 Alvarães";421;1817;1643;2360;1625;1004;643;404;208;79;10204
"130006 Amaturá";322;1004;1117;1795;1309;766;461;301;134;66;7275
"130008 Anamã";225;1013;1190;1948;1464;903;508;343;211;72;7877
"130010 Anori";423;1621;1965;3008;2346;1442;787;539;320;141;12592
"130014 Apuí";339;1338;1817;3751;2892;2082;1367;694;238;66;14584
"130020 Atalaia do Norte";471;1756;2000;3164;1968;1240;637;383;207;75;11901
"130030 Autazes";849;3410;3604;5236;4019;2966;1949;1302;697;360;24392
"130040 Barcelos";544;2036;3079;5675;3144;2147;1562;1022;398;105;19712
"130050 Barreirinha";768;3250;3134;4160;3079;2136;1432;948;567;352;19826
"130060 Benjamin Constant";1103;4074;4126;6170;3952;2702;1726;1072;633;292;25850
"130063 Beruri";438;1934;1785;2543;1694;1212;813;511;290;137;11357
"130068 Boa Vista do Ramos";366;1609;1816;2590;1828;1216;837;470;260;152;11144
"130070 Boca do Acre";685;2792;3475;5406;4173;2769;1906;1264;668;302;23440
"130080 Borba";953;3779;4246;6312;4212;2734;1911;1132;669;464;26412
"130083 Caapiranga";289;1095;1270;2020;1487;891;635;390;185;67;8329
"130090 Canutama";272;1133;1409;2599;2056;1453;954;568;258;79;10781
"130100 Carauari";670;2652;3079;4408;3065;2116;1282;832;429;191;18724
"130110 Careiro";693;2897;3449;5678;4798;3171;2180;1262;644;229;25001
"130115 Careiro da Várzea";508;1975;2699;3968;3588;2731;1720;1214;601;226;19230
"130120 Coari";1905;7282;9441;15579;9758;5956;3894;2288;1244;536;57883
"130130 Codajás";434;2199;2890;4448;3161;2018;1220;773;391;191;17725
"130140 Eirunepé";846;3455;3766;5514;3661;2409;1574;1023;500;227;22975
"130150 Envira";481;1791;1998;3060;2081;1248;693;415;291;116;12174
"130160 Fonte Boa";723;2639;2597;4322;2762;1643;1131;736;399;193;17145
"130165 Guajará";354;1503;1795;2453;1616;1159;636;400;187;91;10194
"130170 Humaitá";919;3771;5335;8576;5905;4163;2758;1725;856;333;34341
"130180 Ipixuna";741;3069;2262;4108;2841;1759;915;633;290;112;16730
"130185 Iranduba";924;3911;4421;7059;5656;3832;2704;1719;932;340;31498
"130190 Itacoatiara";1999;8038;9523;15163;12177;8127;5864;3585;1994;913;67383
"130195 Itamarati";226;891;874;1486;1009;568;331;241;73;36;5735
"130200 Itapiranga";172;755;972;1390;1050;733;536;375;185;84;6252
"130210 Japurá";241;811;880;1398;909;626;302;135;84;48;5434
"130220 Juruá";297;1260;1341;2045;1377;842;475;308;156;70;8171
"130230 Jutaí";660;2481;2025;3025;1966;1266;762;540;281;97;13103
"130240 Lábrea";913;3854;4340;7116;4737;3325;2258;1378;714;294;28929
"130250 Manacapuru";1912;7837;9785;15299;11255;7568;5047;3251;1908;805;64667
"130255 Manaquiri";563;2343;2510;4263;3015;2274;1422;980;467;178;18015
"130260 Manaus";34931;132984;181342;377993;316818;214802;133357;65809;31611;14249;1503896
"130270 Manicoré";1096;4447;5677;8532;6158;4137;2711;1770;901;424;35853
"130280 Maraã";463;2009;2029;3389;2090;1212;658;423;180;80;12533
"130290 Maués";1526;5927;5929;8952;6121;4341;3358;1679;1165;635;39633
"130300 Nhamundá";370;1721;2180;3090;2297;1659;1117;762;458;212;13866
"130310 Nova Olinda do Norte";711;2973;3777;5743;3845;2714;1778;912;543;464;23460
"130320 Novo Airão";388;1507;1727;2820;1940;1379;1016;551;306;145;11779
"130330 Novo Aripuanã";417;1964;2464;4011;2914;1940;1265;805;464;177;16421
"130340 Parintins";2308;9574;11877;17533;12890;8987;6307;3856;2333;1090;76755
"130350 Pauini";499;2042;1970;3526;2162;1303;847;527;243;85;13204
"130353 Presidente Figueiredo";648;2434;2934;4948;4128;3038;2141;1049;374;113;21807
"130356 Rio Preto da Eva";542;2226;2736;5344;4070;2576;1778;950;407;123;20752
"130360 Santa Isabel do Rio Negro";726;2516;2059;3103;2198;1455;851;625;380;117;14030
"130370 Santo Antônio do Içá";749;2881;2846;4353;3047;1833;1078;593;296;218;17894
"130380 São Gabriel da Cachoeira";1030;3997;4130;6616;5068;3486;2238;1550;757;382;29254
"130390 São Paulo de Olivença";915;3620;3699;5679;3935;2714;1385;1067;550;235;23799
"130395 São Sebastião do Uatumã";249;1124;1310;1936;1395;876;621;382;150;70;8113
"130400 Silves";228;901;981;1238;1033;755;598;316;171;71;6292
"130406 Tabatinga";1408;5898;6044;10033;7087;4542;2826;1652;824;381;40695
"130410 Tapauá";423;1862;2195;3315;2091;1405;903;499;281;91;13065
"130420 Tefé";1480;6337;6827;11150;7819;4800;3094;1970;1025;490;44992
"130423 Tonantins";573;1996;2080;3063;2097;1263;709;463;264;95;12603
"130426 Uarini";346;1491;1306;2166;1524;837;532;343;139;81;8765
"130430 Urucará";378;1724;1893;2540;2033;1527;1009;674;355;165;12298
"130440 Urucurituba";462;1811;2195;3317;2127;1554;1114;638;385;235;13838
"140005 Alto Alegre";482;1972;1540;2497;1859;1449;1003;585;290;99;11776
"140002 Amajari";319;1287;937;1515;1094;863;654;360;148;77;7254
"140010 Boa Vista";5845;22341;30964;61875;47898;32639;19396;9224;4210;1950;236342
"140015 Bonfim";327;1285;1175;1643;1315;937;709;419;195;85;8090
"140017 Cantá";335;1355;1447;2001;1760;1583;1251;708;282;83;10805
"140020 Caracaraí";394;1634;2078;3179;2516;1838;1307;747;319;93;14105
"140023 Caroebe";180;748;876;1501;1183;862;588;354;142;54;6488
"140028 Iracema";218;800;954;1604;1216;1005;717;353;150;46;7063
"140030 Mucajaí";296;1269;1562;2627;2163;1575;1161;695;306;96;11750
"140040 Normandia";319;1259;973;1411;994;611;418;260;135;77;6457
"140045 Pacaraima";329;1254;1132;1651;1402;955;626;319;131;70;7869
"140047 Rorainópolis";436;1911;2899;4865;3340;2525;1723;946;342;123;19110
"140050 São João da Baliza";154;582;727;1386;999;668;436;299;113;31;5395
"140060 São Luiz";118;436;754;1464;1060;725;527;267;125;53;5529
"140070 Uiramutã";345;1354;962;1285;792;591;300;176;126;39;5970
"150010 Abaetetuba";2724;10567;16960;28877;20844;13745;9278;5818;3058;1457;113328
"150013 Abel Figueiredo";131;538;718;1271;998;742;469;318;152;72;5409
"150020 Acará";1293;4951;6171;9612;7064;4814;2975;2168;1062;476;40586
"150030 Afuá";931;3772;4305;6159;4147;2715;1803;1052;600;258;25742
"150034 Água Azul do Norte";366;1660;2421;5569;4848;2926;1547;773;311;76;20497
"150040 Alenquer";1231;5020;5936;8232;6799;4549;3498;2315;1397;592;39569
"150050 Almeirim";808;3045;3727;5916;4722;3313;2156;1100;546;238;25571
"150060 Altamira";1937;7759;10722;19875;15570;11005;7128;3903;2009;841;80749
"150070 Anajás";743;3056;2964;4466;2983;1726;1151;724;383;166;18362
"150080 Ananindeua";7731;30580;46530;97353;83483;60137;39148;19340;8410;3555;396267
"150085 Anapu";550;2112;2502;4085;2978;2079;1475;746;321;81;16929
"150090 Augusto Corrêa";1022;4062;4774;7247;4988;3380;2494;1717;872;381;30937
"150095 Aurora do Pará";555;2233;3030;5247;3734;2484;1672;1147;530;214;20846
"150100 Aveiro";379;1520;1825;2314;1801;1388;1081;655;361;156;11480
"150110 Bagre";740;2824;3043;4553;3032;1640;1037;730;312;152;18063
"150120 Baião";749;3299;4290;7547;5316;3473;2341;1478;768;266;29527
"150125 Bannach";66;278;317;576;523;378;294;162;70;23;2687
"150130 Barcarena";2274;8465;11373;21217;16099;10751;6600;3338;1561;748;82426
"150140 Belém";20517;80193;127580;276156;237263;182046;127121;74049;38972;18496;1182393
"150145 Belterra";303;1425;1700;2525;2177;1612;1275;817;519;193;12546
"150150 Benevides";905;3922;5653;10580;8744;5804;3747;2031;1051;473;42910
"150157 Bom Jesus do Tocantins";309;1168;1592;2927;2173;1662;1178;745;359;166;12279
"150160 Bonito";310;1245;1488;2902;2070;1311;899;513;298;126;11162
"150170 Bragança";2426;9560;12843;22302;15789;10911;7689;4991;2770;1283;90564
"150172 Brasil Novo";372;1341;1877;3127;2626;2117;1325;845;449;172;14251
"150175 Brejo Grande do Araguaia";151;607;823;1287;959;728;578;314;177;74;5698
"150178 Breu Branco";1330;5052;5997;10541;7450;4880;3425;1946;925;313;41859
"150180 Breves";2486;9839;10845;16119;11399;7102;5024;3090;1574;981;68459
"150190 Bujaru";542;2434;2990;4479;3479;2382;1510;1077;578;236;19707
"150200 Cachoeira do Arari";460;1762;2289;3939;2751;2160;1341;871;563;286;16422
"150195 Cachoeira do Piriá";619;3008;2769;5274;3712;2500;1430;763;316;96;20487
"150210 Cametá";2900;11072;14279;23357;15798;10008;7416;5044;2787;1445;94106
"150215 Canaã dos Carajás";653;2465;2895;6143;4756;2986;1664;847;349;112;22870
"150220 Capanema";1073;4335;6570;12173;9782;7138;4962;2970;1874;825;51702
"150230 Capitão Poço";919;4023;6014;9500;7136;5150;3333;2112;1231;517;39935
"150240 Castanhal";3210;12592;18648;36480;28439;19779;12497;7200;3717;1679;144241
"150250 Chaves";565;2272;2352;3660;2595;1799;1241;767;406;173;15830
"150260 Colares";261;944;1290;1959;1375;1149;816;643;388;157;8982
"150270 Conceição do Araguaia";804;3255;4652;7457;6692;5124;3715;2529;1353;548;36129
"150275 Concórdia do Pará";711;2684;3408;5690;3986;2411;1537;1160;576;305;22468
"150276 Cumaru do Norte";248;954;907;2037;1864;1490;864;397;98;18;8877
"150277 Curionópolis";379;1396;2034;3025;2215;1869;1583;967;578;160;14206
"150280 Curralinho";886;3422;3549;5206;3401;2006;1333;881;450;277;21411
"150285 Curuá";271;1302;1391;2191;1492;1081;740;459;241;112;9280
"150290 Curuçá";611;2766;3757;6058;4535;3506;2607;1924;1248;504;27516
"150293 Dom Eliseu";1060;4392;5522;10713;8114;5417;3185;1663;748;252;41066
"150295 Eldorado do Carajás";723;2815;3436;5685;4142;3341;2253;1380;539;163;24477
"150300 Faro";183;805;940;1288;935;655;500;312;187;78;5883
"150304 Floresta do Araguaia";373;1465;1954;3187;2786;1917;1329;763;368;122;14264
"150307 Garrafão do Norte";486;2208;3009;4498;3174;2181;1394;1035;492;196;18673
"150309 Goianésia do Pará";816;2986;3730;7154;5289;3395;2267;1133;564;152;27486
"150310 Gurupá";777;3154;3430;5271;3577;2246;1444;1055;508;223;21685
"150320 Igarapé-Açu";612;2584;4104;6804;4922;3698;2659;1806;1025;450;28664
"150330 Igarapé-Miri";1410;5238;6869;11272;7799;5081;3661;2307;1289;700;45626
"150340 Inhangapi";189;791;1155;1938;1362;1062;734;490;250;125;8096
"150345 Ipixuna do Pará";1016;4276;5368;10958;7865;4430;2548;1596;586;172;38815
"150350 Irituia";635;2680;3381;5426;4177;2783;2112;1608;829;425;24056
"150360 Itaituba";1867;7265;10519;18710;13983;10642;7051;3673;1761;628;76099
"150370 Itupiranga";1208;4627;5474;9231;6681;4686;3632;2130;944;347;38960
"150375 Jacareacanga";962;3977;3516;7751;6042;5615;2786;1136;374;126;32285
"150380 Jacundá";1055;4099;5842;11035;8020;5352;3133;1834;982;391;41743
"150390 Juruti";1286;5157;5457;8869;5931;3788;2738;1651;880;490;36247
"150400 Limoeiro do Ajuru";606;2443;3092;4744;3287;2052;1337;822;430;259;19072
"150405 Mãe do Rio";557;2291;3043;5279;4067;2686;1863;1239;664;338;22027
"150410 Magalhães Barata";153;659;919;1360;935;768;596;480;277;134;6281
"150420 Marabá";5367;20290;25000;51181;37135;24826;15378;7863;4124;1445;192609
"150430 Maracanã";513;2232;3213;4558;3463;2668;2068;1573;884;450;21622
"150440 Marapanim";450;1905;2955;4338;3468;2603;2155;1554;929;462;20819
"150442 Marituba";2042;8150;10713;23611;20599;12579;7199;3666;1673;703;90935
"150445 Medicilândia";497;2247;3073;5360;4109;3059;1978;1059;470;162;22014
"150450 Melgaço";797;3013;3099;4496;2977;1620;1002;539;247;176;17966
"150460 Mocajuba";560;2490;3146;4942;3345;2338;1590;1134;724;298;20567
"150470 Moju";1721;6864;8385;13474;9572;6137;4045;2438;1176;531;54343
"150480 Monte Alegre";956;4314;6267;8920;7630;5390;3999;2687;1593;649;42405
"150490 Muaná";765;3284;3953;6705;4781;3049;2033;1200;649;323;26742
"150495 Nova Esperança do Piriá";503;2015;2352;3805;2769;1654;1011;659;248;61;15077
"150497 Nova Ipixuna";309;1255;1609;2670;2050;1447;1120;738;306;111;11615
"150500 Nova Timboteua";209;943;1368;2551;2041;1517;1142;806;471;220;11268
"150503 Novo Progresso";511;1927;2407;4565;4094;3359;1910;793;232;58;19856
"150506 Novo Repartimento";1501;5914;7022;11838;8883;6116;4208;2443;1063;288;49276
"150510 Óbidos";1120;4586;5214;8162;6532;4599;3420;2387;1297;574;37891
"150520 Oeiras do Pará";835;3304;3296;4985;3512;2139;1402;972;435;274;21154
"150530 Oriximiná";1479;6081;6948;11127;8627;5786;4066;2528;1367;550;48559
"150540 Ourém";322;1297;1849;2894;2215;1637;1121;791;449;212;12787
"150543 Ourilândia do Norte";586;2322;3125;6050;4559;3006;1541;773;372;101;22435
"150548 Pacajá";1001;3655;4590;7629;5526;3961;2806;1653;769;228;31818
"150549 Palestina do Pará";139;622;850;1311;969;704;562;387;203;89;5836
"150550 Paragominas";2231;8726;10404;21423;15682;9817;5814;2716;1166;428;78407
"150553 Parauapebas";3894;14050;16635;39978;27766;16274;8652;3496;1565;532;132842
"150555 Pau D'Arco";115;421;652;1012;846;626;434;299;156;50;4611
"150560 Peixe-Boi";122;536;772;1416;1046;859;666;412;274;130;6233
"150563 Piçarra";265;1034;1269;2210;1923;1318;902;546;221;82;9770
"150565 Placas";534;2367;2608;4963;3739;2396;1570;900;372;69;19518
"150570 Ponta de Pedras";562;2380;3035;5057;3599;2582;1763;988;574;316;20856
"150580 Portel";1718;6553;5938;9218;6147;3526;2502;1535;765;368;38270
"150590 Porto de Moz";1155;4126;4247;6435;4225;2486;1416;912;447;209;25658
"150600 Prainha";647;2786;3324;4840;3636;2542;1722;922;517;176;21112
"150610 Primavera";142;714;1134;1775;1349;1031;730;600;373;153;8001
"150611 Quatipuru";163;965;1425;2178;1639;1248;891;589;374;156;9628
"150613 Redenção";1439;5556;8029;14710;12354;8938;5349;2917;1585;506;61383
"150616 Rio Maria";287;1200;1709;3343;2748;2094;1433;888;432;148;14282
"150618 Rondon do Pará";850;3450;5076;9380;7294;5473;3426;1963;936;369;38217
"150619 Rurópolis";825;3558;4462;7970;6018;4015;2853;1627;713;242;32283
"150620 Salinópolis";699;2781;4247;7329;5410;3800;2618;1669;837;362;29752
"150630 Salvaterra";400;1608;2356;3664;2936;2097;1481;1010;555;261;16368
"150635 Santa Bárbara do Pará";345;1325;1832;3357;2708;1876;1244;792;390;187;14056
"150640 Santa Cruz do Arari";156;610;987;1694;1292;880;546;363;198;67;6793
"150650 Santa Izabel do Pará";1006;4136;6433;13249;10156;6616;3975;2478;1297;582;49928
"150655 Santa Luzia do Pará";371;1551;2244;3605;2509;1733;1250;823;517;202;14805
"150658 Santa Maria das Barreiras";314;1386;1655;2891;2560;2253;1748;938;382;111;14238
"150660 Santa Maria do Pará";321;1595;2453;4364;3533;2614;1748;1072;672;296;18668
"150670 Santana do Araguaia";1088;4620;5615;12106;10341;6210;3597;1927;729;198;46431
"150680 Santarém";5952;23640;32747;55953;41907;30189;21004;12768;7210;3138;234508
"150690 Santarém Novo";143;495;708;1079;828;557;394;310;170;71;4755
"150700 Santo Antônio do Tauá";553;2102;3071;5039;4000;2641;1999;1389;674;271;21739
"150710 São Caetano de Odivelas";311;1262;1877;3073;2295;1640;1294;872;548;187;13359
"150715 São Domingos do Araguaia";473;1942;2607;4065;3204;2202;1592;1133;684;235;18137
"150720 São Domingos do Capim";835;3105;3362;5095;3725;2367;1643;1252;579;286;22249
"150730 São Félix do Xingu";1492;7102;9599;21320;18026;11157;6012;2915;1018;209;78850
"150740 São Francisco do Pará";253;1036;1586;2795;2139;1592;1221;796;459;206;12083
"150745 São Geraldo do Araguaia";505;1941;2625;4598;3613;2565;1804;1125;601;274;19651
"150746 São João da Ponta";116;464;595;916;675;532;421;278;170;97;4264
"150747 São João de Pirabas";390;1660;2338;3759;2731;1881;1491;1105;645;308;16308
"150750 São João do Araguaia";308;1147;1480;2188;1646;1380;979;607;306;109;10150
"150760 São Miguel do Guamá";1066;4436;5770;9956;7334;5023;3295;2303;1120;644;40947
"150770 São Sebastião da Boa Vista";579;2300;2812;4521;2924;1912;1264;816;468;258;17854
"150775 Sapucaia";94;378;512;999;780;663;388;199;82;24;4119
"150780 Senador José Porfírio";323;1241;1273;2166;1716;1255;818;442;165;50;9449
"150790 Soure";459;1764;2599;4241;3183;2421;1743;1123;697;253;18483
"150795 Tailândia";1736;7491;8965;19266;13471;7132;3632;2081;894;234;64902
"150796 Terra Alta";205;772;1212;1802;1360;1068;715;561;304;133;8132
"150797 Terra Santa";310;1379;1944;3076;2378;1468;1169;757;421;198;13100
"150800 Tomé-Açu";1415;5294;6488;10794;8073;5220;3370;2193;1121;446;44414
"150803 Tracuateua";623;2410;3234;5014;3599;2488;1916;1213;705;310;21512
"150805 Trairão";380;1488;1742;3602;2596;1640;1175;599;228;60;13510
"150808 Tucumã";706;2708;3721;6987;5447;3919;2419;1298;578;159;27942
"150810 Tucuruí";2153;8194;10913;20618;15043;9999;6577;3172;1546;547;78762
"150812 Ulianópolis";1015;4112;4489;9831;8231;4030;2569;1208;415;106;36006
"150815 Uruará";989;3793;4663;8851;6758;4318;2815;1650;742;232;34811
"150820 Vigia";864;3584;5308;9482;7115;4854;3588;2377;1271;573;39016
"150830 Viseu";1446;5833;6435;10046;6651;4620;3451;2154;1268;521;42425
"150835 Vitória do Xingu";273;997;1453;2886;2091;1343;882;543;273;89;10830
"150840 Xinguara";772;3061;4115;8077;6528;4698;2936;1567;822;268;32844
"160010 Amapá";149;708;902;1478;1136;726;486;290;146;63;6084
"160020 Calçoene";240;918;872;1545;1258;1016;647;290;130;54;6970
"160021 Cutias";114;505;580;852;596;403;273;122;65;34;3544
"160023 Ferreira Gomes";146;586;683;978;898;516;370;221;108;40;4546
"160025 Itaubal";89;439;516;743;542;385;252;139;88;19;3212
"160027 Laranjal do Jari";930;3742;4640;7900;5986;4166;2311;1085;529;180;31469
"160030 Macapá";8760;32168;44681;85037;66890;42839;25084;12317;6225;2859;326860
"160040 Mazagão";432;1834;2115;2863;2026;1474;927;605;289;131;12696
"160050 Oiapoque";573;2180;2358;4079;3249;2158;1157;476;165;76;16471
"160015 Pedra Branca do Amapari";296;1173;1149;2240;1551;1144;712;372;163;55;8855
"160053 Porto Grande";395;1640;1897;3092;2465;1754;1092;568;259;84;13246
"160055 Pracuúba";115;478;370;682;506;318;205;112;56;25;2867
"160060 Santana";2172;8489;12107;21171;15470;9598;5864;3330;1692;719;80612
"160005 Serra do Navio";84;411;454;821;661;433;295;153;46;19;3377
"160070 Tartarugalzinho";338;1417;1517;2171;1511;1096;852;459;198;92;9651
"160080 Vitória do Jari";326;1200;1603;2413;1713;1089;671;348;175;81;9619
"170025 Abreulândia";37;194;190;375;351;265;241;151;56;26;1886
"170030 Aguiarnópolis";110;479;566;1086;798;482;335;214;128;54;4252
"170035 Aliança do Tocantins";75;336;555;831;842;653;537;356;213;106;4504
"170040 Almas";168;576;797;1130;941;797;585;413;218;109;5734
"170070 Alvorada";104;526;764;1428;1301;1073;719;492;261;117;6785
"170100 Ananás";198;723;1080;1649;1371;995;694;502;302;128;7642
"170105 Angico";56;229;329;512;428;377;250;179;117;58;2535
"170110 Aparecida do Rio Negro";86;333;409;667;637;458;360;268;152;58;3428
"170130 Aragominas";101;424;571;823;812;725;591;398;155;55;4655
"170190 Araguacema";94;464;643;995;813;762;606;343;185;89;4994
"170200 Araguaçu";123;466;702;1300;1436;1175;865;586;377;138;7168
"170210 Araguaína";2829;10640;16253;33254;25072;17461;10729;6295;3638;1570;127741
"170215 Araguanã";119;394;575;826;704;554;370;243;135;61;3981
"170220 Araguatins";639;2598;3344;5418;4384;3149;2272;1601;903;375;24683
"170230 Arapoema";125;435;683;1095;1012;720;552;363;202;67;5254
"170240 Arraias";203;678;1077;1667;1456;1121;977;606;361;206;8352
"170255 Augustinópolis";329;1252;1804;3116;2202;1568;1196;812;463;180;12922
"170270 Aurora do Tocantins";51;219;276;555;543;434;313;241;147;47;2826
"170290 Axixá do Tocantins";146;739;1009;1595;1200;911;663;488;325;120;7196
"170300 Babaçulândia";168;639;989;1807;1510;1224;965;626;367;177;8472
"170305 Bandeirantes do Tocantins";47;239;255;565;530;350;229;167;81;25;2488
"170307 Barra do Ouro";81;351;430;653;531;406;317;208;120;47;3144
"170310 Barrolândia";71;334;499;911;803;683;478;315;192;71;4357
"170320 Bernardo Sayão";83;302;449;718;718;558;327;251;111;39;3556
