 População Residente - Brasil
População residente por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1995
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110120 Ministro Andreazza";289;1129;1204;2063;1439;830;512;299;115;30;7910
"110130 Mirante da Serra";376;1511;1606;2412;1694;1063;689;391;131;34;9907
"110140 Monte Negro";192;743;770;1316;921;557;336;168;50;12;5065
"110014 Nova Brasilândia D'Oeste";468;1881;2385;3044;2177;1496;948;523;155;36;13113
"110033 Nova Mamoré";223;902;771;1339;845;561;362;211;71;6;5291
"110050 Novo Horizonte do Oeste";379;1478;1619;2501;1750;1100;722;398;136;36;10119
"110015 Ouro Preto do Oeste";1680;6763;7186;10790;7582;4756;3086;1752;591;149;44335
"110018 Pimenta Bueno";1606;6443;6487;10852;7728;4736;2889;1597;507;119;42964
"110020 Porto Velho";8909;35947;34463;64314;46249;23491;12478;7243;2860;751;236705
"110025 Presidente Médici";969;3914;4045;6296;4571;2803;1984;1135;410;101;26228
"110026 Rio Crespo";157;607;629;1076;753;455;275;138;41;9;4140
"110028 Rolim de Moura";1462;5699;6239;9638;6745;4241;2784;1537;526;139;39010
"110029 Santa Luzia D'Oeste";469;1685;1662;2770;1734;1090;737;412;151;34;10744
"110032 São Miguel do Guaporé";534;2011;1986;3062;2046;1367;933;353;79;29;12400
"110150 Seringueiras";221;834;823;1269;849;567;386;146;33;12;5140
"110160 Theobroma";216;872;937;1401;988;629;393;216;73;18;5743
"110170 Urupá";351;1411;1499;2251;1582;992;644;366;123;31;9250
"110180 Vale do Paraíso";289;1164;1235;1856;1304;817;530;302;101;26;7624
"110030 Vilhena";1212;4893;4698;9052;6719;3632;2057;1036;324;72;33695
"120001 Acrelândia";195;747;660;972;660;434;303;200;73;11;4255
"120005 Assis Brasil";134;466;365;557;315;236;125;102;35;3;2338
"120010 Brasiléia";460;1653;1721;2688;1900;1150;740;459;203;61;11035
"120013 Bujari";94;377;404;653;458;276;153;107;54;16;2592
"120017 Capixaba";74;292;261;409;282;197;138;95;42;11;1801
"120020 Cruzeiro do Sul";1810;6802;6082;7364;5001;3401;2051;1380;724;275;34890
"120025 Epitaciolândia";242;869;902;1409;996;604;389;241;106;32;5790
"120030 Feijó";626;2397;1991;2718;1745;1258;716;472;242;89;12254
"120032 Jordão";174;617;469;647;402;278;169;114;57;15;2942
"120033 Mâncio Lima";299;1203;939;1184;760;542;335;214;136;32;5644
"120034 Manoel Urbano";100;642;510;684;493;300;191;112;59;11;3102
"120035 Marechal Thaumaturgo";306;1150;1027;1243;844;574;346;233;122;46;5891
"120038 Plácido de Castro";441;1686;1492;2194;1492;979;684;451;167;26;9612
"120080 Porto Acre";272;1086;1162;1879;1316;791;443;305;153;46;7453
"120039 Porto Walter";244;917;820;992;675;458;277;186;98;37;4704
"120040 Rio Branco";5450;21754;23253;37637;26374;15853;8863;6108;3068;930;149290
"120042 Rodrigues Alves";252;1015;792;999;641;457;282;181;115;27;4761
"120043 Santa Rosa do Purus";15;96;74;101;72;44;27;17;9;2;457
"120050 Sena Madureira";716;2987;2914;3564;2835;1787;971;665;332;110;16881
"120045 Senador Guiomard";498;2008;1794;2735;1915;1321;873;554;256;48;12002
"120060 Tarauacá";965;3441;2613;3604;2237;1551;940;637;318;84;16390
"120070 Xapuri";317;1242;1117;1746;1206;839;589;407;183;46;7692
"130002 Alvarães";317;1443;1171;1564;866;611;372;175;68;32;6619
"130006 Amaturá";122;809;506;722;480;351;209;115;85;15;3414
"130008 Anamã";247;894;690;983;620;395;286;162;64;15;4356
"130010 Anori";308;1288;1006;1319;884;586;400;296;104;63;6254
"130014 Apuí";193;819;675;974;767;504;329;159;49;5;4474
"130020 Atalaia do Norte";290;1307;961;1398;868;510;301;177;71;24;5907
"130030 Autazes";492;2543;1898;2458;1838;1221;819;635;318;141;12363
"130040 Barcelos";361;1646;1259;2084;1364;843;586;342;127;44;8656
"130050 Barreirinha";569;2360;1912;2529;1640;1117;764;640;314;109;11954
"130060 Benjamin Constant";631;2796;2347;3091;2088;1429;930;621;244;95;14272
"130063 Beruri";334;1165;874;1164;707;473;304;215;96;27;5359
"130068 Boa Vista do Ramos";269;1315;777;1087;781;528;365;277;174;54;5627
"130070 Boca do Acre";836;3434;2933;4011;2707;1875;1222;740;404;139;18301
"130080 Borba";529;2504;1812;2282;1546;1109;784;693;359;135;11753
"130083 Caapiranga";303;1144;829;1077;703;502;299;225;48;34;5164
"130090 Canutama";537;2227;1279;1869;1530;830;527;235;73;22;9129
"130100 Carauari";672;3275;2189;3062;1986;1287;763;501;219;72;14026
"130110 Careiro";483;5629;3530;4331;4894;2139;998;539;186;44;22773
"130115 Careiro da Várzea";523;2156;2282;2951;2083;1408;1037;707;301;98;13546
"130120 Coari";1184;5448;4540;5478;3842;2825;1845;1176;543;173;27054
"130130 Codajás";367;2075;1592;2003;1313;908;660;435;229;54;9636
"130140 Eirunepé";742;3202;2462;3249;2100;1411;808;536;274;100;14884
"130150 Envira";399;2552;2026;2389;1578;1066;519;264;86;35;10914
"130160 Fonte Boa";484;2588;2157;2535;1669;1170;640;419;203;79;11944
"130165 Guajará";322;1553;1277;1634;1148;906;465;311;121;42;7779
"130170 Humaitá";876;5686;5337;6194;4461;2851;1627;925;392;97;28446
"130180 Ipixuna";384;1508;1137;1433;977;544;361;305;126;21;6796
"130185 Iranduba";621;2573;2340;3091;2034;1473;1103;659;283;89;14266
"130190 Itacoatiara";1765;7639;7447;9363;6507;4435;3018;1995;934;386;43489
"130195 Itamarati";383;1792;1062;1491;814;538;256;120;48;23;6527
"130200 Itapiranga";163;686;555;801;540;426;302;206;101;35;3815
"130210 Japurá";231;1529;1383;2014;1679;855;329;114;23;10;8167
"130220 Juruá";184;802;590;703;404;316;202;143;64;18;3426
"130230 Jutaí";564;2497;1776;2307;1802;982;592;237;82;21;10860
"130240 Lábrea";1006;4860;4184;4876;3757;2389;1323;817;310;142;23664
"130250 Manacapuru";2038;8222;6849;8726;5988;4185;2881;1881;901;310;41981
"130255 Manaquiri";339;1308;1225;1803;1137;835;566;384;167;59;7823
"130260 Manaus";26272;108270;135311;225806;156361;87139;47803;28975;13076;4178;833191
"130270 Manicoré";1170;5620;4511;5686;3986;2951;1749;994;556;169;27392
"130280 Maraã";529;2343;1275;1852;1026;720;450;250;117;35;8597
"130290 Maués";980;4534;3324;4410;3599;2066;1474;1318;612;203;22520
"130300 Nhamundá";474;1989;1480;1796;1293;902;584;497;250;91;9356
"130310 Nova Olinda do Norte";387;1856;1370;1702;1324;808;588;674;296;95;9100
"130320 Novo Airão";388;1945;1801;2230;2035;1267;675;285;94;17;10737
"130330 Novo Aripuanã";339;1663;1282;1650;1377;959;615;392;239;66;8582
"130340 Parintins";1827;8105;7195;8742;6394;4182;3061;2162;1029;460;43157
"130350 Pauini";314;2017;2398;3218;2344;1514;786;327;122;29;13069
"130353 Presidente Figueiredo";231;952;828;1508;1278;620;314;140;34;7;5912
"130356 Rio Preto da Eva";251;919;861;1236;819;490;269;171;59;6;5081
"130360 Santa Isabel do Rio Negro";379;1967;2002;2543;1991;1805;911;444;144;27;12213
"130370 Santo Antônio do Içá";578;2770;2054;2835;2211;1460;717;408;236;43;13312
"130380 São Gabriel da Cachoeira";747;3028;2779;4310;2755;1939;1164;1026;414;103;18265
"130390 São Paulo de Olivença";498;2166;1725;2108;1434;920;645;420;244;53;10213
"130395 São Sebastião do Uatumã";197;718;571;684;507;305;209;160;74;20;3445
"130400 Silves";210;791;631;755;608;351;251;220;101;34;3952
"130406 Tabatinga";937;4394;3628;5515;3489;2142;1173;690;307;138;22413
"130410 Tapauá";763;4033;2913;4067;3111;1552;877;435;183;42;17976
"130420 Tefé";1833;8160;7227;8181;6323;4225;2371;1285;518;186;40309
"130423 Tonantins";310;1519;1261;1557;986;766;484;231;82;24;7220
"130426 Uarini";210;913;664;789;526;327;255;164;52;25;3925
"130430 Urucará";444;1669;1483;1921;1212;867;581;398;193;76;8844
"130440 Urucurituba";660;2763;2277;2806;1900;1232;769;497;311;105;13320
"140005 Alto Alegre";271;1341;1261;2711;2350;1164;600;320;141;90;10249
"140010 Boa Vista";4533;18442;18186;39495;26058;12657;6189;3719;1449;471;131199
"140015 Bonfim";365;1472;1161;1850;1425;869;583;289;143;35;8192
"140020 Caracaraí";329;1364;937;1695;1422;782;474;233;105;26;7367
"140030 Mucajaí";376;1799;1308;4571;2217;1097;664;320;123;23;12498
"140040 Normandia";394;1714;1337;2388;1521;973;495;258;129;60;9269
"140050 São João da Baliza";315;1256;1194;2370;1941;1260;594;253;97;17;9297
"140060 São Luiz";428;1382;1063;1529;1336;925;496;296;90;26;7571
"150010 Abaetetuba";3676;13871;12641;16798;11443;7544;4649;3063;1881;834;76400
"150030 Afuá";813;3026;2279;2819;1916;1259;814;513;281;142;13862
"150034 Água Azul do Norte";259;1006;838;1559;1084;569;294;123;30;7;5769
"150040 Alenquer";1825;7401;6173;6995;5746;3933;2796;1881;990;356;38096
"150050 Almeirim";1098;4418;3716;6497;4563;2285;1176;647;326;102;24828
"150070 Anajás";676;2403;1633;2111;1447;885;597;365;197;64;10378
"150080 Ananindeua";2837;11036;10659;19216;13400;6842;3757;1994;894;379;71014
"150090 Augusto Corrêa";1174;4760;3249;4362;3174;2217;1526;1149;652;137;22400
"150100 Aveiro";433;1563;1279;1642;1262;807;638;353;165;42;8184
"150110 Bagre";618;2280;1836;2406;1400;951;565;395;222;60;10733
"150120 Baião";737;2981;2410;3110;2116;1496;994;704;363;128;15039
"150130 Barcarena";1839;6956;5509;8920;6605;3615;1932;1253;713;285;37627
"150140 Belém";26790;116580;165139;270783;190165;117753;72436;45639;21529;8307;1035121
"150150 Benevides";1855;7739;7803;12346;8307;5119;3223;1996;916;355;49659
"150160 Bonito";291;1176;973;1363;905;608;450;325;175;49;6315
"150170 Bragança";3371;13272;11814;14365;10482;7498;5098;3998;2073;731;72702
"150175 Brejo Grande do Araguaia";217;826;655;917;715;497;361;216;112;22;4538
"150178 Breu Branco";422;1835;1675;2426;1947;1132;618;307;122;32;10516
"150180 Breves";2897;11518;9023;11213;7742;5008;2880;2024;1360;512;54177
"150190 Bujaru";514;1928;1615;2195;1463;1167;794;627;244;121;10668
"150200 Cachoeira do Arari";446;1789;1532;2057;1333;969;788;573;292;133;9912
"150210 Cametá";3156;12571;9952;12276;8379;6068;3923;2992;1884;848;62049
"150220 Capanema";1329;5807;6544;8803;6520;4147;2873;1947;1044;440;39454
"150230 Capitão Poço";1667;6720;5529;7632;5176;3376;2249;1308;653;184;34494
"150240 Castanhal";2934;12212;13459;20565;13996;8656;5211;3310;1655;636;82634
"150250 Chaves";684;2443;2037;2766;1726;1323;899;535;336;99;12848
"150260 Colares";317;1220;877;1176;845;752;498;361;184;99;6329
"150270 Conceição do Araguaia";1423;6259;7344;9854;6922;5035;3114;1700;791;253;42695
"150275 Concórdia do Pará";513;2124;1867;2465;1552;1191;740;530;277;89;11348
"150276 Cumaru do Norte";180;665;723;1599;988;605;286;108;25;4;5183
"150277 Curionópolis";1105;4259;3050;5319;4119;2682;1610;662;182;40;23028
"150280 Curralinho";675;2530;1899;2215;1396;952;510;395;373;165;11110
"150290 Curuçá";602;2550;2220;2795;2086;1687;1290;1016;583;254;15083
"150295 Eldorado do Carajás";466;1795;1286;2243;1737;1129;679;279;77;17;9708
"150300 Faro";99;444;371;436;335;249;176;142;74;25;2351
"150307 Garrafão do Norte";792;3148;2667;3332;2057;1631;909;520;218;82;15356
"150310 Gurupá";657;3078;2361;2955;1822;1394;809;522;284;124;14006
"150320 Igarapé-Açu";947;3567;3109;4280;3026;2183;1628;1158;669;248;20815
"150330 Igarapé-Miri";1337;5985;5101;6326;4340;2893;1833;1376;871;364;30426
"150340 Inhangapi";205;931;684;1001;719;482;313;255;139;40;4769
"150350 Irituia";1080;4544;3731;4678;3195;2453;1402;1134;658;240;23115
"150360 Itaituba";3193;12584;10837;20981;15683;8028;4054;2039;740;178;78317
"150375 Jacareacanga";332;1309;1127;2182;1631;835;422;211;77;18;8144
"150380 Jacundá";1162;4514;3646;5153;3972;2607;1633;837;349;116;23989
"150390 Juruti";872;3690;2250;2723;2370;1732;1099;879;516;174;16305
"150400 Limoeiro do Ajuru";708;2629;2177;2519;1642;1048;646;499;346;132;12346
"150405 Mãe do Rio";897;4042;3896;5249;3303;2282;1393;798;447;109;22416
"150410 Magalhães Barata";250;985;826;948;712;590;392;339;252;85;5379
"150420 Marabá";4469;17660;15936;25039;17648;10472;6344;3509;1594;474;103145
"150430 Maracanã";930;3623;2742;3524;2559;2097;1482;1080;694;304;19035
"150440 Marapanim";642;2608;2152;2745;2006;1610;1286;993;656;209;14907
"150450 Melgaço";592;2501;1681;2197;1445;927;444;426;254;70;10537
"150460 Mocajuba";689;2774;2280;2790;1987;1482;901;595;405;151;14054
"150470 Moju";1546;6178;4786;6849;4692;3060;1858;1206;516;143;30834
"150480 Monte Alegre";1524;6336;5751;7010;5153;3574;2490;1662;793;321;34614
"150490 Muaná";818;3240;2693;3356;2533;1601;1034;806;420;177;16678
"150495 Nova Esperança do Piriá";248;1007;699;955;698;497;335;219;113;27;4798
"150500 Nova Timboteua";230;1008;1058;1441;1056;814;549;409;249;103;6917
"150503 Novo Progresso";194;764;657;1273;951;488;246;124;45;11;4753
"150506 Novo Repartimento";1073;4163;3364;4756;3665;2406;1506;773;321;107;22134
"150510 Óbidos";1258;5555;4989;5933;4396;3412;2210;1500;847;365;30465
"150520 Oeiras do Pará";771;3292;2365;2825;1830;1355;708;531;408;125;14210
"150530 Oriximiná";1228;5521;4748;6381;5308;3352;1921;1234;692;246;30631
"150540 Ourém";440;1883;1586;1979;1359;957;670;439;225;84;9622
"150543 Ourilândia do Norte";730;2705;2937;6497;4016;2461;1164;440;100;16;21066
"150548 Pacajá";1206;4648;3809;5240;3910;2727;1799;847;246;56;24488
"150549 Palestina do Pará";186;713;565;791;617;429;312;186;97;19;3915
"150553 Parauapebas";1759;6835;5698;10588;7371;3864;2002;830;200;44;39191
"150555 Pau D'Arco";139;591;624;1006;685;422;232;110;42;10;3861
"150560 Peixe-Boi";151;718;643;874;631;454;369;269;117;60;4286
"150570 Ponta de Pedras";558;2315;1920;2647;1920;1165;870;650;298;177;12520
"150580 Portel";1114;4767;3658;4200;2932;2105;1226;811;511;128;21452
"150590 Porto de Moz";753;2632;1811;2307;1431;1019;603;297;231;88;11172
"150600 Prainha";1259;4640;3042;4352;2787;1745;1085;631;255;79;19875
"150610 Primavera";525;2222;1908;2318;1685;1321;1003;709;419;212;12322
"150613 Redenção";1530;6505;6864;11047;7525;4635;2546;1215;471;117;42455
"150616 Rio Maria";838;3587;3567;5588;3819;2487;1359;702;268;60;22275
"150619 Rurópolis";767;3017;2250;3256;2568;1678;1095;536;213;59;15439
"150620 Salinópolis";770;3168;2862;3766;2510;1789;1222;747;398;199;17431
"150630 Salvaterra";404;1558;1370;1826;1294;1012;781;567;319;138;9269
"150635 Santa Bárbara do Pará";272;1136;1145;1811;1219;751;472;293;134;52;7285
"150640 Santa Cruz do Arari";109;540;583;795;505;400;296;223;88;36;3575
"150650 Santa Izabel do Pará";1020;4253;4171;6343;4101;2704;1742;1209;624;261;26428
"150655 Santa Luzia do Pará";648;2776;2336;2917;2002;1412;987;646;333;123;14180
"150658 Santa Maria das Barreiras";201;848;784;1474;1108;647;452;216;87;31;5848
"150660 Santa Maria do Pará";494;2102;2212;3248;2126;1417;1016;715;358;140;13828
"150670 Santana do Araguaia";464;1965;1982;2970;2434;1474;786;417;158;37;12687
"150680 Santarém";8252;33740;35273;45419;31983;21013;13462;8506;4250;1590;203488
"150690 Santarém Novo";171;651;452;558;456;328;227;168;91;26;3128
"150700 Santo Antônio do Tauá";517;2401;2048;2652;1946;1397;982;587;419;140;13089
"150710 São Caetano de Odivelas";626;2674;2418;3455;2515;1602;1253;846;442;190;16021
"150730 São Félix do Xingu";1011;3754;3207;5433;3602;2160;1266;548;149;43;21173
"150740 São Francisco do Pará";353;1469;1263;1920;1391;879;647;462;222;90;8696
"150745 São Geraldo do Araguaia";1361;5843;4810;6750;4705;3375;2248;1251;476;154;30973
"150747 São João de Pirabas";623;2347;1791;2281;1714;1332;979;704;449;226;12446
"150760 São Miguel do Guamá";1105;4320;4044;5250;3592;2656;1652;1189;641;298;24747
"150770 São Sebastião da Boa Vista";513;2259;1962;2315;1532;969;616;447;305;124;11042
"150780 Senador José Porfírio";1009;4415;3381;6481;5375;3258;1795;738;163;18;26633
"150790 Soure";513;2097;2049;2780;2014;1406;1102;699;403;160;13223
"150795 Tailândia";771;3001;2117;3601;2414;1347;789;382;127;29;14578
"150796 Terra Alta";155;655;571;720;537;433;331;262;151;65;3880
"150797 Terra Santa";328;1468;1230;1444;1110;830;581;470;242;82;7785
"150805 Trairão";305;1204;1037;2007;1500;767;387;195;70;17;7489
"150808 Tucumã";1167;4324;3906;7517;5019;2874;1435;591;124;55;27012
"150810 Tucuruí";1691;7351;6706;9715;7797;4534;2473;1225;487;128;42107
"150820 Vigia";1162;4921;4542;6535;4369;3208;2073;1307;930;339;29386
"150830 Viseu";2087;8477;5881;8035;5873;4187;2818;1844;945;221;40368
"150840 Xinguara";1540;6101;6311;10064;7199;4329;2578;1160;389;87;39758
"160010 Amapá";273;1054;767;1097;639;503;288;189;106;41;4957
"160020 Calçoene";245;835;559;904;671;408;249;131;67;28;4097
"160021 Cutias";54;221;224;328;227;128;77;45;21;12;1337
"160023 Ferreira Gomes";93;345;268;305;249;173;118;63;26;14;1654
"160025 Itaubal";39;159;161;234;163;92;56;33;16;8;961
"160027 Laranjal do Jari";916;3390;2467;4533;2811;1492;841;389;143;67;17049
"160030 Macapá";5448;22156;22557;32949;22754;12983;7792;4493;2140;1160;134432
"160040 Mazagão";404;1466;1027;1337;863;645;418;286;119;53;6618
"160050 Oiapoque";350;1156;951;1501;1046;508;278;174;119;27;6110
"160015 Pedra Branca do Amapari";47;192;196;286;197;113;67;39;19;10;1166
"160053 Porto Grande";170;689;702;1025;708;404;244;140;66;36;4184
"160055 Pracuúba";59;225;163;234;136;107;62;41;22;9;1058
"160060 Santana";1999;7945;6938;9245;6234;3928;2310;1189;630;313;40731
"160005 Serra do Navio";61;249;253;371;256;146;87;50;24;13;1510
"160070 Tartarugalzinho";215;872;490;746;545;324;197;130;64;19;3602
"170025 Abreulândia";59;241;197;302;227;154;117;68;46;12;1423
"170035 Aliança do Tocantins";157;705;850;1141;799;579;400;240;110;40;5021
"170040 Almas";273;1057;867;1156;824;610;439;293;143;73;5735
"170070 Alvorada";280;953;1292;1965;1427;920;606;331;172;62;8008
"170100 Ananás";282;1127;985;1289;914;719;477;273;150;44;6260
"170105 Angico";84;373;289;422;293;235;189;135;71;24;2115
"170110 Aparecida do Rio Negro";95;379;387;453;367;260;203;115;53;18;2330
"170130 Aragominas";81;323;392;577;383;258;156;90;41;13;2314
"170190 Araguacema";138;566;461;705;532;359;271;159;107;30;3328
"170200 Araguaçu";228;920;1169;1655;1309;912;601;389;162;48;7393
"170210 Araguaína";2529;10082;12254;18050;11948;8050;4862;2794;1301;421;72291
"170215 Araguanã";60;242;294;434;287;193;116;67;31;10;1734
"170220 Araguatins";745;2960;2648;3453;2419;1870;1332;840;375;128;16770
"170230 Arapoema";271;1094;1252;1761;1183;858;532;290;150;41;7432
"170240 Arraias";320;1371;1211;1671;1295;914;621;433;283;104;8223
"170255 Augustinópolis";361;1373;1145;1564;1221;961;598;338;187;52;7800
"170270 Aurora do Tocantins";107;469;612;736;547;402;253;155;81;22;3384
"170290 Axixá do Tocantins";377;1400;1082;1390;1003;865;636;346;219;68;7386
"170300 Babaçulândia";227;1027;986;1385;1023;723;619;494;218;87;6789
"170310 Barrolândia";127;673;707;1109;831;568;432;254;120;49;4870
"170320 Bernardo Sayão";120;487;544;827;525;390;257;124;37;7;3318
"170330 Bom Jesus do Tocantins";81;282;333;443;293;210;150;105;60;23;1980
"170360 Brasilândia do Tocantins";40;178;213;273;192;142;98;69;39;12;1256
"170370 Brejinho de Nazaré";220;835;798;1048;744;549;435;277;130;54;5090
"170380 Buriti do Tocantins";322;1100;832;1110;847;633;421;223;156;48;5692
"170382 Cachoeirinha";48;212;183;253;192;131;105;67;34;13;1238
"170384 Campos Lindos";116;448;375;517;363;280;195;129;84;24;2531
"170386 Cariri do Tocantins";86;339;325;517;366;243;199;105;69;16;2265
"170388 Carmolândia";50;200;243;358;237;160;97;56;25;8;1434
"170389 Carrasco Bonito";65;222;157;222;141;115;102;55;30;11;1120
"170390 Caseara";87;366;352;436;323;253;141;96;54;10;2118
"170410 Centenário";50;221;212;293;221;160;117;83;45;14;1416
"170550 Colinas do Tocantins";547;2242;2774;3875;2642;1977;1334;755;379;116;16641
"171670 Colméia";219;817;1054;1529;1088;814;526;301;192;64;6604
"170555 Combinado";113;527;578;784;597;413;255;189;82;16;3554
"170560 Conceição do Tocantins";152;594;426;800;528;334;227;121;68;31;3281
"170600 Couto Magalhães";151;597;563;830;633;448;291;174;71;19;3777
"170610 Cristalândia";196;921;1112;1489;1089;736;508;347;194;72;6664
"170650 Darcinópolis";96;421;362;499;381;260;207;131;67;25;2449
"170700 Dianópolis";347;1630;1430;2140;1642;1087;755;470;240;113;9854
"170710 Divinópolis do Tocantins";138;685;709;1060;786;594;399;243;120;44;4778
"170720 Dois Irmãos do Tocantins";162;811;980;1226;940;641;500;309;139;59;5767
"170730 Dueré";128;505;486;773;546;364;297;157;102;25;3383
"170740 Esperantina";185;692;542;768;547;416;291;183;99;31;3754
"170755 Fátima";116;499;616;767;557;381;293;189;92;38;3548
"170765 Figueirópolis";130;539;748;1054;686;546;371;241;119;45;4479
"170770 Filadélfia";227;848;842;1154;775;647;499;313;170;59;5534
"170820 Formoso do Araguaia";457;1947;2216;3115;2156;1425;931;509;224;59;13039
"170825 Fortaleza do Tabocão";37;140;189;263;185;131;88;51;27;11;1122
"170830 Goianorte";150;577;686;872;576;472;274;172;68;26;3873
"170900 Goiatins";509;1950;1633;2252;1576;1216;846;561;365;104;11012
"170930 Guaraí";507;1880;2554;3558;2502;1769;1184;692;378;149;15173
"170950 Gurupi";1421;5877;7228;11721;8067;4735;2958;1772;881;290;44950
"171050 Itacajá";186;812;783;1084;815;594;431;308;163;52;5228
"171070 Itaguatins";220;837;697;1001;704;492;385;240;136;45;4757
"171090 Itapiratins";74;320;309;429;323;235;171;122;64;20;2067
"171110 Itaporã do Tocantins";98;406;405;653;392;318;204;124;47;13;2660
"171150 Jaú do Tocantins";71;291;328;460;349;265;176;98;51;16;2105
"171180 Juarina";58;228;215;317;240;170;110;67;26;7;1438
"171190 Lagoa da Confusão";48;231;278;373;272;183;127;88;48;18;1666
"171195 Lagoa do Tocantins";82;268;219;281;236;158;127;65;38;19;1493
"171200 Lajeado";28;105;85;133;95;58;41;27;21;6;599
"171240 Lizarda";148;607;346;621;539;341;265;183;80;35;3165
"171250 Marianópolis do Tocantins";67;272;260;433;311;180;158;79;35;9;1804
"171270 Mateiros";32;151;138;177;124;103;73;45;24;6;873
"171280 Maurilândia do Tocantins";57;249;214;295;224;153;123;78;40;15;1448
"171320 Miracema do Tocantins";562;2353;2365;3814;2614;1546;1087;754;344;118;15557
"171330 Miranorte";256;952;1371;1788;1427;970;647;411;237;83;8142
"171360 Monte do Carmo";230;824;716;1074;749;512;364;203;108;55;4835
"171395 Muricilândia";77;308;374;550;364;245;149;85;39;13;2204
"171420 Natividade";324;1409;1065;1599;1133;876;614;435;250;103;7808
"171430 Nazaré";178;784;610;892;621;497;395;284;151;51;4463
"171488 Nova Olinda";215;753;897;1184;841;684;455;276;133;35;5473
"171500 Nova Rosalândia";75;322;377;428;382;294;201;123;75;35;2312
"171510 Novo Acordo";90;316;226;335;299;208;126;106;55;12;1773
"171515 Novo Alegre";54;233;206;283;220;155;105;73;48;17;1394
"171525 Novo Jardim";38;183;162;204;178;134;93;66;36;16;1110
"172100 Palmas";1314;5573;5201;10455;7279;3917;2109;751;210;74;36883
"171570 Palmeirante";106;400;398;545;366;306;234;147;80;28;2610
"171380 Palmeiras do Tocantins";83;364;313;432;330;224;180;114;58;22;2120
"171575 Palmeirópolis";209;952;1206;1699;1191;822;518;302;139;55;7093
"171610 Paraíso do Tocantins";764;2827;3830;5990;4192;2707;1711;1005;462;171;23659
"171620 Paranã";363;1544;1226;1595;1204;917;577;420;209;108;8163
"171630 Pau D'Arco";103;418;478;672;450;326;204;110;58;16;2835
"171650 Pedro Afonso";294;1021;1212;1614;1068;765;545;382;221;86;7208
"171660 Peixe";235;953;1078;1508;1147;870;578;323;167;54;6913
"171665 Pequizeiro";89;364;385;573;398;257;184;110;50;15;2425
"171700 Pindorama do Tocantins";166;636;586;739;562;429;278;175;92;34;3697
"171720 Piraquê";33;125;139;201;129;92;68;47;25;8;867
"171750 Pium";226;962;1103;1558;1099;779;482;241;146;46;6642
"171780 Ponte Alta do Bom Jesus";126;608;535;672;590;444;307;217;120;53;3672
"171790 Ponte Alta do Tocantins";164;768;705;898;631;525;367;232;124;35;4449
"171800 Porto Alegre do Tocantins";83;293;236;313;234;171;148;68;42;14;1602
