 População Residente - Brasil
População residente por Município e Faixa Etária
Faixa Etária: Menor 1 ano, 1 a 4 anos, 15 a 19 anos, 20 a 29 anos, 30 a 39 anos, 40 a 49 anos, 50 a 59 anos, 60 a 69 anos, 70 a 79 anos, 80 anos e mais
Período:1997
"Município";"Menor 1 ano";"1 a 4 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Total"
"110147 Primavera de Rondônia";115;366;493;740;552;391;253;140;71;11;3132
"110026 Rio Crespo";118;418;483;783;652;389;249;162;39;9;3302
"110028 Rolim de Moura";967;4115;4878;8110;6302;3925;2400;1606;647;172;33122
"110029 Santa Luzia D'Oeste";263;1045;1178;2023;1509;927;630;415;156;44;8190
"110148 São Felipe D'Oeste";136;574;839;1056;922;656;447;216;81;28;4955
"110149 São Francisco do Guaporé";162;731;811;1258;928;637;435;200;50;13;5225
"110032 São Miguel do Guaporé";515;2149;2236;3512;2569;1615;1099;499;145;36;14375
"110150 Seringueiras";281;1105;1078;1649;1166;750;521;259;42;10;6861
"110155 Teixeirópolis";151;509;586;937;634;432;294;211;90;25;3869
"110160 Theobroma";174;873;1128;1439;1144;836;531;284;80;22;6511
"110170 Urupá";324;1393;1868;2349;1858;1402;819;453;145;42;10653
"110175 Vale do Anari";90;703;836;1153;838;599;431;206;35;8;4899
"110180 Vale do Paraíso";233;938;1092;1705;1207;772;526;289;98;25;6885
"110030 Vilhena";1023;4149;4845;8082;6883;4073;2291;1311;438;104;33199
"120001 Acrelândia";153;769;765;1064;783;550;356;209;78;16;4743
"120005 Assis Brasil";60;330;322;504;323;211;118;97;59;19;2043
"120010 Brasiléia";307;1302;1641;2459;1703;1240;751;485;203;84;10175
"120013 Bujari";99;447;552;762;479;372;264;131;55;21;3182
"120017 Capixaba";94;379;310;536;380;258;163;100;23;11;2254
"120020 Cruzeiro do Sul";1559;6640;7896;9460;5833;4231;2743;1761;927;440;41490
"120025 Epitaciolândia";270;1059;1104;1633;1140;794;540;362;168;64;7134
"120030 Feijó";742;3021;2976;3670;2324;1605;1053;651;285;123;16450
"120032 Jordão";88;620;406;596;356;216;127;78;41;13;2541
"120033 Mâncio Lima";186;897;1230;1373;903;572;438;237;127;39;6002
"120034 Manoel Urbano";208;820;675;792;544;390;219;166;61;28;3903
"120035 Marechal Thaumaturgo";412;1377;921;1208;686;429;227;167;52;24;5503
"120038 Plácido de Castro";234;1125;1415;1990;1539;962;637;411;173;51;8537
"120080 Porto Acre";204;828;941;1382;911;680;519;260;104;29;5858
"120039 Porto Walter";152;772;601;819;434;276;166;110;36;6;3372
"120040 Rio Branco";5884;23570;29171;45696;32876;20939;11184;7029;3912;1501;181762
"120042 Rodrigues Alves";297;1203;1064;1662;855;541;345;181;70;22;6240
"120043 Santa Rosa do Purus";35;339;214;252;173;75;77;48;17;4;1234
"120050 Sena Madureira";580;2479;2990;3626;2493;1884;1199;694;377;167;16489
"120045 Senador Guiomard";307;1340;1629;2374;1725;1209;827;546;248;83;10288
"120060 Tarauacá";753;3126;2860;3683;2306;1635;1066;695;323;138;16585
"120070 Xapuri";299;1356;1585;2155;1510;1129;781;507;236;85;9643
"130002 Alvarães";651;2255;1652;2154;1349;861;517;279;121;34;9873
"130006 Amaturá";170;979;773;1013;626;448;275;169;98;39;4590
"130008 Anamã";193;1000;815;1226;688;403;347;205;71;25;4973
"130010 Anori";313;1301;1324;1650;999;687;535;362;156;85;7412
"130014 Apuí";389;1466;1277;2142;1590;1042;580;213;71;24;8794
"130020 Atalaia do Norte";217;1210;897;1265;820;493;305;183;75;25;5490
"130030 Autazes";783;2934;3351;4455;2981;2066;1339;942;423;219;19493
"130040 Barcelos";593;2520;1936;3097;2077;1338;796;539;211;55;13162
"130050 Barreirinha";582;2520;2288;2960;2000;1329;905;729;419;181;13913
"130060 Benjamin Constant";907;3672;2726;3802;2483;1571;1111;772;301;111;17456
"130063 Beruri";321;1301;1074;1452;945;558;419;247;105;38;6460
"130068 Boa Vista do Ramos";318;1277;919;1203;904;572;399;324;191;86;6193
"130070 Boca do Acre";601;2653;2857;3811;2445;1701;1188;743;346;142;16487
"130080 Borba";842;3344;2996;3590;2373;1728;1179;824;495;244;17615
"130083 Caapiranga";193;816;728;889;571;433;258;163;57;20;4128
"130090 Canutama";267;1000;861;1148;702;500;369;226;84;21;5178
"130100 Carauari";777;2911;2621;3283;2101;1369;806;548;214;96;14726
"130110 Careiro";253;1338;2038;2813;2193;1733;1171;684;256;54;12533
"130115 Careiro da Várzea";467;1803;1901;2616;1732;1170;928;605;254;92;11568
"130120 Coari";1391;6591;7254;8603;5995;4230;2555;1545;684;236;39084
"130130 Codajás";495;1902;2016;2334;1501;1009;729;464;234;99;10783
"130140 Eirunepé";894;3782;3274;3962;2550;1696;1099;653;301;142;18353
"130150 Envira";451;2516;2266;3663;1589;1167;795;336;105;36;12924
"130160 Fonte Boa";698;2992;2916;3322;2286;1245;930;611;317;139;15456
"130165 Guajará";253;1331;1332;1655;997;627;472;275;106;34;7082
"130170 Humaitá";603;2951;2901;3788;2451;1795;1213;787;356;107;16952
"130180 Ipixuna";309;1441;1369;1751;1116;638;454;263;165;42;7548
"130185 Iranduba";724;3036;3616;4526;3290;2262;1611;938;383;127;20513
"130190 Itacoatiara";1978;7797;8413;10691;7228;4976;3295;2256;1032;473;48139
"130195 Itamarati";238;969;891;1366;712;414;260;150;55;18;5073
"130200 Itapiranga";211;843;811;913;674;488;349;224;122;55;4690
"130210 Japurá";204;888;602;835;633;368;216;101;42;13;3902
"130220 Juruá";170;597;540;681;407;275;188;116;66;18;3058
"130230 Jutaí";876;3164;2170;2912;2210;1154;725;311;132;61;13715
"130240 Lábrea";858;3372;3196;3684;2730;1842;1182;768;366;115;18113
"130250 Manacapuru";2133;7994;8066;10293;7018;4779;3351;2202;1065;478;47379
"130255 Manaquiri";577;2150;2151;3235;1947;1469;1001;582;360;115;13587
"130260 Manaus";28012;110769;147560;243201;178012;103431;53779;30844;14807;5241;915656
"130270 Manicoré";1077;4636;3994;5752;3494;2466;1757;1023;509;188;24896
"130280 Maraã";559;2356;1668;2245;1491;827;524;284;90;32;10076
"130290 Maués";1138;4823;4425;5381;4044;2712;1600;1551;812;275;26761
"130300 Nhamundá";441;1943;1617;2054;1454;969;746;526;258;131;10139
"130310 Nova Olinda do Norte";548;2538;2233;2655;1878;1320;842;737;502;165;13418
"130320 Novo Airão";433;1973;1654;2439;1623;1004;562;383;144;37;10252
"130330 Novo Aripuanã";323;1826;1749;2420;1621;1076;801;395;180;85;10476
"130340 Parintins";2379;9015;9094;10924;7913;5491;3554;2679;1291;525;52865
"130350 Pauini";419;2178;2511;3009;2120;1563;756;426;127;43;13152
"130353 Presidente Figueiredo";290;1294;1174;1848;1809;1066;472;199;61;13;8226
"130356 Rio Preto da Eva";286;1219;1318;1964;1414;973;527;280;133;28;8142
"130360 Santa Isabel do Rio Negro";204;1571;1256;2099;1296;817;487;311;129;33;8203
"130370 Santo Antônio do Içá";696;3200;2667;4008;2646;1663;997;491;292;100;16760
"130380 São Gabriel da Cachoeira";745;3213;3102;5061;3488;2234;1297;869;440;124;20573
"130390 São Paulo de Olivença";777;3109;2540;3622;2306;1535;961;619;287;62;15818
"130395 São Sebastião do Uatumã";210;794;708;832;589;436;274;176;91;31;4141
"130400 Silves";213;829;825;1013;756;518;307;237;137;43;4878
"130406 Tabatinga";964;4265;3814;5817;3547;2233;1297;853;339;149;23278
"130410 Tapauá";502;2183;1830;2352;1498;940;567;297;148;59;10376
"130420 Tefé";2250;8093;7822;10854;6504;4132;2703;1549;659;267;44833
"130423 Tonantins";593;2043;1806;2415;1649;1019;686;326;83;23;10643
"130426 Uarini";411;1848;1373;1739;974;660;397;171;70;14;7657
"130430 Urucará";322;1527;2502;3022;2216;1348;872;480;198;93;12580
"130440 Urucurituba";328;1765;1796;2427;1906;1322;864;535;255;104;11302
"140005 Alto Alegre";347;1455;1661;2395;1840;1296;733;369;163;32;10291
"140002 Amajari";85;481;518;812;665;427;231;166;78;13;3476
"140010 Boa Vista";4453;17174;18522;30893;23610;13320;6191;3397;1700;508;119768
"140015 Bonfim";217;840;638;942;696;480;304;198;79;19;4413
"140017 Cantá";278;1086;788;1325;997;792;425;201;88;14;5994
"140020 Caracaraí";253;1147;1088;1485;1206;835;499;300;91;26;6930
"140023 Caroebe";141;522;537;706;539;391;260;113;40;18;3267
"140028 Iracema";72;291;345;412;325;281;172;62;29;11;2000
"140030 Mucajaí";297;1193;1171;1813;1425;973;652;314;109;24;7971
"140040 Normandia";240;961;731;1041;681;452;234;147;69;37;4593
"140045 Pacaraima";201;828;609;940;720;424;231;160;78;20;4211
"140047 Rorainópolis";209;949;859;1049;947;753;375;193;74;13;5421
"140050 São João da Baliza";93;425;491;639;463;373;209;88;29;10;2820
"140060 São Luiz";117;516;559;714;656;420;193;118;42;15;3350
"140070 Uiramutã";135;710;427;737;503;286;149;81;41;17;3086
"150010 Abaetetuba";3070;12625;13030;18020;11748;8077;5219;3121;1689;957;77556
"150013 Abel Figueiredo";147;492;637;951;640;450;290;182;72;34;3895
"150020 Acará";1835;7335;5835;8838;5646;3833;2796;1709;821;364;39012
"150030 Afuá";974;3710;2817;3757;2488;1639;1067;698;296;189;17635
"150034 Água Azul do Norte";499;2139;2757;4370;3121;2173;1228;448;130;25;16890
"150040 Alenquer";1377;4904;5119;5841;4234;3151;2159;1700;746;361;29592
"150050 Almeirim";1051;4142;4006;6778;5137;2891;1384;797;328;174;26688
"150060 Altamira";1953;7664;9305;15569;12379;7320;4087;2212;991;244;61724
"150070 Anajás";624;2384;1808;2378;1394;967;643;411;178;94;10881
"150080 Ananindeua";8541;33724;43954;72851;55367;34121;16801;8425;3625;1496;278905
"150085 Anapu";271;1024;1080;1714;1274;895;522;233;56;14;7083
"150090 Augusto Corrêa";971;3735;3057;4125;2781;2112;1475;1142;615;217;20230
"150095 Aurora do Pará";515;1943;1880;2447;1594;1195;885;511;248;109;11327
"150100 Aveiro";563;1967;1624;2151;1479;1066;747;467;265;93;10422
"150110 Bagre";313;1531;1154;1502;855;636;372;249;184;65;6861
"150120 Baião";634;2439;2368;3044;1954;1475;939;655;364;185;14057
"150125 Bannach";52;368;434;650;529;352;213;108;12;3;2721
"150130 Barcarena";1729;6498;6273;9567;7372;4274;2341;1272;758;361;40445
"150140 Belém";21739;87699;141018;235577;171577;115412;69976;43872;21245;9278;917393
"150145 Belterra";307;1127;1224;1510;1093;838;651;450;186;55;7441
"150150 Benevides";855;3088;3695;5668;3678;2314;1563;909;435;195;22400
"150157 Bom Jesus do Tocantins";323;1164;1301;1638;1161;892;584;362;189;59;7673
"150160 Bonito";261;1100;1270;1738;1079;815;521;387;170;82;7423
"150170 Bragança";2454;9496;10099;13299;8839;6597;4487;3531;1762;715;61279
"150172 Brasil Novo";389;1492;1731;2588;1871;1258;798;445;176;45;10793
"150175 Brejo Grande do Araguaia";156;733;737;972;783;532;304;214;104;30;4565
"150178 Breu Branco";832;2868;2429;3512;2402;1661;1031;559;180;94;15568
"150180 Breves";2700;10299;8948;11441;7082;4958;2916;2035;1133;976;52488
"150190 Bujaru";571;2299;2210;3174;1933;1599;1266;690;373;192;14307
"150200 Cachoeira do Arari";441;1855;2173;3275;2000;1348;984;737;372;203;13388
"150195 Cachoeira do Piriá";247;1030;883;1343;910;607;352;251;72;21;5716
"150210 Cametá";2956;10895;10315;13112;8480;6536;4458;3069;1931;1072;62824
"150215 Canaã dos Carajás";313;1307;1330;1959;1470;925;591;278;76;163;8412
"150220 Capanema";1264;5035;6797;9182;6729;4607;2964;2222;1048;525;40373
"150230 Capitão Poço";1114;4678;4695;6601;4192;2890;2074;1336;639;285;28504
"150240 Castanhal";2929;11834;14617;22522;15734;10260;6272;3762;1775;879;90584
"150250 Chaves";427;1888;1607;2221;1397;1024;722;435;259;108;10088
"150260 Colares";231;1038;1012;1216;861;694;542;404;193;99;6290
"150270 Conceição do Araguaia";1075;4306;5642;7705;5671;4234;2750;1647;812;314;34156
"150275 Concórdia do Pará";603;2193;2204;3323;1967;1492;966;629;302;128;13807
"150276 Cumaru do Norte";91;392;289;657;557;317;165;61;10;3;2542
"150277 Curionópolis";641;2758;2383;3386;3114;2143;1417;785;217;49;16893
"150280 Curralinho";680;2723;2118;2637;1557;1121;699;437;255;198;12425
"150285 Curuá";262;986;837;1022;775;538;426;284;143;59;5332
"150290 Curuçá";567;2467;2570;3267;2402;1748;1484;1252;693;362;16812
"150293 Dom Eliseu";1306;4403;4724;7565;5142;2905;1595;779;273;88;28780
"150295 Eldorado do Carajás";532;2391;2306;3192;2339;1675;981;522;154;90;14182
"150300 Faro";234;870;716;989;633;482;331;260;135;57;4707
"150304 Floresta do Araguaia";382;1471;1579;2406;1644;1190;776;410;160;48;10066
"150307 Garrafão do Norte";879;3277;2730;3743;2140;1587;1134;588;268;111;16457
"150309 Goianésia do Pará";665;2709;2714;3626;2647;1800;1120;538;194;41;16054
"150310 Gurupá";826;3013;2321;3266;1992;1315;946;615;276;149;14719
"150320 Igarapé-Açu";756;3397;3544;4992;3513;2535;1763;1317;656;317;22790
"150330 Igarapé-Miri";1420;5983;5699;7714;4692;3445;2228;1573;860;532;34146
"150340 Inhangapi";168;697;825;1243;772;626;520;278;143;52;5324
"150345 Ipixuna do Pará";489;1896;1731;2365;1570;1217;759;367;165;48;10607
"150350 Irituia";797;3282;3249;4575;2660;2178;1496;990;611;272;20110
"150360 Itaituba";2681;10020;11709;18386;15460;8316;4399;2143;893;207;74214
"150370 Itupiranga";830;3577;3280;4277;3175;2355;1592;988;407;131;20612
"150375 Jacareacanga";161;1254;1702;5106;4257;1824;731;245;74;15;15369
"150380 Jacundá";1187;4408;5203;7391;5102;3372;2004;1150;478;188;30483
"150390 Juruti";941;3535;3030;3380;2371;1921;1246;1039;554;209;18226
"150400 Limoeiro do Ajuru";658;2547;2084;2926;1713;1136;751;466;330;186;12797
"150405 Mãe do Rio";484;1905;2282;3215;1988;1512;990;698;364;169;13607
"150410 Magalhães Barata";242;927;945;1061;742;587;433;369;230;106;5642
"150420 Marabá";4141;16799;18470;27225;20332;12419;7117;4305;1865;683;113356
"150430 Maracanã";639;2975;2590;3350;2441;1872;1443;1025;588;317;17240
"150440 Marapanim";646;2616;2447;3249;2242;1793;1554;1095;609;308;16559
"150442 Marituba";1248;5275;6326;10711;7180;4427;2526;1446;636;206;39981
"150445 Medicilândia";842;4019;3981;5470;4628;2595;1349;604;168;67;23723
"150450 Melgaço";437;2281;1747;2392;1431;1020;509;335;219;115;10486
"150460 Mocajuba";587;2337;2126;2642;1768;1384;1045;665;358;188;13100
"150470 Moju";1510;6026;5132;7829;4846;3377;2194;1352;565;267;33098
"150480 Monte Alegre";1548;5932;5985;7694;5225;3845;2586;1899;850;379;35943
"150490 Muaná";701;2999;2829;3743;2405;1680;1085;767;396;238;16843
"150495 Nova Esperança do Piriá";366;2072;2085;3049;1907;1267;701;275;74;16;11812
"150497 Nova Ipixuna";215;938;1022;1297;919;758;479;318;148;105;6199
"150500 Nova Timboteua";325;1466;1663;2438;1767;1230;914;615;264;144;10826
"150503 Novo Progresso";304;1336;1556;4360;3386;1682;619;190;37;37;13507
"150506 Novo Repartimento";768;3540;3569;4532;3416;2482;1703;878;259;58;21205
"150510 Óbidos";1221;4810;5649;6578;4575;3506;2621;1584;833;425;31802
"150520 Oeiras do Pará";906;3133;2568;3250;1900;1514;929;481;307;280;15268
"150530 Oriximiná";1161;4559;5145;6209;5087;3383;2158;1361;696;277;30036
"150540 Ourém";395;1638;1613;2158;1399;1023;772;549;281;157;9985
"150543 Ourilândia do Norte";393;1581;1594;3272;2507;1335;684;363;97;24;11850
"150548 Pacajá";469;2319;2549;3064;2304;1817;1204;638;229;58;14651
"150549 Palestina do Pará";106;629;709;997;590;581;399;284;132;32;4459
"150550 Paragominas";2083;7797;7864;12887;8818;5067;2391;1185;421;160;48673
"150553 Parauapebas";2135;7694;7496;13149;10233;5377;2465;1121;331;103;50104
"150555 Pau D'Arco";158;677;663;1006;656;476;348;191;75;23;4273
"150560 Peixe-Boi";138;681;864;1127;813;620;435;350;164;94;5286
"150563 Piçarra";302;1073;1085;1570;1013;776;506;300;94;59;6778
"150565 Placas";291;1178;1223;1580;1254;841;554;295;85;24;7325
"150570 Ponta de Pedras";468;2039;2065;2876;1928;1296;874;705;303;171;12725
"150580 Portel";1240;5234;4208;5230;2936;2318;1486;829;468;259;24208
"150590 Porto de Moz";1047;3996;3046;4595;2401;1565;1168;581;243;154;18796
"150600 Prainha";689;2617;2525;3105;2098;1350;871;576;228;96;14155
"150610 Primavera";257;946;989;1317;840;644;549;417;223;166;6348
"150611 Quatipuru";275;1179;1216;1406;1009;791;584;431;186;119;7196
"150613 Redenção";1628;5968;7215;11416;8376;5053;2790;1510;577;171;44704
"150616 Rio Maria";472;1744;2217;3276;2507;1710;1008;567;236;60;13797
"150618 Rondon do Pará";972;3607;4446;6673;4764;3101;1790;1007;470;170;27000
"150619 Rurópolis";779;2935;2929;3720;2878;1969;1134;694;271;72;17381
"150620 Salinópolis";838;3261;3481;4933;3219;2148;1435;923;371;308;20917
"150630 Salvaterra";417;1615;1491;2239;1511;1117;821;629;326;148;10314
"150635 Santa Bárbara do Pará";313;1229;1447;2329;1412;918;662;399;174;99;8982
"150640 Santa Cruz do Arari";118;555;605;810;516;371;312;203;100;32;3622
"150650 Santa Izabel do Pará";1036;4115;4788;7514;5154;3212;2119;1294;660;308;30200
"150655 Santa Luzia do Pará";547;2029;1966;2706;1759;1213;835;579;261;119;12014
"150658 Santa Maria das Barreiras";257;978;1080;1811;1608;1293;749;375;154;35;8340
"150660 Santa Maria do Pará";510;2121;2492;3518;2525;1632;1137;784;387;181;15287
"150670 Santana do Araguaia";483;2289;2486;4017;3216;2158;1237;533;188;85;16692
"150680 Santarém";6346;25137;30424;39471;28210;19505;12536;8383;4025;1803;175840
"150690 Santarém Novo";143;510;427;534;391;298;225;173;72;78;2851
"150700 Santo Antônio do Tauá";590;2350;2559;3505;2455;1700;1292;788;403;200;15842
"150710 São Caetano de Odivelas";356;1608;1680;2347;1424;1128;841;612;266;155;10417
"150715 São Domingos do Araguaia";566;2277;2442;2872;2062;1512;1146;612;301;131;13921
"150720 São Domingos do Capim";810;3162;2861;3910;2224;1752;1309;673;373;160;17234
"150730 São Félix do Xingu";987;4416;4762;8392;6272;3957;2434;958;259;60;32497
"150740 São Francisco do Pará";229;902;1156;1499;1126;770;617;432;224;96;7051
"150745 São Geraldo do Araguaia";698;2791;3135;3958;2908;2047;1335;875;393;197;18337
"150746 São João da Ponta";88;407;378;486;336;289;228;191;98;50;2551
"150747 São João de Pirabas";506;2045;1819;2293;1644;1332;990;696;345;329;11999
"150750 São João do Araguaia";249;934;1004;1290;876;721;473;315;148;51;6061
"150760 São Miguel do Guamá";1056;4042;4452;6024;3879;2746;1911;1179;692;349;26330
"150770 São Sebastião da Boa Vista";543;2122;1848;2433;1554;1080;732;499;251;146;11208
"150775 Sapucaia";89;399;479;812;601;348;151;76;26;8;2989
"150780 Senador José Porfírio";522;2088;1707;2758;2160;1144;494;218;80;11;11182
"150790 Soure";561;2144;2122;3073;2262;1596;1126;842;415;181;14322
"150795 Tailândia";1112;4367;3580;6069;3911;2235;1309;595;192;64;23434
"150796 Terra Alta";190;836;767;1080;731;532;447;335;162;68;5148
"150797 Terra Santa";428;1523;1700;2136;1225;973;728;516;246;102;9577
"150800 Tomé-Açu";1393;5377;5558;7538;4922;3473;2271;1303;573;218;32626
"150803 Tracuateua";494;2182;2013;2463;1815;1324;950;760;382;141;12524
"150805 Trairão";154;747;763;931;870;657;331;162;55;10;4680
"150808 Tucumã";976;3926;3991;6465;5067;2787;1601;711;205;39;25768
"150810 Tucuruí";1678;6372;7376;9941;7616;5048;2596;1547;660;235;43069
"150812 Ulianópolis";368;1232;1213;2313;1388;742;358;120;23;10;7767
"150815 Uruará";1106;4319;4878;6443;5095;3249;1681;830;254;70;27925
"150820 Vigia";925;3775;4280;5687;3934;2954;2108;1392;725;420;26200
"150830 Viseu";1591;6383;5095;6469;4764;3445;2375;1798;808;281;33009
"150835 Vitória do Xingu";394;1511;1477;2135;1419;935;706;395;152;46;9170
"150840 Xinguara";817;3198;4109;6184;4502;3043;1773;1055;421;105;25207
"160010 Amapá";202;751;733;1005;732;446;302;166;81;46;4464
"160020 Calçoene";72;429;619;1084;890;482;273;143;58;27;4077
"160021 Cutias";79;324;213;340;185;138;84;46;10;7;1426
"160023 Ferreira Gomes";72;324;333;437;252;206;110;74;18;10;1836
"160025 Itaubal";75;340;214;338;240;125;95;50;16;21;1514
"160027 Laranjal do Jari";942;3196;2781;4708;3455;1788;868;436;172;71;18417
"160030 Macapá";6189;23330;29067;46281;31230;17923;9910;5614;2384;1294;173222
"160040 Mazagão";406;1707;1301;1725;1177;761;548;357;152;74;8208
"160050 Oiapoque";366;1451;1126;1871;1315;684;385;181;105;62;7546
"160015 Pedra Branca do Amapari";83;343;324;600;504;289;194;63;15;7;2422
"160053 Porto Grande";221;947;781;1372;1028;556;333;167;81;27;5513
"160055 Pracuúba";46;194;215;252;155;192;75;40;17;10;1196
"160060 Santana";2301;8663;9161;13247;8440;5293;3094;1685;691;426;53001
"160005 Serra do Navio";98;339;359;510;427;240;119;38;14;3;2147
"160070 Tartarugalzinho";161;684;438;679;520;301;193;109;40;25;3150
"160080 Vitória do Jari";257;980;775;1198;743;393;201;135;48;23;4753
"170025 Abreulândia";41;179;218;309;249;201;145;69;33;10;1454
"170030 Aguiarnópolis";74;267;386;417;281;241;175;109;54;18;2022
"170035 Aliança do Tocantins";130;557;754;1056;744;531;360;243;126;42;4543
"170040 Almas";243;917;781;1239;912;584;443;276;161;70;5626
"170070 Alvorada";203;746;1056;1628;1378;889;564;346;183;52;7045
"170100 Ananás";260;1054;1221;1596;1057;780;589;350;192;67;7166
"170105 Angico";55;238;319;409;309;196;168;97;50;22;1863
"170110 Aparecida do Rio Negro";76;359;491;578;424;324;222;167;67;28;2736
"170130 Aragominas";99;318;474;653;440;324;198;116;78;22;2722
"170190 Araguacema";131;410;556;744;575;372;276;217;106;42;3429
"170200 Araguaçu";197;755;1138;1752;1363;1023;621;417;210;91;7567
"170210 Araguaína";2551;10034;13637;21063;14560;9698;5662;3359;1560;617;82741
"170215 Araguanã";89;415;302;567;415;233;179;93;51;18;2362
"170220 Araguatins";602;2345;2946;3469;2492;1862;1372;981;493;169;16731
"170230 Arapoema";146;628;720;1122;728;577;344;230;118;31;4644
"170240 Arraias";298;1200;1293;1795;1303;982;711;453;285;121;8441
"170255 Augustinópolis";376;1610;2160;2298;1771;1388;904;537;262;75;11381
"170270 Aurora do Tocantins";61;263;407;523;377;306;231;144;59;33;2404
"170290 Axixá do Tocantins";251;977;1156;1303;981;789;635;407;213;84;6796
"170300 Babaçulândia";193;792;998;1395;1044;739;593;484;238;83;6559
"170305 Bandeirantes do Tocantins";49;192;270;414;237;220;161;58;28;10;1639
"170307 Barra do Ouro";90;373;343;454;303;259;211;105;84;28;2250
"170310 Barrolândia";99;408;541;781;632;425;322;206;113;32;3559
"170320 Bernardo Sayão";102;488;493;847;581;351;270;121;31;14;3298
"170330 Bom Jesus do Tocantins";58;219;233;282;284;183;137;100;58;25;1579
"170360 Brasilândia do Tocantins";33;171;218;305;226;153;128;86;25;15;1360
"170370 Brejinho de Nazaré";103;452;581;822;607;374;292;209;129;50;3619
"170380 Buriti do Tocantins";178;803;918;973;777;656;401;253;139;57;5155
"170382 Cachoeirinha";58;205;244;277;200;133;107;92;40;10;1366
"170384 Campos Lindos";170;732;537;720;559;413;295;208;90;29;3753
"170386 Cariri do Tocantins";44;238;235;430;338;188;158;85;46;23;1785
"170388 Carmolândia";35;170;181;250;203;128;76;53;37;6;1139
"170389 Carrasco Bonito";114;344;310;426;301;199;166;97;39;11;2007
"170390 Caseara";88;374;458;636;437;332;208;126;80;19;2758
"170410 Centenário";61;227;228;379;279;183;139;92;55;16;1659
"170510 Chapada da Natividade";83;356;311;450;350;272;230;151;58;17;2278
